image,attack,branch,message,predicted,bit_accuracy,confidence,mask_pixels,used_fallback
ducks.jpg,jpeg_q95,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998455,32121,0
ducks.jpg,jpeg_q95,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998528,32109,0
ducks.jpg,jpeg_q95,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997677,32500,0
ducks.jpg,jpeg_q95,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998515,32051,0
ducks.jpg,jpeg_q95,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998525,32037,0
ducks.jpg,jpeg_q95,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998519,32041,0
ducks.jpg,jpeg_q95,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998520,32037,0
ducks.jpg,jpeg_q85,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998336,32220,0
ducks.jpg,jpeg_q85,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998252,32251,0
ducks.jpg,jpeg_q85,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998486,31924,0
ducks.jpg,jpeg_q85,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.996698,32529,0
ducks.jpg,jpeg_q85,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998328,32214,0
ducks.jpg,jpeg_q85,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998328,32215,0
ducks.jpg,jpeg_q85,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998325,32214,0
ducks.jpg,jpeg_q85,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998331,32203,0
ducks.jpg,jpeg_q75,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998420,32189,0
ducks.jpg,jpeg_q75,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998187,32234,0
ducks.jpg,jpeg_q75,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998500,32255,0
ducks.jpg,jpeg_q75,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998376,32341,0
ducks.jpg,jpeg_q75,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998419,32185,0
ducks.jpg,jpeg_q75,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998425,32184,0
ducks.jpg,jpeg_q75,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998423,32189,0
ducks.jpg,jpeg_q75,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998403,32184,0
ducks.jpg,jpeg_q65,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998387,31890,0
ducks.jpg,jpeg_q65,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998278,31917,0
ducks.jpg,jpeg_q65,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997600,31893,0
ducks.jpg,jpeg_q65,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.996975,32049,0
ducks.jpg,jpeg_q65,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998394,31889,0
ducks.jpg,jpeg_q65,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998386,31890,0
ducks.jpg,jpeg_q65,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998391,31886,0
ducks.jpg,jpeg_q65,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998378,31888,0
ducks.jpg,jpeg_q50,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997909,32452,0
ducks.jpg,jpeg_q50,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997914,32451,0
ducks.jpg,jpeg_q50,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997047,32566,0
ducks.jpg,jpeg_q50,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997967,32462,0
ducks.jpg,jpeg_q50,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997876,32456,0
ducks.jpg,jpeg_q50,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997852,32460,0
ducks.jpg,jpeg_q50,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997870,32446,0
ducks.jpg,jpeg_q50,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997842,32445,0
ducks.jpg,jpeg_q30,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.993220,31112,0
ducks.jpg,jpeg_q30,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.992310,31080,0
ducks.jpg,jpeg_q30,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.991519,31132,0
ducks.jpg,jpeg_q30,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.994968,30996,0
ducks.jpg,jpeg_q30,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.992844,31100,0
ducks.jpg,jpeg_q30,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.992922,31104,0
ducks.jpg,jpeg_q30,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.993169,31118,0
ducks.jpg,jpeg_q30,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.993138,31108,0
ducks.jpg,jpeg_q20,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.983390,30444,0
ducks.jpg,jpeg_q20,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.983184,30407,0
ducks.jpg,jpeg_q20,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.981240,30417,0
ducks.jpg,jpeg_q20,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.982323,30369,0
ducks.jpg,jpeg_q20,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.983056,30450,0
ducks.jpg,jpeg_q20,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.983013,30445,0
ducks.jpg,jpeg_q20,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.983195,30452,0
