image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000036494.png,none,1.000000,1,rep4_interleaved,8
000000036494.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000036494.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000036494.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000036494.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000036494.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000036494.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000036494.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000036494.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000036494.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000036539.png,none,1.000000,1,rep4_interleaved,8
000000036539.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000036539.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000036539.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000036539.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000036539.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000036539.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000036539.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000036539.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000036539.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000036660.png,none,1.000000,1,rep4_interleaved,8
000000036660.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000036660.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000036660.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000036660.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000036660.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000036660.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000036660.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000036660.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000036660.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000036678.png,none,1.000000,1,rep4_interleaved,8
000000036678.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000036678.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000036678.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000036678.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000036678.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000036678.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000036678.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000036678.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000036678.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000036844.png,none,1.000000,1,rep4_interleaved,8
000000036844.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000036844.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000036844.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000036844.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000036844.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000036844.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000036844.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000036844.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000036844.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000036861.png,none,1.000000,1,rep4_interleaved,8
000000036861.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000036861.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000036861.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000036861.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000036861.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000036861.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000036861.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000036861.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000036861.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000036936.png,none,1.000000,1,rep4_interleaved,8
000000036936.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000036936.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000036936.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000036936.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000036936.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000036936.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000036936.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000036936.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000036936.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000037670.png,none,1.000000,1,rep4_interleaved,8
000000037670.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000037670.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000037670.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000037670.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000037670.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000037670.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000037670.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000037670.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000037670.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000037689.png,none,1.000000,1,rep4_interleaved,8
000000037689.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000037689.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000037689.png,random_crop_0.5,0.875000,0,rep4_interleaved,8
000000037689.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000037689.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000037689.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000037689.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000037689.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000037689.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000037740.png,none,1.000000,1,rep4_interleaved,8
000000037740.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000037740.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000037740.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000037740.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000037740.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000037740.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000037740.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000037740.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000037740.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000037751.png,none,1.000000,1,rep4_interleaved,8
000000037751.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000037751.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000037751.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000037751.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000037751.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000037751.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000037751.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000037751.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000037751.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000037777.png,none,1.000000,1,rep4_interleaved,8
000000037777.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000037777.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000037777.png,random_crop_0.5,1.000000,1,rep4_interleaved,8
000000037777.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000037777.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000037777.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000037777.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000037777.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000037777.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000037988.png,none,1.000000,1,rep4_interleaved,8
000000037988.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000037988.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000037988.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000037988.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000037988.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000037988.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000037988.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000037988.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000037988.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000038048.png,none,1.000000,1,rep4_interleaved,8
000000038048.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000038048.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000038048.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000038048.png,jpeg_q30,1.000000,1,rep4_interleaved,8
