image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000463690.png,none,single_scale,1.000000,1,10.5731,10.5731,1.0
000000463690.png,none,multi_scale,1.000000,1,10.5731,10.5731,1.00
000000463690.png,center_crop_0.5,single_scale,0.500000,0,10.5731,6.5974,1.0
000000463690.png,center_crop_0.5,multi_scale,1.000000,1,10.5731,6.5974,0.50
000000463690.png,center_crop_0.75,single_scale,0.531250,0,10.5731,7.8266,1.0
000000463690.png,center_crop_0.75,multi_scale,1.000000,1,10.5731,7.8266,0.75
000000463690.png,random_crop_0.5,single_scale,0.531250,0,10.5731,6.8357,1.0
000000463690.png,random_crop_0.5,multi_scale,0.562500,0,10.5731,6.8357,0.50
000000463690.png,jpeg_q30,single_scale,1.000000,1,10.5731,12.9971,1.0
000000463690.png,jpeg_q30,multi_scale,1.000000,1,10.5731,12.9971,1.00
000000463730.png,none,single_scale,1.000000,1,9.7892,9.7892,1.0
000000463730.png,none,multi_scale,1.000000,1,9.7892,9.7892,1.00
000000463730.png,center_crop_0.5,single_scale,0.500000,0,9.7892,7.1237,1.0
000000463730.png,center_crop_0.5,multi_scale,1.000000,1,9.7892,7.1237,0.50
000000463730.png,center_crop_0.75,single_scale,0.531250,0,9.7892,7.6861,1.0
000000463730.png,center_crop_0.75,multi_scale,1.000000,1,9.7892,7.6861,0.75
000000463730.png,random_crop_0.5,single_scale,0.500000,0,9.7892,7.0807,1.0
000000463730.png,random_crop_0.5,multi_scale,0.687500,0,9.7892,7.0807,0.50
000000463730.png,jpeg_q30,single_scale,1.000000,1,9.7892,12.9190,1.0
000000463730.png,jpeg_q30,multi_scale,1.000000,1,9.7892,12.9190,1.00
000000463802.png,none,single_scale,1.000000,1,10.1581,10.1581,1.0
000000463802.png,none,multi_scale,1.000000,1,10.1581,10.1581,1.00
000000463802.png,center_crop_0.5,single_scale,0.500000,0,10.1581,7.1419,1.0
000000463802.png,center_crop_0.5,multi_scale,1.000000,1,10.1581,7.1419,0.50
000000463802.png,center_crop_0.75,single_scale,0.531250,0,10.1581,8.0574,1.0
000000463802.png,center_crop_0.75,multi_scale,1.000000,1,10.1581,8.0574,0.75
000000463802.png,random_crop_0.5,single_scale,0.500000,0,10.1581,7.1161,1.0
000000463802.png,random_crop_0.5,multi_scale,0.687500,0,10.1581,7.1161,0.50
000000463802.png,jpeg_q30,single_scale,1.000000,1,10.1581,13.0286,1.0
000000463802.png,jpeg_q30,multi_scale,1.000000,1,10.1581,13.0286,1.00
000000463842.png,none,single_scale,1.000000,1,10.3439,10.3439,1.0
000000463842.png,none,multi_scale,1.000000,1,10.3439,10.3439,1.00
000000463842.png,center_crop_0.5,single_scale,0.500000,0,10.3439,6.1152,1.0
000000463842.png,center_crop_0.5,multi_scale,1.000000,1,10.3439,6.1152,0.50
000000463842.png,center_crop_0.75,single_scale,0.531250,0,10.3439,7.5451,1.0
000000463842.png,center_crop_0.75,multi_scale,1.000000,1,10.3439,7.5451,0.75
000000463842.png,random_crop_0.5,single_scale,0.531250,0,10.3439,5.2869,1.0
000000463842.png,random_crop_0.5,multi_scale,0.625000,0,10.3439,5.2869,0.50
000000463842.png,jpeg_q30,single_scale,1.000000,1,10.3439,12.8544,1.0
000000463842.png,jpeg_q30,multi_scale,1.000000,1,10.3439,12.8544,1.00
000000463849.png,none,single_scale,1.000000,1,10.0053,10.0053,1.0
000000463849.png,none,multi_scale,1.000000,1,10.0053,10.0053,1.00
