image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000384949.png,none,1.000000,1,rep4_interleaved,8
000000384949.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000384949.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000384949.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000384949.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000384949.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000384949.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000384949.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000384949.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000384949.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000385029.png,none,1.000000,1,rep4_interleaved,8
000000385029.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000385029.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000385029.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000385029.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000385029.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000385029.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000385029.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000385029.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000385029.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000385190.png,none,1.000000,1,rep4_interleaved,8
000000385190.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000385190.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000385190.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000385190.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000385190.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000385190.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000385190.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000385190.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000385190.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000385205.png,none,1.000000,1,rep4_interleaved,8
000000385205.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000385205.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000385205.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000385205.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000385205.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000385205.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000385205.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000385205.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000385205.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000385719.png,none,1.000000,1,rep4_interleaved,8
000000385719.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000385719.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000385719.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000385719.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000385719.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000385719.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000385719.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000385719.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000385719.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000385997.png,none,1.000000,1,rep4_interleaved,8
000000385997.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000385997.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000385997.png,random_crop_0.5,0.875000,0,rep4_interleaved,8
000000385997.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000385997.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000385997.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000385997.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000385997.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000385997.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000386134.png,none,1.000000,1,rep4_interleaved,8
000000386134.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000386134.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000386134.png,random_crop_0.5,0.875000,0,rep4_interleaved,8
000000386134.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000386134.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000386134.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000386134.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000386134.png,resize_0.25,0.750000,0,rep4_interleaved,8
000000386134.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000386210.png,none,1.000000,1,rep4_interleaved,8
000000386210.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000386210.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000386210.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000386210.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000386210.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000386210.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000386210.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000386210.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000386210.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000386277.png,none,1.000000,1,rep4_interleaved,8
000000386277.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000386277.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000386277.png,random_crop_0.5,1.000000,1,rep4_interleaved,8
000000386277.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000386277.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000386277.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000386277.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000386277.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000386277.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000386352.png,none,1.000000,1,rep4_interleaved,8
000000386352.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000386352.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000386352.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000386352.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000386352.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000386352.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000386352.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000386352.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000386352.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000386457.png,none,1.000000,1,rep4_interleaved,8
000000386457.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000386457.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000386457.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000386457.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000386457.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000386457.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000386457.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000386457.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000386457.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000386879.png,none,1.000000,1,rep4_interleaved,8
000000386879.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000386879.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000386879.png,random_crop_0.5,1.000000,1,rep4_interleaved,8
000000386879.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000386879.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000386879.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000386879.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000386879.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000386879.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000386912.png,none,1.000000,1,rep4_interleaved,8
000000386912.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000386912.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000386912.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000386912.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000386912.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000386912.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000386912.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000386912.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000386912.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000387098.png,none,1.000000,1,rep4_interleaved,8
000000387098.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000387098.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000387098.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000387098.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000387098.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000387098.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000387098.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000387098.png,resize_0.25,0.750000,0,rep4_interleaved,8
000000387098.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000387148.png,none,1.000000,1,rep4_interleaved,8
000000387148.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000387148.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000387148.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000387148.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000387148.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000387148.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000387148.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000387148.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000387148.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000387383.png,none,1.000000,1,rep4_interleaved,8
000000387383.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000387383.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000387383.png,random_crop_0.5,1.000000,1,rep4_interleaved,8
000000387383.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000387383.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000387383.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000387383.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000387383.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000387383.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000387387.png,none,1.000000,1,rep4_interleaved,8
000000387387.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000387387.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000387387.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000387387.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000387387.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000387387.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000387387.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000387387.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000387387.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000387916.png,none,1.000000,1,rep4_interleaved,8
000000387916.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000387916.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000387916.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000387916.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000387916.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000387916.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000387916.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000387916.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000387916.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000388056.png,none,1.000000,1,rep4_interleaved,8
000000388056.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000388056.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000388056.png,random_crop_0.5,1.000000,1,rep4_interleaved,8
000000388056.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000388056.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000388056.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000388056.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000388056.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000388056.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000388215.png,none,1.000000,1,rep4_interleaved,8
000000388215.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000388215.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000388215.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000388215.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000388215.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000388215.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000388215.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000388215.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000388215.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000388258.png,none,1.000000,1,rep4_interleaved,8
000000388258.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000388258.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000388258.png,random_crop_0.5,0.875000,0,rep4_interleaved,8
000000388258.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000388258.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000388258.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000388258.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000388258.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000388258.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000388846.png,none,1.000000,1,rep4_interleaved,8
000000388846.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000388846.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000388846.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000388846.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000388846.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000388846.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000388846.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000388846.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000388846.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000388903.png,none,1.000000,1,rep4_interleaved,8
000000388903.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000388903.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000388903.png,random_crop_0.5,1.000000,1,rep4_interleaved,8
000000388903.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000388903.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000388903.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000388903.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000388903.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000388903.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000388927.png,none,1.000000,1,rep4_interleaved,8
000000388927.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000388927.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000388927.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000388927.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000388927.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000388927.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000388927.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000388927.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000388927.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000389109.png,none,1.000000,1,rep4_interleaved,8
000000389109.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000389109.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000389109.png,random_crop_0.5,0.875000,0,rep4_interleaved,8
000000389109.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000389109.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000389109.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000389109.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000389109.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000389109.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000389197.png,none,1.000000,1,rep4_interleaved,8
000000389197.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000389197.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000389197.png,random_crop_0.5,1.000000,1,rep4_interleaved,8
000000389197.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000389197.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000389197.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000389197.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000389197.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000389197.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000389315.png,none,1.000000,1,rep4_interleaved,8
000000389315.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000389315.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000389315.png,random_crop_0.5,1.000000,1,rep4_interleaved,8
000000389315.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000389315.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000389315.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000389315.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000389315.png,resize_0.25,0.750000,0,rep4_interleaved,8
000000389315.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000389316.png,none,1.000000,1,rep4_interleaved,8
