scheme,code_mode,scenario,attack,decode_method,mean_bit_accuracy,mean_payload_accuracy,payload_success_rate,mean_composite_psnr,num_source_rows
single_center50_s2.5,rep4_adjacent_8bit,three_sources_extreme_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,43.3343,3
single_center50_s2.5,rep4_adjacent_8bit,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0.510417,0.500000,0.000000,43.3343,3
single_center50_s2.5,rep4_adjacent_8bit,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,0.322917,0.500000,0.000000,43.3343,3
single_center50_s2.5,rep4_adjacent_8bit,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0.333333,0.541667,0.000000,43.3343,3
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,jpeg_q50,global_full_canvas,0.000000,0.437500,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,jpeg_q50,must_mer_resize,0.265625,0.625000,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,jpeg_q50,oracle_box_raw,0.265625,0.625000,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,jpeg_q70,global_full_canvas,0.000000,0.437500,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,jpeg_q70,must_mer_resize,0.640625,0.687500,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,jpeg_q70,oracle_box_raw,0.640625,0.687500,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,none,global_full_canvas,0.000000,0.437500,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0.500000,0.562500,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,0.609375,0.687500,0.000000,43.3477,2
single_center50_s2.5,rep4_adjacent_8bit,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0.593750,0.687500,0.000000,43.3477,2
dwsf_q50_s2.5,rep4_interleaved_8bit,three_sources_crop_feather,jpeg_q50,global_full_canvas,0.000000,0.458333,0.000000,43.3705,3
dwsf_q50_s2.5,rep4_interleaved_8bit,three_sources_crop_feather,jpeg_q50,must_mer_resize,0.322917,0.458333,0.000000,43.3705,3
dwsf_q50_s2.5,rep4_interleaved_8bit,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0.177083,0.500000,0.000000,43.3705,3
dwsf_q50_s2.5,rep4_interleaved_8bit,three_sources_crop_feather,jpeg_q70,global_full_canvas,0.458333,0.416667,0.000000,43.3705,3
dwsf_q50_s2.5,rep4_interleaved_8bit,three_sources_crop_feather,jpeg_q70,must_mer_resize,0.000000,0.458333,0.000000,43.3705,3
dwsf_q50_s2.5,rep4_interleaved_8bit,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0.000000,0.458333,0.000000,43.3705,3
