code_mode,scheme,scenario,attack,decode_method,source_idx,source_image,target_payload,decoded_payload,target_message,predicted_message,bit_accuracy,payload_accuracy,payload_success,mask_pixels,used_fallback,composite_psnr,box
rep4_adjacent_8bit,single_center50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,1,ducks.jpg,11010011,11100111,11111111000011110000000011111111,10111100010100100000011011010110,0.593750,0.625000,0,1226,0,40.3374,"166,36,342,212"
rep4_adjacent_8bit,single_center50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,1,ducks.jpg,11010011,11100011,11111111000011110000000011111111,10111100010100100000010011010110,0.625000,0.750000,0,934,0,40.3374,"166,36,342,212"
rep4_adjacent_8bit,single_center50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,2,gauguin_256.jpg,01100101,00000000,00001111111100000000111100001111,00000000000000000000000000000000,0.000000,0.500000,0,0,1,40.3374,"300,244,484,428"
rep4_adjacent_8bit,single_center50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,2,gauguin_256.jpg,01100101,00000000,00001111111100000000111100001111,00000000000000000000000000000000,0.000000,0.500000,0,0,1,40.3374,"300,244,484,428"
rep4_adjacent_8bit,single_center50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,2,gauguin_256.jpg,01100101,00000000,00001111111100000000111100001111,00000000000000000000000000000000,0.000000,0.500000,0,0,1,40.3374,"300,244,484,428"
rep4_adjacent_8bit,full_material_s2.5,two_sources_downsize,none,global_full_canvas,0,alpaca.jpg,11001100,00000000,11111111000000001111111100000000,00000000000000000000000000000000,0.000000,0.500000,0,0,1,40.3906,"34,42,222,230"
rep4_adjacent_8bit,full_material_s2.5,two_sources_downsize,none,oracle_box_raw,0,alpaca.jpg,11001100,11001100,11111111000000001111111100000000,11111111000000001111111100000000,1.000000,1.000000,1,65536,0,40.3906,"34,42,222,230"
rep4_adjacent_8bit,full_material_s2.5,two_sources_downsize,none,must_mer_resize,0,alpaca.jpg,11001100,11001100,11111111000000001111111100000000,11111111000000001111111100000000,1.000000,1.000000,1,65536,0,40.3906,"34,42,222,230"
rep4_adjacent_8bit,full_material_s2.5,two_sources_downsize,none,global_full_canvas,1,ducks.jpg,11010011,00000000,11111111000011110000000011111111,00000000000000000000000000000000,0.000000,0.375000,0,0,1,40.3906,"270,172,450,352"
rep4_adjacent_8bit,full_material_s2.5,two_sources_downsize,none,oracle_box_raw,1,ducks.jpg,11010011,11010011,11111111000011110000000011111111,11111111000011110000000011111111,1.000000,1.000000,1,65536,0,40.3906,"270,172,450,352"
rep4_adjacent_8bit,full_material_s2.5,two_sources_downsize,none,must_mer_resize,1,ducks.jpg,11010011,11010011,11111111000011110000000011111111,11111111000011110000000011111111,1.000000,1.000000,1,65536,0,40.3906,"270,172,450,352"
rep4_adjacent_8bit,full_material_s2.5,two_sources_downsize,jpeg_q70,global_full_canvas,0,alpaca.jpg,11001100,00000000,11111111000000001111111100000000,00000000000000000000000000000000,0.000000,0.500000,0,0,1,40.3906,"34,42,222,230"
rep4_adjacent_8bit,full_material_s2.5,two_sources_downsize,jpeg_q70,oracle_box_raw,0,alpaca.jpg,11001100,11001110,11111111000000001111111100000000,10101001100010000110010111010000,0.593750,0.875000,0,4188,0,40.3906,"34,42,222,230"
