image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000229997.png,none,1.000000,1,rep4_interleaved,8
000000229997.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000229997.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000229997.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000229997.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000229997.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000229997.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000229997.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000229997.png,resize_0.25,0.750000,0,rep4_interleaved,8
000000229997.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000230008.png,none,1.000000,1,rep4_interleaved,8
000000230008.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000230008.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000230008.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000230008.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000230008.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000230008.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000230008.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000230008.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000230008.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000230166.png,none,1.000000,1,rep4_interleaved,8
000000230166.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000230166.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000230166.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000230166.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000230166.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000230166.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000230166.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000230166.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000230166.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000230362.png,none,1.000000,1,rep4_interleaved,8
000000230362.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000230362.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000230362.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000230362.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000230362.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000230362.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000230362.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000230362.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000230362.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000230450.png,none,1.000000,1,rep4_interleaved,8
000000230450.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
