image,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000360137.png,0.5000,center_crop_0.5,01000110001000101101011111111101,00000110001000101101011111111101,0.968750,0,22.9256,12.9112,50007,0
000000397681.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.7304,22.7304,33224,0
000000397681.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.7304,22.5434,34367,0
000000397681.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,22.7304,21.9763,36340,0
000000397681.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,22.7304,21.3332,36163,0
000000397681.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.7304,20.7325,33080,0
000000397681.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.7304,18.2068,33547,0
000000397681.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,22.7304,18.1198,36149,0
000000397681.png,0.5000,center_crop_0.5,01000110001000101101011111111101,00000110001000101101010111011101,0.906250,0,22.7304,8.5570,60626,0
000000400573.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.2797,22.2797,32563,0
000000400573.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.2797,25.1945,35379,0
000000400573.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,22.2797,25.0065,35176,0
000000400573.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,22.2797,24.7038,37896,0
000000400573.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.2797,23.4088,32879,0
000000400573.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.2797,23.8437,33944,0
000000400573.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000000101101011011011101,0.875000,0,22.2797,24.2992,35559,0
000000400573.png,0.5000,center_crop_0.5,01000110001000101101011111111101,10000110001000101101011111011101,0.906250,0,22.2797,11.7260,65440,0
000000401250.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.1923,22.1923,32943,0
000000401250.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.1923,25.4545,37262,0
000000401250.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111111111,0.937500,0,22.1923,25.4361,65108,0
000000401250.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100100000000101101011111011111,0.843750,0,22.1923,25.5651,64634,0
000000401250.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.1923,23.8188,32971,0
000000401250.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.1923,25.4474,34057,0
000000401250.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000010101101011011011101,0.843750,0,22.1923,26.1690,43817,0
000000401250.png,0.5000,center_crop_0.5,01000110001000101101011111111101,10000110001000101101011111011101,0.906250,0,22.1923,15.3943,52683,0
000000426372.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.7214,22.7214,32938,0
000000426372.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.7214,24.8297,35249,0
000000426372.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,22.7214,24.4482,36193,0
000000426372.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111111111,0.937500,0,22.7214,24.1056,35872,0
000000426372.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.7214,22.5453,33011,0
000000426372.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.7214,20.9772,33849,0
000000426372.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000000101101011011011101,0.875000,0,22.7214,21.1352,36277,0
000000426372.png,0.5000,center_crop_0.5,01000110001000101101011111111101,11000110001001101101011111111101,0.937500,0,22.7214,5.6264,61971,0
000000437351.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,23.2787,23.2787,33209,0
000000437351.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,23.2787,25.0472,35875,0
000000437351.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,23.2787,24.6908,40118,0
000000437351.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,23.2787,24.4492,50539,0
000000437351.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,23.2787,23.3263,33727,0
000000437351.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,23.2787,22.3159,34604,0
000000437351.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000000101101011011011101,0.875000,0,23.2787,22.4626,36626,0
000000437351.png,0.5000,center_crop_0.5,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,23.2787,8.4418,58103,0
000000477805.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,24.7992,24.7992,32691,0
000000477805.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100100000000101101011111111111,0.875000,0,24.7992,26.8769,33874,0
000000477805.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100100000000101101011011111101,0.875000,0,24.7992,26.9341,33423,0
000000477805.png,0.5000,jpeg_q20,01000110001000101101011111111101,00110110000000101001001011111101,0.781250,0,24.7992,27.1780,32844,0
000000477805.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,24.7992,25.8780,32906,0
000000477805.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,24.7992,26.4801,33646,0
000000477805.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,00100110110000101101011011011111,0.750000,0,24.7992,27.0469,34122,0
000000477805.png,0.5000,center_crop_0.5,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,24.7992,20.3618,65536,0
000000508730.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.2799,22.2799,33161,0
000000508730.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.2799,24.9519,35633,0
000000508730.png,0.5000,jpeg_q30,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.2799,24.8523,41996,0
000000508730.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100100001000101101011111111101,0.937500,0,22.2799,24.6400,39689,0
000000508730.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.2799,23.7179,33002,0
000000508730.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.2799,24.6659,34270,0
000000508730.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000000101101011011111101,0.906250,0,22.2799,25.0684,37147,0
000000508730.png,0.5000,center_crop_0.5,01000110001000101101011111111101,10000110001001101101011111011101,0.875000,0,22.2799,12.5601,65536,0
000000517056.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.5809,22.5809,32882,0
000000517056.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,22.5809,25.4236,35155,0
000000517056.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.5809,25.2963,35754,0
000000517056.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100100000000101101011111011111,0.843750,0,22.5809,24.9815,35795,0
000000517056.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.5809,23.5711,32889,0
000000517056.png,0.5000,resize_0.25,01000110001000101101011111111101,01100100001000101101011011011101,0.875000,0,22.5809,22.7001,34084,0
000000517056.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000000101101011011011101,0.875000,0,22.5809,22.9675,35878,0
000000517056.png,0.5000,center_crop_0.5,01000110001000101101011111111101,00000110001101101101011111101101,0.875000,0,22.5809,7.0758,54337,0
000000517687.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.6673,22.6673,32785,0
000000517687.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.6673,24.1686,35088,0
000000517687.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,22.6673,23.7187,35597,0
000000517687.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100110000000101101011111011111,0.875000,0,22.6673,23.1366,35977,0
000000517687.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.6673,21.0847,32665,0
000000517687.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011011011101,0.906250,0,22.6673,18.5793,33718,0
000000517687.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000010101101011011011101,0.843750,0,22.6673,18.6539,35662,0
000000517687.png,0.5000,center_crop_0.5,01000110001000101101011111111101,11000110001000101101011111011101,0.937500,0,22.6673,9.0279,65536,0
000000523957.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.1733,22.1733,32618,0
000000523957.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.1733,25.0338,35551,0
000000523957.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.1733,24.7195,35744,0
000000523957.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100110000000101101011111011101,0.906250,0,22.1733,24.5195,35100,0
000000523957.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.1733,22.9654,32746,0
000000523957.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.1733,22.6973,34261,0
000000523957.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000010101101011011011101,0.843750,0,22.1733,23.0223,35879,0
000000523957.png,0.5000,center_crop_0.5,01000110001000101101011111111101,00000110001100101101011111011001,0.875000,0,22.1733,9.9396,55625,0
000000533145.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.5195,22.5195,33582,0
000000533145.png,0.5000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,22.5195,25.7408,37329,0
000000533145.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.5195,25.8126,37241,0
000000533145.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100110001000101101010111111111,0.906250,0,22.5195,25.6756,52469,0
000000533145.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.5195,24.2226,33641,0
000000533145.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.5195,25.8914,34591,0
000000533145.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110001010101101011011011101,0.875000,0,22.5195,26.6408,36586,0
000000533145.png,0.5000,center_crop_0.5,01000110001000101101011111111101,10000110011000101101011111011101,0.875000,0,22.5195,12.7581,65101,0
000000562243.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.4540,22.4540,32622,0
000000562243.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,22.4540,25.8327,35337,0
000000562243.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,22.4540,25.8867,35598,0
000000562243.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100110001000101101010111011111,0.875000,0,22.4540,25.9441,40089,0
000000562243.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.4540,24.2262,32648,0
000000562243.png,0.5000,resize_0.25,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,22.4540,26.1358,34067,0
000000562243.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110001010101101011011011101,0.875000,0,22.4540,26.8812,35849,0
000000562243.png,0.5000,center_crop_0.5,01000110001000101101011111111101,10000010001000101101011111011101,0.875000,0,22.4540,14.9037,56931,0
000000563470.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.1783,22.1783,32727,0
000000563470.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.1783,23.5860,35722,0
000000563470.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111111111,0.937500,0,22.1783,23.1773,36507,0
000000563470.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100100000000101101011111011111,0.843750,0,22.1783,22.6321,36441,0
000000563470.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.1783,21.5967,33049,0
000000563470.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.1783,20.8404,34518,0
000000563470.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000000101101011011111101,0.906250,0,22.1783,21.0575,35790,0
000000563470.png,0.5000,center_crop_0.5,01000110001000101101011111111101,10000110010101101100010111011101,0.718750,0,22.1783,11.2819,61382,0
000000573258.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.1292,22.1292,32949,0
000000573258.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.1292,25.3670,35965,0
000000573258.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011011111111,0.906250,0,22.1292,25.1787,36755,0
000000573258.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100100000000101101011111011111,0.843750,0,22.1292,25.2285,36617,0
000000573258.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.1292,23.5126,33179,0
000000573258.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.1292,24.2761,35005,0
000000573258.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000010101101011011111101,0.875000,0,22.1292,24.8715,35626,0
000000573258.png,0.5000,center_crop_0.5,01000110001000101101011111111101,10000110001101101101011111011101,0.843750,0,22.1292,8.5248,60540,0
000000575243.png,0.5000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.5773,22.5773,33068,0
000000575243.png,0.5000,jpeg_q50,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,22.5773,25.3014,35313,0
000000575243.png,0.5000,jpeg_q30,01000110001000101101011111111101,01100110000000101101011111011101,0.906250,0,22.5773,25.0668,35715,0
000000575243.png,0.5000,jpeg_q20,01000110001000101101011111111101,01100100000000101101011111011111,0.843750,0,22.5773,24.7489,35025,0
000000575243.png,0.5000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,22.5773,22.6929,33161,0
000000575243.png,0.5000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,22.5773,21.2580,34112,0
000000575243.png,0.5000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000010101101011011011101,0.843750,0,22.5773,21.4937,36206,0
000000575243.png,0.5000,center_crop_0.5,01000110001000101101011111111101,10000110001000101101011111111101,0.937500,0,22.5773,7.6022,65536,0
000000005529.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.6313,16.6313,33016,0
000000005529.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.6313,19.3934,34041,0
000000005529.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.6313,19.7382,34039,0
000000005529.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011011011101,0.906250,0,16.6313,19.8158,34108,0
000000005529.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.6313,17.9676,33370,0
000000005529.png,1.0000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.6313,18.6431,34567,0
000000005529.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01000110001000101101011011111101,0.968750,0,16.6313,19.1923,35456,0
000000005529.png,1.0000,center_crop_0.5,01000110001000101101011111111101,10000100011000100101010111011101,0.781250,0,16.6313,8.6390,65536,0
000000021167.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.7918,16.7918,33457,0
000000021167.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.7918,19.7887,34803,0
000000021167.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.7918,20.1946,35215,0
000000021167.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.7918,20.4330,35023,0
000000021167.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.7918,18.6820,33465,0
000000021167.png,1.0000,resize_0.25,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.7918,20.8034,34660,0
000000021167.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110001000101101001111011101,0.906250,0,16.7918,21.7386,35943,0
000000021167.png,1.0000,center_crop_0.5,01000110001000101101011111111101,00000100000000000001000010000000,0.531250,0,16.7918,11.3760,35512,0
000000022705.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.9154,16.9154,32737,0
000000022705.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.9154,19.6144,34323,0
000000022705.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.9154,19.9791,34353,0
000000022705.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110001010101101011011011101,0.875000,0,16.9154,20.2745,35432,0
000000022705.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.9154,18.5223,33219,0
000000022705.png,1.0000,resize_0.25,01000110001000101101011111111101,01100110001000101101011011011101,0.906250,0,16.9154,20.0360,34393,0
000000022705.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000010101101001011011101,0.812500,0,16.9154,20.7295,35155,0
000000022705.png,1.0000,center_crop_0.5,01000110001000101101011111111101,10000110011000101101010011011101,0.812500,0,16.9154,10.0441,65124,0
000000025228.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.9619,16.9619,32992,0
000000025228.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.9619,19.6867,35020,0
000000025228.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.9619,20.0929,36695,0
000000025228.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.9619,20.3186,36287,0
000000025228.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.9619,18.7172,33181,0
000000025228.png,1.0000,resize_0.25,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.9619,20.9154,34597,0
000000025228.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110001010101101011011011101,0.875000,0,16.9619,21.8535,36076,0
000000025228.png,1.0000,center_crop_0.5,01000110001000101101011111111101,00000000000000000000000000000000,0.000000,0,16.9619,11.5350,0,1
000000027620.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.4943,16.4943,32836,0
000000027620.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.4943,19.3341,35864,0
000000027620.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100100001000101101011111111101,0.937500,0,16.4943,19.7000,38329,0
000000027620.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.4943,20.0447,38869,0
000000027620.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.4943,18.2056,33123,0
000000027620.png,1.0000,resize_0.25,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.4943,19.8821,34217,0
000000027620.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100100001000101101011111111101,0.937500,0,16.4943,20.6756,37698,0
000000027620.png,1.0000,center_crop_0.5,01000110001000101101011111111101,00000000000000000000000000000000,0.437500,0,16.4943,9.6495,48767,0
000000039405.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,17.3428,17.3428,33150,0
000000039405.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,17.3428,20.1258,35452,0
000000039405.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,17.3428,20.3840,35861,0
000000039405.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011111,0.906250,0,17.3428,20.5032,35170,0
000000039405.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,17.3428,18.9560,32905,0
000000039405.png,1.0000,resize_0.25,01000110001000101101011111111101,01100100101000101101011111011101,0.875000,0,17.3428,20.2935,34927,0
000000039405.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100100000000101101011011011101,0.843750,0,17.3428,20.9617,37459,0
000000039405.png,1.0000,center_crop_0.5,01000110001000101101011111111101,10000110011000101101010011011101,0.812500,0,17.3428,13.4262,65464,0
000000075612.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.8188,16.8188,33288,0
000000075612.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.8188,19.5590,34738,0
000000075612.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100100001000101101011111111101,0.937500,0,16.8188,19.9322,35729,0
000000075612.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.8188,20.0854,35942,0
000000075612.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.8188,18.4686,33453,0
000000075612.png,1.0000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.8188,19.8632,34135,0
000000075612.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110001000101101011011011101,0.906250,0,16.8188,20.5489,36310,0
000000075612.png,1.0000,center_crop_0.5,01000110001000101101011111111101,00000000000000000000000000000000,0.000000,0,16.8188,9.8359,0,1
000000083531.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.5774,16.5774,33354,0
000000083531.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.5774,19.1858,34940,0
000000083531.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,16.5774,19.6224,35844,0
000000083531.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.5774,19.6867,43311,0
000000083531.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.5774,18.2473,33393,0
000000083531.png,1.0000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.5774,19.7268,35026,0
000000083531.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110001010101101011011011101,0.875000,0,16.5774,20.3705,35646,0
000000083531.png,1.0000,center_crop_0.5,01000110001000101101011111111101,00000000000000000001000010010000,0.531250,0,16.5774,9.4537,3184,0
000000088848.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.5582,16.5582,33400,0
000000088848.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.5582,19.1216,36625,0
000000088848.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.5582,19.3452,37587,0
000000088848.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.5582,19.6346,38531,0
000000088848.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.5582,17.8238,33597,0
000000088848.png,1.0000,resize_0.25,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.5582,17.9266,35075,0
000000088848.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100100001000101101011111011101,0.906250,0,16.5582,18.3525,37910,0
000000088848.png,1.0000,center_crop_0.5,01000110001000101101011111111101,10000000000000100001000011011000,0.593750,0,16.5582,7.8951,64813,0
000000089648.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.9439,16.9439,33512,0
000000089648.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.9439,19.6738,34963,0
000000089648.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111111101,0.968750,0,16.9439,19.9571,35121,0
000000089648.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.9439,20.1465,34987,0
000000089648.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.9439,18.4258,33225,0
000000089648.png,1.0000,resize_0.25,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.9439,19.3084,35183,0
000000089648.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000000101101011111111101,0.937500,0,16.9439,19.9106,35299,0
000000089648.png,1.0000,center_crop_0.5,01000110001000101101011111111101,00000110010000100000000011000000,0.562500,0,16.9439,9.3814,2780,0
000000092177.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.8506,16.8506,33288,0
000000092177.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,16.8506,19.6192,34208,0
000000092177.png,1.0000,jpeg_q30,01000110001000101101011111111101,01100110001000101101011111011101,0.937500,0,16.8506,20.0074,36392,0
000000092177.png,1.0000,jpeg_q20,01000110001000101101011111111101,01100110101000101101011111011101,0.906250,0,16.8506,20.1605,36388,0
000000092177.png,1.0000,resize_0.5,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,16.8506,17.9627,33357,0
000000092177.png,1.0000,resize_0.25,01000110001000101101011111111101,01100110101000101101011111011101,0.906250,0,16.8506,18.5893,34588,0
000000092177.png,1.0000,resize_0.25_jpeg_q50,01000110001000101101011111111101,01100110000000101101011111011101,0.906250,0,16.8506,19.0877,37442,0
000000092177.png,1.0000,center_crop_0.5,01000110001000101101011111111101,00000000000000000000000000000000,0.000000,0,16.8506,7.1672,0,1
000000098392.png,1.0000,none,01000110001000101101011111111101,01000110001000101101011111111101,1.000000,1,17.0156,17.0156,32923,0
000000098392.png,1.0000,jpeg_q50,01000110001000101101011111111101,01000110001000101101011111011101,0.968750,0,17.0156,19.7796,34715,0
