image,attack,bit_accuracy,message_success
000000502732.png,none,1.000000,1
000000502732.png,center_crop_0.5,1.000000,1
000000502732.png,center_crop_0.75,1.000000,1
000000502732.png,random_crop_0.5,0.900000,0
000000502732.png,jpeg_q30,1.000000,1
000000502737.png,none,1.000000,1
000000502737.png,center_crop_0.5,1.000000,1
000000502737.png,center_crop_0.75,1.000000,1
000000502737.png,random_crop_0.5,0.700000,0
000000502737.png,jpeg_q30,1.000000,1
000000502910.png,none,1.000000,1
000000502910.png,center_crop_0.5,1.000000,1
000000502910.png,center_crop_0.75,1.000000,1
000000502910.png,random_crop_0.5,0.700000,0
000000502910.png,jpeg_q30,1.000000,1
000000503755.png,none,1.000000,1
000000503755.png,center_crop_0.5,1.000000,1
000000503755.png,center_crop_0.75,1.000000,1
000000503755.png,random_crop_0.5,0.700000,0
000000503755.png,jpeg_q30,1.000000,1
000000503823.png,none,1.000000,1
000000503823.png,center_crop_0.5,1.000000,1
000000503823.png,center_crop_0.75,1.000000,1
000000503823.png,random_crop_0.5,0.700000,0
000000503823.png,jpeg_q30,1.000000,1
000000503841.png,none,1.000000,1
000000503841.png,center_crop_0.5,1.000000,1
000000503841.png,center_crop_0.75,1.000000,1
000000503841.png,random_crop_0.5,0.800000,0
000000503841.png,jpeg_q30,1.000000,1
000000503855.png,none,1.000000,1
000000503855.png,center_crop_0.5,1.000000,1
000000503855.png,center_crop_0.75,1.000000,1
000000503855.png,random_crop_0.5,0.700000,0
000000503855.png,jpeg_q30,1.000000,1
000000504000.png,none,1.000000,1
000000504000.png,center_crop_0.5,1.000000,1
000000504000.png,center_crop_0.75,1.000000,1
000000504000.png,random_crop_0.5,0.700000,0
000000504000.png,jpeg_q30,1.000000,1
000000504074.png,none,1.000000,1
000000504074.png,center_crop_0.5,1.000000,1
000000504074.png,center_crop_0.75,1.000000,1
000000504074.png,random_crop_0.5,0.700000,0
000000504074.png,jpeg_q30,1.000000,1
000000504389.png,none,1.000000,1
000000504389.png,center_crop_0.5,1.000000,1
000000504389.png,center_crop_0.75,1.000000,1
000000504389.png,random_crop_0.5,0.800000,0
000000504389.png,jpeg_q30,1.000000,1
000000504415.png,none,1.000000,1
000000504415.png,center_crop_0.5,1.000000,1
000000504415.png,center_crop_0.75,1.000000,1
000000504415.png,random_crop_0.5,0.700000,0
000000504415.png,jpeg_q30,1.000000,1
000000504439.png,none,1.000000,1
000000504439.png,center_crop_0.5,1.000000,1
000000504439.png,center_crop_0.75,1.000000,1
000000504439.png,random_crop_0.5,0.900000,0
000000504439.png,jpeg_q30,1.000000,1
000000504580.png,none,1.000000,1
000000504580.png,center_crop_0.5,1.000000,1
000000504580.png,center_crop_0.75,1.000000,1
000000504580.png,random_crop_0.5,0.700000,0
000000504580.png,jpeg_q30,1.000000,1
000000504589.png,none,1.000000,1
000000504589.png,center_crop_0.5,1.000000,1
000000504589.png,center_crop_0.75,1.000000,1
000000504589.png,random_crop_0.5,0.700000,0
000000504589.png,jpeg_q30,1.000000,1
000000504635.png,none,1.000000,1
000000504635.png,center_crop_0.5,1.000000,1
000000504635.png,center_crop_0.75,1.000000,1
000000504635.png,random_crop_0.5,0.900000,0
000000504635.png,jpeg_q30,1.000000,1
000000504711.png,none,1.000000,1
000000504711.png,center_crop_0.5,1.000000,1
000000504711.png,center_crop_0.75,1.000000,1
000000504711.png,random_crop_0.5,0.800000,0
000000504711.png,jpeg_q30,1.000000,1
000000505169.png,none,1.000000,1
000000505169.png,center_crop_0.5,1.000000,1
000000505169.png,center_crop_0.75,1.000000,1
000000505169.png,random_crop_0.5,0.700000,0
000000505169.png,jpeg_q30,1.000000,1
000000505451.png,none,1.000000,1
000000505451.png,center_crop_0.5,1.000000,1
000000505451.png,center_crop_0.75,1.000000,1
000000505451.png,random_crop_0.5,0.800000,0
000000505451.png,jpeg_q30,1.000000,1
000000505565.png,none,1.000000,1
000000505565.png,center_crop_0.5,1.000000,1
000000505565.png,center_crop_0.75,1.000000,1
000000505565.png,random_crop_0.5,0.900000,0
000000505565.png,jpeg_q30,1.000000,1
000000505573.png,none,1.000000,1
000000505573.png,center_crop_0.5,1.000000,1
000000505573.png,center_crop_0.75,1.000000,1
000000505573.png,random_crop_0.5,0.900000,0
000000505573.png,jpeg_q30,1.000000,1
000000505638.png,none,1.000000,1
000000505638.png,center_crop_0.5,1.000000,1
000000505638.png,center_crop_0.75,1.000000,1
000000505638.png,random_crop_0.5,0.700000,0
000000505638.png,jpeg_q30,1.000000,1
000000505789.png,none,1.000000,1
000000505789.png,center_crop_0.5,1.000000,1
000000505789.png,center_crop_0.75,1.000000,1
000000505789.png,random_crop_0.5,0.700000,0
000000505789.png,jpeg_q30,1.000000,1
000000505942.png,none,1.000000,1
000000505942.png,center_crop_0.5,1.000000,1
000000505942.png,center_crop_0.75,1.000000,1
000000505942.png,random_crop_0.5,1.000000,1
000000505942.png,jpeg_q30,1.000000,1
000000506004.png,none,1.000000,1
000000506004.png,center_crop_0.5,1.000000,1
000000506004.png,center_crop_0.75,1.000000,1
000000506004.png,random_crop_0.5,0.700000,0
000000506004.png,jpeg_q30,1.000000,1
000000506178.png,none,1.000000,1
000000506178.png,center_crop_0.5,1.000000,1
000000506178.png,center_crop_0.75,1.000000,1
000000506178.png,random_crop_0.5,0.800000,0
000000506178.png,jpeg_q30,1.000000,1
000000506279.png,none,1.000000,1
000000506279.png,center_crop_0.5,1.000000,1
000000506279.png,center_crop_0.75,1.000000,1
000000506279.png,random_crop_0.5,0.700000,0
000000506279.png,jpeg_q30,1.000000,1
000000506310.png,none,1.000000,1
000000506310.png,center_crop_0.5,1.000000,1
000000506310.png,center_crop_0.75,1.000000,1
000000506310.png,random_crop_0.5,0.900000,0
000000506310.png,jpeg_q30,1.000000,1
000000506454.png,none,1.000000,1
000000506454.png,center_crop_0.5,1.000000,1
000000506454.png,center_crop_0.75,1.000000,1
000000506454.png,random_crop_0.5,0.900000,0
000000506454.png,jpeg_q30,1.000000,1
000000506656.png,none,1.000000,1
000000506656.png,center_crop_0.5,1.000000,1
000000506656.png,center_crop_0.75,1.000000,1
000000506656.png,random_crop_0.5,0.700000,0
000000506656.png,jpeg_q30,1.000000,1
000000506707.png,none,1.000000,1
000000506707.png,center_crop_0.5,1.000000,1
000000506707.png,center_crop_0.75,1.000000,1
000000506707.png,random_crop_0.5,0.700000,0
000000506707.png,jpeg_q30,1.000000,1
000000506933.png,none,1.000000,1
000000506933.png,center_crop_0.5,1.000000,1
000000506933.png,center_crop_0.75,1.000000,1
000000506933.png,random_crop_0.5,1.000000,1
000000506933.png,jpeg_q30,1.000000,1
000000507015.png,none,1.000000,1
000000507015.png,center_crop_0.5,1.000000,1
000000507015.png,center_crop_0.75,1.000000,1
000000507015.png,random_crop_0.5,0.700000,0
000000507015.png,jpeg_q30,1.000000,1
000000507037.png,none,1.000000,1
000000507037.png,center_crop_0.5,1.000000,1
000000507037.png,center_crop_0.75,1.000000,1
000000507037.png,random_crop_0.5,0.700000,0
000000507037.png,jpeg_q30,1.000000,1
000000507042.png,none,1.000000,1
000000507042.png,center_crop_0.5,1.000000,1
000000507042.png,center_crop_0.75,1.000000,1
000000507042.png,random_crop_0.5,0.700000,0
000000507042.png,jpeg_q30,1.000000,1
000000507081.png,none,1.000000,1
000000507081.png,center_crop_0.5,1.000000,1
000000507081.png,center_crop_0.75,1.000000,1
000000507081.png,random_crop_0.5,0.900000,0
000000507081.png,jpeg_q30,1.000000,1
000000507223.png,none,1.000000,1
000000507223.png,center_crop_0.5,1.000000,1
000000507223.png,center_crop_0.75,1.000000,1
000000507223.png,random_crop_0.5,0.800000,0
000000507223.png,jpeg_q30,1.000000,1
000000507235.png,none,1.000000,1
000000507235.png,center_crop_0.5,1.000000,1
000000507235.png,center_crop_0.75,1.000000,1
000000507235.png,random_crop_0.5,0.900000,0
000000507235.png,jpeg_q30,1.000000,1
000000507473.png,none,1.000000,1
000000507473.png,center_crop_0.5,1.000000,1
000000507473.png,center_crop_0.75,1.000000,1
000000507473.png,random_crop_0.5,0.900000,0
000000507473.png,jpeg_q30,1.000000,1
000000507575.png,none,1.000000,1
000000507575.png,center_crop_0.5,1.000000,1
000000507575.png,center_crop_0.75,1.000000,1
000000507575.png,random_crop_0.5,0.700000,0
000000507575.png,jpeg_q30,1.000000,1
000000507667.png,none,1.000000,1
000000507667.png,center_crop_0.5,1.000000,1
000000507667.png,center_crop_0.75,1.000000,1
000000507667.png,random_crop_0.5,0.900000,0
000000507667.png,jpeg_q30,1.000000,1
000000507797.png,none,1.000000,1
000000507797.png,center_crop_0.5,1.000000,1
000000507797.png,center_crop_0.75,1.000000,1
000000507797.png,random_crop_0.5,0.900000,0
000000507797.png,jpeg_q30,1.000000,1
000000507893.png,none,1.000000,1
000000507893.png,center_crop_0.5,1.000000,1
000000507893.png,center_crop_0.75,1.000000,1
000000507893.png,random_crop_0.5,0.900000,0
000000507893.png,jpeg_q30,1.000000,1
000000507975.png,none,1.000000,1
000000507975.png,center_crop_0.5,1.000000,1
000000507975.png,center_crop_0.75,1.000000,1
000000507975.png,random_crop_0.5,0.900000,0
000000507975.png,jpeg_q30,1.000000,1
000000508101.png,none,1.000000,1
000000508101.png,center_crop_0.5,1.000000,1
000000508101.png,center_crop_0.75,1.000000,1
000000508101.png,random_crop_0.5,0.700000,0
000000508101.png,jpeg_q30,1.000000,1
000000508312.png,none,1.000000,1
000000508312.png,center_crop_0.5,1.000000,1
000000508312.png,center_crop_0.75,1.000000,1
000000508312.png,random_crop_0.5,0.900000,0
000000508312.png,jpeg_q30,1.000000,1
000000508370.png,none,1.000000,1
000000508370.png,center_crop_0.5,1.000000,1
000000508370.png,center_crop_0.75,1.000000,1
000000508370.png,random_crop_0.5,0.700000,0
000000508370.png,jpeg_q30,1.000000,1
000000508482.png,none,1.000000,1
000000508482.png,center_crop_0.5,1.000000,1
000000508482.png,center_crop_0.75,1.000000,1
000000508482.png,random_crop_0.5,0.900000,0
000000508482.png,jpeg_q30,1.000000,1
000000508586.png,none,1.000000,1
000000508586.png,center_crop_0.5,1.000000,1
000000508586.png,center_crop_0.75,1.000000,1
000000508586.png,random_crop_0.5,0.800000,0
000000508586.png,jpeg_q30,1.000000,1
000000508602.png,none,1.000000,1
000000508602.png,center_crop_0.5,1.000000,1
000000508602.png,center_crop_0.75,1.000000,1
000000508602.png,random_crop_0.5,0.700000,0
000000508602.png,jpeg_q30,1.000000,1
000000508639.png,none,1.000000,1
000000508639.png,center_crop_0.5,1.000000,1
