scheme,region_strategy,area_percent,block_count,scaling_w,mean_psnr_watermarked,clean_accuracy,mean_selected_attack_accuracy,worst_selected_attack_accuracy,none_mean,jpeg_q50_mean,jpeg_q30_mean,gaussian_blur_1.2_mean,median_filter_3_mean,brightness_1.5_mean,contrast_1.5_mean,saturation_1.5_mean,sharpness_2.0_mean,bright_contrast_jpeg80_mean,resize_0.5_jpeg50_mean,webp_q80_mean,webp_q50_mean,saturation_sharpness_webp80_mean
coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,12.3685,0.900000,0.985096,0.956250,0.900000,1.000000,0.993750,1.000000,0.981250,0.962500,0.956250,0.956250,0.962500,1.000000,1.000000,1.000000,1.000000,0.993750
coverage_robust_q50_s2.5,fixed_anchor_regions,50,5,2.5000,10.1728,0.937500,0.990865,0.962500,0.937500,1.000000,1.000000,1.000000,0.993750,0.981250,0.968750,0.962500,0.981250,1.000000,0.993750,1.000000,1.000000,1.000000
coverage_robust_strong_q50_s3.0,fixed_anchor_regions,50,5,3.0000,9.1416,0.875000,0.984135,0.956250,0.875000,1.000000,0.993750,1.000000,0.968750,0.962500,0.956250,0.956250,0.962500,1.000000,0.993750,1.000000,1.000000,1.000000
coverage_strong_q30_s3.0,fixed_anchor_regions,30,5,3.0000,11.3320,0.900000,0.976923,0.931250,0.900000,0.993750,0.993750,1.000000,0.968750,0.950000,0.931250,0.931250,0.956250,0.987500,1.000000,1.000000,1.000000,0.987500
single_center50_s2.5,single_center,50,1,2.5000,10.1146,0.900000,0.991827,0.962500,0.900000,1.000000,1.000000,1.000000,0.993750,0.987500,0.975000,0.962500,0.975000,1.000000,1.000000,1.000000,1.000000,1.000000
single_center50_s3.0,single_center,50,1,3.0000,9.0926,0.856250,0.985577,0.943750,0.856250,1.000000,1.000000,1.000000,0.975000,0.975000,0.950000,0.943750,0.968750,1.000000,1.000000,1.000000,1.000000,1.000000
