image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000350388.png,random_crop_0.5,single_scale,0.468750,0,10.2731,8.7036,1.0
000000350388.png,jpeg_q30,single_scale,1.000000,1,10.2731,12.8370,1.0
000000350405.png,none,single_scale,1.000000,1,10.5900,10.5900,1.0
000000350405.png,center_crop_0.5,single_scale,0.500000,0,10.5900,6.5377,1.0
000000350405.png,center_crop_0.75,single_scale,0.531250,0,10.5900,8.2952,1.0
000000350405.png,random_crop_0.5,single_scale,0.468750,0,10.5900,7.1167,1.0
000000350405.png,jpeg_q30,single_scale,1.000000,1,10.5900,12.7721,1.0
000000350488.png,none,single_scale,1.000000,1,9.9088,9.9088,1.0
000000350488.png,center_crop_0.5,single_scale,0.500000,0,9.9088,6.8820,1.0
000000350488.png,center_crop_0.75,single_scale,0.500000,0,9.9088,7.6051,1.0
000000350488.png,random_crop_0.5,single_scale,0.531250,0,9.9088,7.0096,1.0
000000350488.png,jpeg_q30,single_scale,1.000000,1,9.9088,12.9042,1.0
000000350607.png,none,single_scale,1.000000,1,10.4983,10.4983,1.0
000000350607.png,center_crop_0.5,single_scale,0.500000,0,10.4983,5.7022,1.0
000000350607.png,center_crop_0.75,single_scale,0.531250,0,10.4983,7.0099,1.0
000000350607.png,random_crop_0.5,single_scale,0.406250,0,10.4983,7.1872,1.0
000000350607.png,jpeg_q30,single_scale,1.000000,1,10.4983,12.7875,1.0
000000350679.png,none,single_scale,1.000000,1,10.3728,10.3728,1.0
000000350679.png,center_crop_0.5,single_scale,0.500000,0,10.3728,6.9038,1.0
000000350679.png,center_crop_0.75,single_scale,0.562500,0,10.3728,7.9951,1.0
000000350679.png,random_crop_0.5,single_scale,0.531250,0,10.3728,7.3806,1.0
000000350679.png,jpeg_q30,single_scale,1.000000,1,10.3728,12.8452,1.0
000000350833.png,none,single_scale,1.000000,1,9.4511,9.4511,1.0
000000350833.png,center_crop_0.5,single_scale,0.500000,0,9.4511,6.6412,1.0
000000350833.png,center_crop_0.75,single_scale,0.531250,0,9.4511,7.4141,1.0
000000350833.png,random_crop_0.5,single_scale,0.500000,0,9.4511,7.6026,1.0
000000350833.png,jpeg_q30,single_scale,1.000000,1,9.4511,12.8760,1.0
000000351096.png,none,single_scale,1.000000,1,9.8692,9.8692,1.0
000000351096.png,center_crop_0.5,single_scale,0.500000,0,9.8692,6.2767,1.0
000000351096.png,center_crop_0.75,single_scale,0.531250,0,9.8692,7.6650,1.0
000000351096.png,random_crop_0.5,single_scale,0.468750,0,9.8692,7.4059,1.0
000000351096.png,jpeg_q30,single_scale,1.000000,1,9.8692,12.8987,1.0
000000351331.png,none,single_scale,1.000000,1,9.9866,9.9866,1.0
000000351331.png,center_crop_0.5,single_scale,0.500000,0,9.9866,7.1127,1.0
000000351331.png,center_crop_0.75,single_scale,0.531250,0,9.9866,7.8185,1.0
000000351331.png,random_crop_0.5,single_scale,0.562500,0,9.9866,7.3166,1.0
000000351331.png,jpeg_q30,single_scale,1.000000,1,9.9866,12.8924,1.0
000000351362.png,none,single_scale,1.000000,1,9.5445,9.5445,1.0
000000351362.png,center_crop_0.5,single_scale,0.500000,0,9.5445,7.2122,1.0
000000351362.png,center_crop_0.75,single_scale,0.531250,0,9.5445,8.2741,1.0
000000351362.png,random_crop_0.5,single_scale,0.500000,0,9.5445,8.6053,1.0
000000351362.png,jpeg_q30,single_scale,1.000000,1,9.5445,12.8327,1.0
000000351530.png,none,single_scale,1.000000,1,10.5551,10.5551,1.0
000000351530.png,center_crop_0.5,single_scale,0.500000,0,10.5551,5.5722,1.0
000000351530.png,center_crop_0.75,single_scale,0.500000,0,10.5551,7.2146,1.0
000000351530.png,random_crop_0.5,single_scale,0.593750,0,10.5551,6.6074,1.0
000000351530.png,jpeg_q30,single_scale,1.000000,1,10.5551,12.9199,1.0
000000351559.png,none,single_scale,1.000000,1,10.7887,10.7887,1.0
000000351559.png,center_crop_0.5,single_scale,0.500000,0,10.7887,7.2347,1.0
000000351559.png,center_crop_0.75,single_scale,0.531250,0,10.7887,8.0650,1.0
000000351559.png,random_crop_0.5,single_scale,0.468750,0,10.7887,6.9918,1.0
000000351559.png,jpeg_q30,single_scale,1.000000,1,10.7887,12.8376,1.0
000000351589.png,none,single_scale,1.000000,1,10.5053,10.5053,1.0
000000351589.png,center_crop_0.5,single_scale,0.500000,0,10.5053,7.4533,1.0
000000351589.png,center_crop_0.75,single_scale,0.531250,0,10.5053,8.1161,1.0
000000351589.png,random_crop_0.5,single_scale,0.375000,0,10.5053,7.3191,1.0
000000351589.png,jpeg_q30,single_scale,1.000000,1,10.5053,12.9579,1.0
000000351609.png,none,single_scale,1.000000,1,10.1564,10.1564,1.0
000000351609.png,center_crop_0.5,single_scale,0.500000,0,10.1564,7.4512,1.0
000000351609.png,center_crop_0.75,single_scale,0.531250,0,10.1564,8.2645,1.0
000000351609.png,random_crop_0.5,single_scale,0.500000,0,10.1564,8.4055,1.0
000000351609.png,jpeg_q30,single_scale,1.000000,1,10.1564,12.7795,1.0
000000351810.png,none,single_scale,1.000000,1,10.0763,10.0763,1.0
000000351810.png,center_crop_0.5,single_scale,0.500000,0,10.0763,6.8774,1.0
000000351810.png,center_crop_0.75,single_scale,0.531250,0,10.0763,7.9555,1.0
000000351810.png,random_crop_0.5,single_scale,0.468750,0,10.0763,6.9396,1.0
000000351810.png,jpeg_q30,single_scale,1.000000,1,10.0763,12.9396,1.0
000000351823.png,none,single_scale,1.000000,1,9.4939,9.4939,1.0
000000351823.png,center_crop_0.5,single_scale,0.500000,0,9.4939,7.0091,1.0
000000351823.png,center_crop_0.75,single_scale,0.531250,0,9.4939,7.8379,1.0
000000351823.png,random_crop_0.5,single_scale,0.468750,0,9.4939,6.9873,1.0
000000351823.png,jpeg_q30,single_scale,1.000000,1,9.4939,12.8629,1.0
000000352491.png,none,single_scale,1.000000,1,10.2015,10.2015,1.0
000000352491.png,center_crop_0.5,single_scale,0.500000,0,10.2015,6.8567,1.0
000000352491.png,center_crop_0.75,single_scale,0.531250,0,10.2015,7.8949,1.0
000000352491.png,random_crop_0.5,single_scale,0.500000,0,10.2015,7.5814,1.0
000000352491.png,jpeg_q30,single_scale,1.000000,1,10.2015,13.0198,1.0
000000352582.png,none,single_scale,1.000000,1,10.3814,10.3814,1.0
000000352582.png,center_crop_0.5,single_scale,0.500000,0,10.3814,6.8762,1.0
000000352582.png,center_crop_0.75,single_scale,0.531250,0,10.3814,7.5319,1.0
000000352582.png,random_crop_0.5,single_scale,0.500000,0,10.3814,7.3197,1.0
000000352582.png,jpeg_q30,single_scale,1.000000,1,10.3814,12.9547,1.0
000000352584.png,none,single_scale,1.000000,1,10.1526,10.1526,1.0
000000352584.png,center_crop_0.5,single_scale,0.500000,0,10.1526,7.1928,1.0
000000352584.png,center_crop_0.75,single_scale,0.531250,0,10.1526,8.3704,1.0
000000352584.png,random_crop_0.5,single_scale,0.531250,0,10.1526,8.6314,1.0
000000352584.png,jpeg_q30,single_scale,1.000000,1,10.1526,12.8485,1.0
000000352618.png,none,single_scale,1.000000,1,10.1147,10.1147,1.0
000000352618.png,center_crop_0.5,single_scale,0.500000,0,10.1147,6.9581,1.0
000000352618.png,center_crop_0.75,single_scale,0.531250,0,10.1147,7.7185,1.0
000000352618.png,random_crop_0.5,single_scale,0.593750,0,10.1147,6.8138,1.0
000000352618.png,jpeg_q30,single_scale,1.000000,1,10.1147,12.9810,1.0
000000352684.png,none,single_scale,1.000000,1,10.0782,10.0782,1.0
000000352684.png,center_crop_0.5,single_scale,0.500000,0,10.0782,7.4435,1.0
000000352684.png,center_crop_0.75,single_scale,0.531250,0,10.0782,8.7703,1.0
000000352684.png,random_crop_0.5,single_scale,0.562500,0,10.0782,9.3115,1.0
000000352684.png,jpeg_q30,single_scale,1.000000,1,10.0782,13.0002,1.0
000000352760.png,none,single_scale,1.000000,1,10.7248,10.7248,1.0
000000352760.png,center_crop_0.5,single_scale,0.500000,0,10.7248,6.4268,1.0
000000352760.png,center_crop_0.75,single_scale,0.531250,0,10.7248,7.9271,1.0
000000352760.png,random_crop_0.5,single_scale,0.468750,0,10.7248,7.5766,1.0
000000352760.png,jpeg_q30,single_scale,0.968750,0,10.7248,12.8992,1.0
000000352900.png,none,single_scale,0.968750,0,10.0235,10.0235,1.0
000000352900.png,center_crop_0.5,single_scale,0.500000,0,10.0235,6.9415,1.0
000000352900.png,center_crop_0.75,single_scale,0.531250,0,10.0235,7.1585,1.0
000000352900.png,random_crop_0.5,single_scale,0.593750,0,10.0235,7.3743,1.0
000000352900.png,jpeg_q30,single_scale,1.000000,1,10.0235,12.9439,1.0
000000353027.png,none,single_scale,1.000000,1,9.9202,9.9202,1.0
000000353027.png,center_crop_0.5,single_scale,0.500000,0,9.9202,7.5051,1.0
000000353027.png,center_crop_0.75,single_scale,0.531250,0,9.9202,7.9349,1.0
000000353027.png,random_crop_0.5,single_scale,0.593750,0,9.9202,6.9495,1.0
000000353027.png,jpeg_q30,single_scale,1.000000,1,9.9202,13.0422,1.0
000000353051.png,none,single_scale,1.000000,1,10.0006,10.0006,1.0
000000353051.png,center_crop_0.5,single_scale,0.500000,0,10.0006,7.1433,1.0
000000353051.png,center_crop_0.75,single_scale,0.500000,0,10.0006,8.1163,1.0
000000353051.png,random_crop_0.5,single_scale,0.593750,0,10.0006,7.4202,1.0
000000353051.png,jpeg_q30,single_scale,1.000000,1,10.0006,12.8864,1.0
000000353096.png,none,single_scale,1.000000,1,10.1708,10.1708,1.0
000000353096.png,center_crop_0.5,single_scale,0.500000,0,10.1708,7.1543,1.0
000000353096.png,center_crop_0.75,single_scale,0.531250,0,10.1708,7.5572,1.0
000000353096.png,random_crop_0.5,single_scale,0.531250,0,10.1708,7.0778,1.0
000000353096.png,jpeg_q30,single_scale,1.000000,1,10.1708,12.6429,1.0
000000353180.png,none,single_scale,1.000000,1,10.1247,10.1247,1.0
000000353180.png,center_crop_0.5,single_scale,0.500000,0,10.1247,6.2143,1.0
000000353180.png,center_crop_0.75,single_scale,0.531250,0,10.1247,7.3035,1.0
000000353180.png,random_crop_0.5,single_scale,0.593750,0,10.1247,7.6781,1.0
000000353180.png,jpeg_q30,single_scale,1.000000,1,10.1247,12.8934,1.0
000000353518.png,none,single_scale,1.000000,1,10.0770,10.0770,1.0
000000353518.png,center_crop_0.5,single_scale,0.500000,0,10.0770,7.2766,1.0
000000353518.png,center_crop_0.75,single_scale,0.531250,0,10.0770,8.7481,1.0
000000353518.png,random_crop_0.5,single_scale,0.500000,0,10.0770,8.7974,1.0
000000353518.png,jpeg_q30,single_scale,1.000000,1,10.0770,12.8254,1.0
000000353970.png,none,single_scale,1.000000,1,9.8645,9.8645,1.0
000000353970.png,center_crop_0.5,single_scale,0.500000,0,9.8645,6.7659,1.0
000000353970.png,center_crop_0.75,single_scale,0.531250,0,9.8645,8.0087,1.0
000000353970.png,random_crop_0.5,single_scale,0.500000,0,9.8645,8.5371,1.0
000000353970.png,jpeg_q30,single_scale,1.000000,1,9.8645,13.0066,1.0
000000354072.png,none,single_scale,1.000000,1,9.6448,9.6448,1.0
000000354072.png,center_crop_0.5,single_scale,0.500000,0,9.6448,6.9168,1.0
000000354072.png,center_crop_0.75,single_scale,0.531250,0,9.6448,8.0649,1.0
000000354072.png,random_crop_0.5,single_scale,0.437500,0,9.6448,8.3359,1.0
000000354072.png,jpeg_q30,single_scale,1.000000,1,9.6448,12.8181,1.0
