image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000078959.png,none,single_scale,1.000000,1,10.5322,10.5322,1.0
000000078959.png,none,multi_scale,1.000000,1,10.5322,10.5322,1.00
000000078959.png,center_crop_0.5,single_scale,0.500000,0,10.5322,6.7469,1.0
000000078959.png,center_crop_0.5,multi_scale,1.000000,1,10.5322,6.7469,0.50
000000078959.png,center_crop_0.75,single_scale,0.500000,0,10.5322,7.9508,1.0
000000078959.png,center_crop_0.75,multi_scale,1.000000,1,10.5322,7.9508,0.75
000000078959.png,random_crop_0.5,single_scale,0.562500,0,10.5322,8.1072,1.0
000000078959.png,random_crop_0.5,multi_scale,0.562500,0,10.5322,8.1072,1.00
000000078959.png,jpeg_q30,single_scale,1.000000,1,10.5322,13.0750,1.0
000000078959.png,jpeg_q30,multi_scale,1.000000,1,10.5322,13.0750,1.00
000000079014.png,none,single_scale,1.000000,1,10.0627,10.0627,1.0
000000079014.png,none,multi_scale,1.000000,1,10.0627,10.0627,1.00
000000079014.png,center_crop_0.5,single_scale,0.500000,0,10.0627,7.2139,1.0
000000079014.png,center_crop_0.5,multi_scale,1.000000,1,10.0627,7.2139,0.50
000000079014.png,center_crop_0.75,single_scale,0.531250,0,10.0627,8.0290,1.0
000000079014.png,center_crop_0.75,multi_scale,1.000000,1,10.0627,8.0290,0.75
000000079014.png,random_crop_0.5,single_scale,0.500000,0,10.0627,8.0928,1.0
000000079014.png,random_crop_0.5,multi_scale,0.593750,0,10.0627,8.0928,0.50
000000079014.png,jpeg_q30,single_scale,1.000000,1,10.0627,12.9944,1.0
000000079014.png,jpeg_q30,multi_scale,1.000000,1,10.0627,12.9944,1.00
000000079031.png,none,single_scale,1.000000,1,10.2408,10.2408,1.0
000000079031.png,none,multi_scale,1.000000,1,10.2408,10.2408,1.00
000000079031.png,center_crop_0.5,single_scale,0.500000,0,10.2408,7.0494,1.0
000000079031.png,center_crop_0.5,multi_scale,1.000000,1,10.2408,7.0494,0.50
000000079031.png,center_crop_0.75,single_scale,0.531250,0,10.2408,8.0735,1.0
000000079031.png,center_crop_0.75,multi_scale,1.000000,1,10.2408,8.0735,0.75
000000079031.png,random_crop_0.5,single_scale,0.531250,0,10.2408,7.0233,1.0
000000079031.png,random_crop_0.5,multi_scale,0.750000,0,10.2408,7.0233,0.50
000000079031.png,jpeg_q30,single_scale,1.000000,1,10.2408,12.8466,1.0
000000079031.png,jpeg_q30,multi_scale,1.000000,1,10.2408,12.8466,1.00
000000079034.png,none,single_scale,1.000000,1,9.5776,9.5776,1.0
000000079034.png,none,multi_scale,1.000000,1,9.5776,9.5776,1.00
000000079034.png,center_crop_0.5,single_scale,0.500000,0,9.5776,6.8942,1.0
