scheme,region_strategy,area_percent,block_count,scaling_w,mean_psnr_watermarked,clean_accuracy,mean_selected_attack_accuracy,worst_selected_attack_accuracy,none_mean,jpeg_q50_mean,jpeg_q30_mean,gaussian_blur_1.2_mean,median_filter_3_mean,brightness_1.5_mean,contrast_1.5_mean,saturation_1.5_mean,sharpness_2.0_mean,bright_contrast_jpeg80_mean,resize_0.5_jpeg50_mean,webp_q80_mean,webp_q50_mean,saturation_sharpness_webp80_mean
coverage_default_q30_s2.5,fixed_anchor_regions,30,5,2.5000,12.4231,0.893750,0.980288,0.931250,0.893750,1.000000,1.000000,1.000000,0.975000,0.962500,0.937500,0.931250,0.962500,0.987500,1.000000,1.000000,1.000000,0.987500
coverage_robust_q50_s2.5,fixed_anchor_regions,50,5,2.5000,10.1772,0.943750,0.992788,0.975000,0.943750,1.000000,1.000000,1.000000,0.993750,0.981250,0.981250,0.975000,0.981250,1.000000,0.993750,1.000000,1.000000,1.000000
coverage_robust_strong_q50_s3.0,fixed_anchor_regions,50,5,3.0000,9.1700,0.875000,0.986538,0.956250,0.875000,1.000000,0.993750,1.000000,0.981250,0.975000,0.956250,0.962500,0.962500,1.000000,0.993750,1.000000,1.000000,1.000000
coverage_strong_q30_s3.0,fixed_anchor_regions,30,5,3.0000,11.3787,0.906250,0.972596,0.925000,0.906250,1.000000,1.000000,1.000000,0.943750,0.943750,0.931250,0.925000,0.931250,0.987500,1.000000,0.993750,1.000000,0.987500
single_center50_s2.5,single_center,50,1,2.5000,10.0081,0.887500,0.982692,0.931250,0.887500,1.000000,1.000000,1.000000,0.981250,0.950000,0.950000,0.931250,0.962500,1.000000,1.000000,1.000000,1.000000,1.000000
single_center50_s3.0,single_center,50,1,3.0000,9.0744,0.856250,0.975000,0.925000,0.856250,1.000000,1.000000,1.000000,0.968750,0.931250,0.925000,0.925000,0.931250,1.000000,1.000000,1.000000,1.000000,0.993750
