image,scheme,scaling_w,area_percent,block_count,coding,attack,payload,decoded_payload,payload_accuracy,payload_success,full_message,predicted_full_message,full_bit_accuracy,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000092177.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.8759,14.9434,20590,0
000000092177.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100001111110,0.906250,12.8759,15.2210,21299,0
000000092177.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1000001011,0.900000,0,11100000011100000011100011111110,10100000000100000011000001101110,0.812500,12.8759,15.3796,21332,0
000000098392.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.6271,12.6271,20302,0
000000098392.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000100000000100000000000000000,0.437500,12.6271,7.0262,17038,0
000000098392.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.6271,10.3339,15009,0
000000098392.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001111110,0.937500,12.6271,14.9679,20540,0
000000098392.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.6271,15.2384,20691,0
000000098392.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100001111110,0.906250,12.6271,15.9001,21197,0
000000098520.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011000011111110,0.937500,12.2988,12.2988,20168,0
000000098520.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.2988,9.5849,15687,0
000000098520.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.2988,12.0939,15725,0
000000098520.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.2988,15.0937,20783,0
000000098520.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100011111110,0.937500,12.2988,15.4247,20771,0
000000098520.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100001111110,0.906250,12.2988,16.7488,20890,0
000000107554.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.3776,12.3776,20438,0
000000107554.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000100000000010000000,0.500000,12.3776,9.2641,7463,0
000000107554.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.3776,10.0098,6403,0
000000107554.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011101110,0.968750,12.3776,14.8609,21189,0
000000107554.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100001101110,0.875000,12.3776,15.1129,21060,0
000000107554.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000001100000011000001101110,0.843750,12.3776,16.0550,22460,0
000000121673.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.0964,12.0964,20245,0
000000121673.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000100000000000000000010000000,0.500000,12.0964,8.6387,16734,0
000000121673.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.0964,9.4515,15228,0
000000121673.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.0964,14.8719,20613,0
000000121673.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.0964,15.1933,20922,0
000000121673.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001111110,0.937500,12.0964,16.5724,20675,0
000000134322.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011000001111110,0.875000,12.8393,12.8393,20293,0
000000134322.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000100000000100000000000000000,0.437500,12.8393,7.7647,16217,0
000000134322.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.8393,11.1338,15683,0
000000134322.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001111110,0.937500,12.8393,14.9819,20603,0
000000134322.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.8393,15.2958,20893,0
000000134322.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100001111110,0.906250,12.8393,16.1618,22127,0
000000150649.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011100011111110,0.968750,11.9644,11.9644,20528,0
000000150649.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,11.9644,9.5794,14399,0
000000150649.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,11.9644,10.1532,14934,0
000000150649.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,11.9644,14.8557,20701,0
000000150649.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,11.9644,15.0995,20884,0
000000150649.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011000001111110,0.875000,11.9644,16.5473,20897,0
000000154000.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011000011111110,0.937500,12.5597,12.5597,20414,0
000000154000.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.5597,7.5359,17636,0
000000154000.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,00000100000000100011000000010000,0.531250,12.5597,7.9020,15199,0
000000154000.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.5597,14.9132,20671,0
000000154000.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.5597,15.1842,20724,0
000000154000.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011000001101110,0.843750,12.5597,15.9659,21109,0
000000186632.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.1949,12.1949,20343,0
000000186632.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000100000000100000000000000000,0.437500,12.1949,7.7162,14054,0
000000186632.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.1949,9.6461,14060,0
000000186632.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.1949,14.9663,21335,0
000000186632.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000010100001110110,0.875000,12.1949,15.1713,21013,0
000000186632.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.1949,16.3949,22726,0
000000201775.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011000011111110,0.937500,12.1637,12.1637,20409,0
000000201775.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.1637,9.2502,8916,0
000000201775.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00100000000000100001000000000000,0.531250,12.1637,10.1131,15038,0
000000201775.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011000011111110,0.968750,12.1637,14.9534,20846,0
000000201775.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011000011111110,0.937500,12.1637,15.2715,20968,0
000000201775.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011000001101110,0.843750,12.1637,16.6982,21114,0
000000205647.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011000011111110,0.937500,11.9857,11.9857,20345,0
000000205647.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000100000000010000000,0.500000,11.9857,9.1628,18316,0
000000205647.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000010000000,0.531250,11.9857,9.6591,15292,0
000000205647.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,11.9857,14.8904,20999,0
000000205647.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001101110,0.875000,11.9857,15.1892,21177,0
000000205647.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100001111110,0.906250,11.9857,16.1286,20894,0
000000207306.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011000011111110,0.906250,12.3968,12.3968,20306,0
000000207306.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000100000000100001000010000000,0.500000,12.3968,8.6820,18908,0
000000207306.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,00000100000000100011000000000000,0.500000,12.3968,8.2754,15546,0
000000207306.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.3968,15.0379,21287,0
000000207306.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001101110,0.875000,12.3968,15.3087,21453,0
000000207306.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011000001101110,0.843750,12.3968,16.3815,21244,0
000000210299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011000011111110,0.937500,12.2139,12.2139,20412,0
000000210299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000100000000100000000000000000,0.437500,12.2139,9.8545,17712,0
000000210299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000100000000000000000,0.468750,12.2139,9.1373,15055,0
000000210299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.2139,14.9239,20315,0
000000210299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.2139,15.1899,21242,0
000000210299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011000001111110,0.875000,12.2139,16.4300,21519,0
000000219440.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.8015,12.8015,20314,0
000000219440.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,10000100110000110011000010010000,0.562500,12.8015,6.9142,20458,0
000000219440.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,00000100000000100011000010010000,0.562500,12.8015,10.0010,15681,0
000000219440.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011101110,0.968750,12.8015,15.1481,20992,0
000000219440.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.8015,15.3946,20752,0
000000219440.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100001101110,0.875000,12.8015,16.5154,20904,0
000000230166.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011000011111110,0.937500,12.2017,12.2017,20100,0
000000230166.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000100000000100000000000000000,0.437500,12.2017,10.1385,4891,0
000000230166.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000100000000000000000,0.468750,12.2017,10.5629,13852,0
000000230166.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011000011111110,0.968750,12.2017,14.8594,20538,0
000000230166.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.2017,15.1599,20805,0
000000230166.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.2017,16.4437,20605,0
000000249180.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.3519,12.3519,20225,0
000000249180.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,10000100000000100011000010000000,0.562500,12.3519,8.0169,18943,0
000000249180.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000100010000000000000,0.500000,12.3519,8.7663,15040,0
000000249180.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.3519,14.7827,20790,0
000000249180.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001111110,0.937500,12.3519,14.9590,20905,0
000000249180.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000001100000011100001111110,0.906250,12.3519,15.5652,21792,0
000000260657.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011000011111110,0.968750,12.5855,12.5855,20376,0
000000260657.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000010000000010000,0.562500,12.5855,6.6152,6112,0
000000260657.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000100000000000000000,0.468750,12.5855,6.9536,453,0
000000260657.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.5855,14.9218,20901,0
000000260657.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001101110,0.906250,12.5855,15.0856,20533,0
000000260657.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001101110,0.906250,12.5855,15.4828,21335,0
000000262938.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.4440,12.4440,20366,0
000000262938.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.4440,8.1149,16607,0
000000262938.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.4440,7.8547,12120,0
000000262938.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001010,0.900000,0,11100000011100000011100011111110,10100000011100000011100001100110,0.875000,12.4440,14.8404,27329,0
000000262938.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001101110,0.906250,12.4440,15.0953,21616,0
000000262938.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001101110,0.906250,12.4440,15.7604,23148,0
000000263299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011000011111110,0.937500,12.6414,12.6414,20325,0
000000263299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.6414,8.8723,9905,0
000000263299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.6414,10.4412,10220,0
000000263299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.6414,14.8123,21188,0
000000263299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100001111110,0.937500,12.6414,15.0203,22033,0
000000263299.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.6414,15.7917,23360,0
000000319617.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.0952,12.0952,20210,0
000000319617.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.0952,8.2830,12633,0
000000319617.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000000000000000000000,0.500000,12.0952,8.8862,14013,0
000000319617.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.0952,14.9282,20754,0
000000319617.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000010100011111110,0.968750,12.0952,15.2523,20795,0
000000319617.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011000001101110,0.843750,12.0952,16.5969,21180,0
000000322895.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.2754,12.2754,20346,0
000000322895.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,00000100000000100011000000000000,0.500000,12.2754,9.6169,18879,0
000000322895.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000000000000100010000000000000,0.500000,12.2754,10.5831,15700,0
000000322895.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011000011111110,0.968750,12.2754,15.0230,20777,0
000000322895.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.2754,15.3262,21129,0
000000322895.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,12.2754,16.6462,21263,0
000000326128.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000010100000011100011111110,0.968750,12.5333,12.5333,20378,0
000000326128.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,00000100010000110011000010010000,0.562500,12.5333,7.1903,18109,0
000000326128.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,00000000000000100011000000000000,0.531250,12.5333,7.2843,14896,0
000000326128.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,12.5333,14.9056,21078,0
000000326128.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001101110,0.875000,12.5333,15.1478,21015,0
000000326128.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000010100000011100001101110,0.875000,12.5333,15.8934,21086,0
000000341681.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011000001111110,0.906250,11.7204,11.7204,20281,0
000000341681.png,distributed_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,0000000000,0.500000,0,11100000011100000011100011111110,00000100000000100001000000000000,0.468750,11.7204,11.0959,10677,0
