image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000384949.png,none,single_scale,1.000000,1,10.1424,10.1424,1.0
000000384949.png,center_crop_0.5,single_scale,0.500000,0,10.1424,7.3310,1.0
000000384949.png,center_crop_0.75,single_scale,0.531250,0,10.1424,8.3892,1.0
000000384949.png,random_crop_0.5,single_scale,0.562500,0,10.1424,7.4009,1.0
000000384949.png,jpeg_q30,single_scale,1.000000,1,10.1424,12.8794,1.0
000000385029.png,none,single_scale,1.000000,1,9.9864,9.9864,1.0
000000385029.png,center_crop_0.5,single_scale,0.500000,0,9.9864,7.2321,1.0
000000385029.png,center_crop_0.75,single_scale,0.531250,0,9.9864,8.0069,1.0
000000385029.png,random_crop_0.5,single_scale,0.500000,0,9.9864,7.5211,1.0
000000385029.png,jpeg_q30,single_scale,1.000000,1,9.9864,13.0048,1.0
000000385190.png,none,single_scale,1.000000,1,9.7675,9.7675,1.0
000000385190.png,center_crop_0.5,single_scale,0.500000,0,9.7675,6.4435,1.0
000000385190.png,center_crop_0.75,single_scale,0.531250,0,9.7675,7.6751,1.0
000000385190.png,random_crop_0.5,single_scale,0.531250,0,9.7675,6.4542,1.0
000000385190.png,jpeg_q30,single_scale,1.000000,1,9.7675,12.8093,1.0
000000385205.png,none,single_scale,1.000000,1,10.2066,10.2066,1.0
000000385205.png,center_crop_0.5,single_scale,0.500000,0,10.2066,6.6677,1.0
000000385205.png,center_crop_0.75,single_scale,0.531250,0,10.2066,7.2483,1.0
000000385205.png,random_crop_0.5,single_scale,0.500000,0,10.2066,7.0726,1.0
000000385205.png,jpeg_q30,single_scale,1.000000,1,10.2066,12.9804,1.0
000000385719.png,none,single_scale,1.000000,1,10.3780,10.3780,1.0
000000385719.png,center_crop_0.5,single_scale,0.500000,0,10.3780,6.4738,1.0
000000385719.png,center_crop_0.75,single_scale,0.531250,0,10.3780,7.0996,1.0
000000385719.png,random_crop_0.5,single_scale,0.562500,0,10.3780,6.9946,1.0
000000385719.png,jpeg_q30,single_scale,1.000000,1,10.3780,12.8174,1.0
000000385997.png,none,single_scale,1.000000,1,10.7097,10.7097,1.0
000000385997.png,center_crop_0.5,single_scale,0.500000,0,10.7097,7.0194,1.0
000000385997.png,center_crop_0.75,single_scale,0.531250,0,10.7097,8.3571,1.0
000000385997.png,random_crop_0.5,single_scale,0.531250,0,10.7097,7.3276,1.0
000000385997.png,jpeg_q30,single_scale,1.000000,1,10.7097,12.9543,1.0
000000386134.png,none,single_scale,1.000000,1,10.1551,10.1551,1.0
000000386134.png,center_crop_0.5,single_scale,0.500000,0,10.1551,7.1173,1.0
000000386134.png,center_crop_0.75,single_scale,0.562500,0,10.1551,7.5282,1.0
000000386134.png,random_crop_0.5,single_scale,0.468750,0,10.1551,7.0931,1.0
000000386134.png,jpeg_q30,single_scale,1.000000,1,10.1551,13.0192,1.0
000000386210.png,none,single_scale,1.000000,1,10.4629,10.4629,1.0
000000386210.png,center_crop_0.5,single_scale,0.500000,0,10.4629,6.9206,1.0
000000386210.png,center_crop_0.75,single_scale,0.531250,0,10.4629,8.2780,1.0
000000386210.png,random_crop_0.5,single_scale,0.468750,0,10.4629,7.6009,1.0
000000386210.png,jpeg_q30,single_scale,1.000000,1,10.4629,12.9224,1.0
000000386277.png,none,single_scale,1.000000,1,10.5719,10.5719,1.0
