image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000502732.png,none,single_scale,1.000000,1,10.4083,10.4083,1.0
000000502732.png,none,multi_scale,1.000000,1,10.4083,10.4083,1.00
000000502732.png,center_crop_0.5,single_scale,0.500000,0,10.4083,7.6040,1.0
000000502732.png,center_crop_0.5,multi_scale,1.000000,1,10.4083,7.6040,0.50
000000502732.png,center_crop_0.75,single_scale,0.531250,0,10.4083,7.8451,1.0
000000502732.png,center_crop_0.75,multi_scale,1.000000,1,10.4083,7.8451,0.75
000000502732.png,random_crop_0.5,single_scale,0.625000,0,10.4083,8.6897,1.0
000000502732.png,random_crop_0.5,multi_scale,0.625000,0,10.4083,8.6897,1.00
000000502732.png,jpeg_q30,single_scale,1.000000,1,10.4083,13.0594,1.0
000000502732.png,jpeg_q30,multi_scale,1.000000,1,10.4083,13.0594,1.00
000000502737.png,none,single_scale,1.000000,1,10.5790,10.5790,1.0
000000502737.png,none,multi_scale,1.000000,1,10.5790,10.5790,1.00
000000502737.png,center_crop_0.5,single_scale,0.500000,0,10.5790,6.4163,1.0
000000502737.png,center_crop_0.5,multi_scale,0.968750,0,10.5790,6.4163,0.50
000000502737.png,center_crop_0.75,single_scale,0.500000,0,10.5790,7.8377,1.0
000000502737.png,center_crop_0.75,multi_scale,1.000000,1,10.5790,7.8377,0.75
000000502737.png,random_crop_0.5,single_scale,0.593750,0,10.5790,7.5168,1.0
000000502737.png,random_crop_0.5,multi_scale,0.656250,0,10.5790,7.5168,0.50
000000502737.png,jpeg_q30,single_scale,0.968750,0,10.5790,13.0267,1.0
000000502737.png,jpeg_q30,multi_scale,0.968750,0,10.5790,13.0267,1.00
000000502910.png,none,single_scale,1.000000,1,9.9073,9.9073,1.0
000000502910.png,none,multi_scale,1.000000,1,9.9073,9.9073,1.00
000000502910.png,center_crop_0.5,single_scale,0.500000,0,9.9073,6.8988,1.0
000000502910.png,center_crop_0.5,multi_scale,1.000000,1,9.9073,6.8988,0.50
000000502910.png,center_crop_0.75,single_scale,0.531250,0,9.9073,7.6083,1.0
000000502910.png,center_crop_0.75,multi_scale,1.000000,1,9.9073,7.6083,0.75
000000502910.png,random_crop_0.5,single_scale,0.593750,0,9.9073,6.7856,1.0
000000502910.png,random_crop_0.5,multi_scale,0.750000,0,9.9073,6.7856,0.50
000000502910.png,jpeg_q30,single_scale,1.000000,1,9.9073,12.9024,1.0
000000502910.png,jpeg_q30,multi_scale,1.000000,1,9.9073,12.9024,1.00
000000503755.png,none,single_scale,1.000000,1,9.9878,9.9878,1.0
000000503755.png,none,multi_scale,1.000000,1,9.9878,9.9878,1.00
000000503755.png,center_crop_0.5,single_scale,0.500000,0,9.9878,6.5393,1.0
000000503755.png,center_crop_0.5,multi_scale,1.000000,1,9.9878,6.5393,0.50
000000503755.png,center_crop_0.75,single_scale,0.531250,0,9.9878,7.1723,1.0
000000503755.png,center_crop_0.75,multi_scale,1.000000,1,9.9878,7.1723,0.75
000000503755.png,random_crop_0.5,single_scale,0.562500,0,9.9878,6.2278,1.0
000000503755.png,random_crop_0.5,multi_scale,0.656250,0,9.9878,6.2278,0.50
000000503755.png,jpeg_q30,single_scale,1.000000,1,9.9878,12.9779,1.0
000000503755.png,jpeg_q30,multi_scale,1.000000,1,9.9878,12.9779,1.00
000000503823.png,none,single_scale,1.000000,1,9.8561,9.8561,1.0
000000503823.png,none,multi_scale,1.000000,1,9.8561,9.8561,1.00
000000503823.png,center_crop_0.5,single_scale,0.500000,0,9.8561,7.1851,1.0
000000503823.png,center_crop_0.5,multi_scale,1.000000,1,9.8561,7.1851,0.50
000000503823.png,center_crop_0.75,single_scale,0.531250,0,9.8561,8.4834,1.0
000000503823.png,center_crop_0.75,multi_scale,1.000000,1,9.8561,8.4834,0.75
000000503823.png,random_crop_0.5,single_scale,0.500000,0,9.8561,8.8620,1.0
000000503823.png,random_crop_0.5,multi_scale,0.718750,0,9.8561,8.8620,0.50
000000503823.png,jpeg_q30,single_scale,0.968750,0,9.8561,12.9379,1.0
000000503823.png,jpeg_q30,multi_scale,0.968750,0,9.8561,12.9379,1.00
000000503841.png,none,single_scale,1.000000,1,9.6826,9.6826,1.0
000000503841.png,none,multi_scale,1.000000,1,9.6826,9.6826,1.00
000000503841.png,center_crop_0.5,single_scale,0.500000,0,9.6826,6.8801,1.0
000000503841.png,center_crop_0.5,multi_scale,1.000000,1,9.6826,6.8801,0.50
000000503841.png,center_crop_0.75,single_scale,0.531250,0,9.6826,7.5988,1.0
000000503841.png,center_crop_0.75,multi_scale,1.000000,1,9.6826,7.5988,0.75
000000503841.png,random_crop_0.5,single_scale,0.500000,0,9.6826,6.6777,1.0
000000503841.png,random_crop_0.5,multi_scale,0.500000,0,9.6826,6.6777,1.00
000000503841.png,jpeg_q30,single_scale,1.000000,1,9.6826,12.8486,1.0
000000503841.png,jpeg_q30,multi_scale,1.000000,1,9.6826,12.8486,1.00
000000503855.png,none,single_scale,1.000000,1,10.0342,10.0342,1.0
000000503855.png,none,multi_scale,1.000000,1,10.0342,10.0342,1.00
000000503855.png,center_crop_0.5,single_scale,0.500000,0,10.0342,6.6648,1.0
000000503855.png,center_crop_0.5,multi_scale,1.000000,1,10.0342,6.6648,0.50
000000503855.png,center_crop_0.75,single_scale,0.531250,0,10.0342,7.3545,1.0
000000503855.png,center_crop_0.75,multi_scale,1.000000,1,10.0342,7.3545,0.75
000000503855.png,random_crop_0.5,single_scale,0.531250,0,10.0342,6.9731,1.0
000000503855.png,random_crop_0.5,multi_scale,0.687500,0,10.0342,6.9731,0.50
000000503855.png,jpeg_q30,single_scale,1.000000,1,10.0342,12.7863,1.0
000000503855.png,jpeg_q30,multi_scale,1.000000,1,10.0342,12.7863,1.00
000000504000.png,none,single_scale,1.000000,1,10.1844,10.1844,1.0
000000504000.png,none,multi_scale,1.000000,1,10.1844,10.1844,1.00
000000504000.png,center_crop_0.5,single_scale,0.500000,0,10.1844,6.3301,1.0
000000504000.png,center_crop_0.5,multi_scale,1.000000,1,10.1844,6.3301,0.50
000000504000.png,center_crop_0.75,single_scale,0.531250,0,10.1844,7.5836,1.0
000000504000.png,center_crop_0.75,multi_scale,1.000000,1,10.1844,7.5836,0.75
000000504000.png,random_crop_0.5,single_scale,0.500000,0,10.1844,7.3188,1.0
000000504000.png,random_crop_0.5,multi_scale,0.781250,0,10.1844,7.3188,0.50
000000504000.png,jpeg_q30,single_scale,1.000000,1,10.1844,12.9278,1.0
000000504000.png,jpeg_q30,multi_scale,1.000000,1,10.1844,12.9278,1.00
000000504074.png,none,single_scale,1.000000,1,10.0925,10.0925,1.0
000000504074.png,none,multi_scale,1.000000,1,10.0925,10.0925,1.00
000000504074.png,center_crop_0.5,single_scale,0.500000,0,10.0925,6.3529,1.0
000000504074.png,center_crop_0.5,multi_scale,1.000000,1,10.0925,6.3529,0.50
