image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000119452.png,none,1.000000,1,rep3,10
000000119452.png,center_crop_0.5,1.000000,1,rep3,10
000000119452.png,center_crop_0.75,1.000000,1,rep3,10
000000119452.png,random_crop_0.5,1.000000,1,rep3,10
000000119452.png,jpeg_q30,1.000000,1,rep3,10
000000119452.png,jpeg_q10,1.000000,1,rep3,10
000000119452.png,jpeg_q5,1.000000,1,rep3,10
000000119452.png,resize_0.5,1.000000,1,rep3,10
000000119452.png,resize_0.25,1.000000,1,rep3,10
000000119452.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000119516.png,none,1.000000,1,rep3,10
000000119516.png,center_crop_0.5,1.000000,1,rep3,10
000000119516.png,center_crop_0.75,1.000000,1,rep3,10
000000119516.png,random_crop_0.5,1.000000,1,rep3,10
000000119516.png,jpeg_q30,1.000000,1,rep3,10
000000119516.png,jpeg_q10,1.000000,1,rep3,10
000000119516.png,jpeg_q5,1.000000,1,rep3,10
000000119516.png,resize_0.5,1.000000,1,rep3,10
000000119516.png,resize_0.25,0.900000,0,rep3,10
000000119516.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000119641.png,none,1.000000,1,rep3,10
000000119641.png,center_crop_0.5,1.000000,1,rep3,10
000000119641.png,center_crop_0.75,1.000000,1,rep3,10
000000119641.png,random_crop_0.5,0.700000,0,rep3,10
000000119641.png,jpeg_q30,1.000000,1,rep3,10
000000119641.png,jpeg_q10,1.000000,1,rep3,10
000000119641.png,jpeg_q5,1.000000,1,rep3,10
000000119641.png,resize_0.5,1.000000,1,rep3,10
000000119641.png,resize_0.25,1.000000,1,rep3,10
000000119641.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000119677.png,none,1.000000,1,rep3,10
000000119677.png,center_crop_0.5,1.000000,1,rep3,10
000000119677.png,center_crop_0.75,1.000000,1,rep3,10
000000119677.png,random_crop_0.5,0.700000,0,rep3,10
000000119677.png,jpeg_q30,1.000000,1,rep3,10
000000119677.png,jpeg_q10,1.000000,1,rep3,10
000000119677.png,jpeg_q5,1.000000,1,rep3,10
000000119677.png,resize_0.5,1.000000,1,rep3,10
000000119677.png,resize_0.25,1.000000,1,rep3,10
000000119677.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000119828.png,none,1.000000,1,rep3,10
000000119828.png,center_crop_0.5,1.000000,1,rep3,10
000000119828.png,center_crop_0.75,1.000000,1,rep3,10
000000119828.png,random_crop_0.5,0.700000,0,rep3,10
000000119828.png,jpeg_q30,1.000000,1,rep3,10
000000119828.png,jpeg_q10,1.000000,1,rep3,10
000000119828.png,jpeg_q5,1.000000,1,rep3,10
000000119828.png,resize_0.5,1.000000,1,rep3,10
000000119828.png,resize_0.25,1.000000,1,rep3,10
000000119828.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000119911.png,none,1.000000,1,rep3,10
000000119911.png,center_crop_0.5,1.000000,1,rep3,10
000000119911.png,center_crop_0.75,1.000000,1,rep3,10
000000119911.png,random_crop_0.5,0.800000,0,rep3,10
000000119911.png,jpeg_q30,1.000000,1,rep3,10
