scheme,region_strategy,area_percent,block_count,scaling_w,mean_psnr_watermarked,clean_accuracy,mean_selected_attack_accuracy,worst_selected_attack_accuracy,none_mean,jpeg_q50_mean,jpeg_q30_mean,gaussian_blur_1.2_mean,median_filter_3_mean,brightness_1.5_mean,contrast_1.5_mean,saturation_1.5_mean,sharpness_2.0_mean,bright_contrast_jpeg80_mean,resize_0.5_jpeg50_mean,webp_q80_mean,webp_q50_mean,saturation_sharpness_webp80_mean
dwsf_default_q30_s2.5,dwsf_fixed_anchors,30,5,2.5000,42.0144,1.000000,0.977885,0.912500,1.000000,0.956250,0.918750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.987500,0.943750,0.993750,0.912500,1.000000
dwsf_robust_q50_s2.5,dwsf_fixed_anchors,50,5,2.5000,39.7046,1.000000,0.988462,0.943750,1.000000,0.987500,0.943750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.975000,1.000000,0.943750,1.000000
dwsf_robust_strong_q50_s3.0,dwsf_fixed_anchors,50,5,3.0000,38.1298,1.000000,0.992788,0.950000,1.000000,0.993750,0.950000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.993750,1.000000,0.968750,1.000000
dwsf_strong_q30_s3.0,dwsf_fixed_anchors,30,5,3.0000,40.4399,1.000000,0.981731,0.900000,1.000000,0.968750,0.931250,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.962500,1.000000,0.900000,1.000000
single_center50_s2.5,single_center,50,1,2.5000,39.1000,1.000000,0.987981,0.937500,1.000000,0.981250,0.937500,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.993750,0.987500,1.000000,0.943750,1.000000
single_center50_s3.0,single_center,50,1,3.0000,37.5249,1.000000,0.992788,0.956250,1.000000,1.000000,0.956250,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.993750,1.000000,0.956250,1.000000
