attack,mean_bit_accuracy,message_success_rate,num_samples,method
flip_h,1.000000,1.0000,50,derotate_ms
flip_v,1.000000,1.0000,50,derotate_ms
none,1.000000,1.0000,50,derotate_ms
rotate_15,1.000000,1.0000,50,derotate_ms
rotate_180,1.000000,1.0000,50,derotate_ms
rotate_30,1.000000,1.0000,50,derotate_ms
rotate_45,1.000000,1.0000,50,derotate_ms
rotate_45_crop_50,1.000000,1.0000,50,derotate_ms
rotate_90,1.000000,1.0000,50,derotate_ms
