image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000270474.png,none,single_scale,1.000000,1,9.5261,9.5261,1.0
000000270474.png,center_crop_0.5,single_scale,0.500000,0,9.5261,6.9543,1.0
000000270474.png,center_crop_0.75,single_scale,0.531250,0,9.5261,7.8354,1.0
000000270474.png,random_crop_0.5,single_scale,0.531250,0,9.5261,8.5046,1.0
000000270474.png,jpeg_q30,single_scale,1.000000,1,9.5261,12.7990,1.0
000000270677.png,none,single_scale,1.000000,1,10.2173,10.2173,1.0
000000270677.png,center_crop_0.5,single_scale,0.500000,0,10.2173,6.7007,1.0
000000270677.png,center_crop_0.75,single_scale,0.531250,0,10.2173,7.5802,1.0
000000270677.png,random_crop_0.5,single_scale,0.468750,0,10.2173,7.4595,1.0
000000270677.png,jpeg_q30,single_scale,1.000000,1,10.2173,12.8226,1.0
000000270705.png,none,single_scale,1.000000,1,10.3313,10.3313,1.0
000000270705.png,center_crop_0.5,single_scale,0.500000,0,10.3313,5.5743,1.0
000000270705.png,center_crop_0.75,single_scale,0.500000,0,10.3313,6.8743,1.0
000000270705.png,random_crop_0.5,single_scale,0.562500,0,10.3313,5.6679,1.0
000000270705.png,jpeg_q30,single_scale,1.000000,1,10.3313,12.7475,1.0
000000270883.png,none,single_scale,1.000000,1,9.9512,9.9512,1.0
000000270883.png,center_crop_0.5,single_scale,0.500000,0,9.9512,6.2664,1.0
000000270883.png,center_crop_0.75,single_scale,0.531250,0,9.9512,7.3439,1.0
000000270883.png,random_crop_0.5,single_scale,0.531250,0,9.9512,6.3761,1.0
000000270883.png,jpeg_q30,single_scale,1.000000,1,9.9512,12.9263,1.0
000000270908.png,none,single_scale,1.000000,1,9.9334,9.9334,1.0
000000270908.png,center_crop_0.5,single_scale,0.500000,0,9.9334,7.1242,1.0
000000270908.png,center_crop_0.75,single_scale,0.531250,0,9.9334,8.0065,1.0
000000270908.png,random_crop_0.5,single_scale,0.593750,0,9.9334,8.5530,1.0
000000270908.png,jpeg_q30,single_scale,1.000000,1,9.9334,12.9400,1.0
000000271116.png,none,single_scale,1.000000,1,10.2828,10.2828,1.0
000000271116.png,center_crop_0.5,single_scale,0.500000,0,10.2828,6.4493,1.0
000000271116.png,center_crop_0.75,single_scale,0.531250,0,10.2828,7.2893,1.0
000000271116.png,random_crop_0.5,single_scale,0.500000,0,10.2828,6.4491,1.0
000000271116.png,jpeg_q30,single_scale,1.000000,1,10.2828,12.8689,1.0
000000271402.png,none,single_scale,1.000000,1,9.8113,9.8113,1.0
000000271402.png,center_crop_0.5,single_scale,0.500000,0,9.8113,6.6810,1.0
000000271402.png,center_crop_0.75,single_scale,0.531250,0,9.8113,7.5348,1.0
000000271402.png,random_crop_0.5,single_scale,0.500000,0,9.8113,6.8715,1.0
000000271402.png,jpeg_q30,single_scale,1.000000,1,9.8113,12.8708,1.0
000000271457.png,none,single_scale,1.000000,1,9.9352,9.9352,1.0
000000271457.png,center_crop_0.5,single_scale,0.500000,0,9.9352,6.4256,1.0
000000271457.png,center_crop_0.75,single_scale,0.531250,0,9.9352,7.8755,1.0
000000271457.png,random_crop_0.5,single_scale,0.500000,0,9.9352,8.7424,1.0
000000271457.png,jpeg_q30,single_scale,1.000000,1,9.9352,12.9678,1.0
000000271471.png,none,single_scale,1.000000,1,10.1738,10.1738,1.0
000000271471.png,center_crop_0.5,single_scale,0.500000,0,10.1738,7.4460,1.0
000000271471.png,center_crop_0.75,single_scale,0.500000,0,10.1738,8.1776,1.0
000000271471.png,random_crop_0.5,single_scale,0.593750,0,10.1738,9.4939,1.0
000000271471.png,jpeg_q30,single_scale,1.000000,1,10.1738,12.8999,1.0
000000271728.png,none,single_scale,1.000000,1,10.2887,10.2887,1.0
000000271728.png,center_crop_0.5,single_scale,0.500000,0,10.2887,7.4305,1.0
000000271728.png,center_crop_0.75,single_scale,0.531250,0,10.2887,8.3385,1.0
000000271728.png,random_crop_0.5,single_scale,0.437500,0,10.2887,7.9806,1.0
000000271728.png,jpeg_q30,single_scale,1.000000,1,10.2887,13.0746,1.0
000000271997.png,none,single_scale,1.000000,1,9.9209,9.9209,1.0
000000271997.png,center_crop_0.5,single_scale,0.500000,0,9.9209,6.5521,1.0
000000271997.png,center_crop_0.75,single_scale,0.531250,0,9.9209,7.3140,1.0
000000271997.png,random_crop_0.5,single_scale,0.468750,0,9.9209,7.1168,1.0
000000271997.png,jpeg_q30,single_scale,1.000000,1,9.9209,12.9697,1.0
000000272049.png,none,single_scale,1.000000,1,10.2223,10.2223,1.0
000000272049.png,center_crop_0.5,single_scale,0.500000,0,10.2223,5.8588,1.0
000000272049.png,center_crop_0.75,single_scale,0.593750,0,10.2223,6.4419,1.0
000000272049.png,random_crop_0.5,single_scale,0.406250,0,10.2223,7.1961,1.0
000000272049.png,jpeg_q30,single_scale,1.000000,1,10.2223,12.8320,1.0
000000272136.png,none,single_scale,1.000000,1,10.3167,10.3167,1.0
000000272136.png,center_crop_0.5,single_scale,0.500000,0,10.3167,7.3651,1.0
000000272136.png,center_crop_0.75,single_scale,0.531250,0,10.3167,8.6517,1.0
000000272136.png,random_crop_0.5,single_scale,0.500000,0,10.3167,7.8353,1.0
000000272136.png,jpeg_q30,single_scale,1.000000,1,10.3167,13.0043,1.0
000000272148.png,none,single_scale,1.000000,1,10.5178,10.5178,1.0
000000272148.png,center_crop_0.5,single_scale,0.500000,0,10.5178,7.0058,1.0
000000272148.png,center_crop_0.75,single_scale,0.531250,0,10.5178,8.6145,1.0
000000272148.png,random_crop_0.5,single_scale,0.562500,0,10.5178,6.8798,1.0
000000272148.png,jpeg_q30,single_scale,1.000000,1,10.5178,12.7479,1.0
