attack,mean_bit_accuracy,message_success_rate,num_samples,ecc_mode,payload_bits
center_crop_0.5,1.000000,1.0000,50,rep3,10
center_crop_0.75,1.000000,1.0000,50,rep3,10
jpeg_q30,1.000000,1.0000,50,rep3,10
none,1.000000,1.0000,50,rep3,10
random_crop_0.5,0.816000,0.0800,50,rep3,10
