image,scheme,selector,area_percent,block_count,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000092177.png,adaptive_q30_5block_random,random,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6133,15.0003,27497,0
000000092177.png,adaptive_q30_5block_random,random,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6133,15.0737,29099,0
000000092177.png,adaptive_q30_5block_random,random,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01000001010011010011110000100000,0.875000,0,12.6133,15.6445,27136,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,none,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,12.7431,12.7431,21669,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7431,14.4917,14544,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7431,7.5808,32285,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.7431,7.2037,3427,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.7431,7.0939,14474,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.7431,7.4830,7000,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7431,15.0079,24093,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,12.7431,15.0798,25338,0
000000092177.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01100001100011010011110000100000,0.906250,0,12.7431,15.6054,23796,0
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,none,01100001111011010011110000100010,01100001110111010011110000100010,0.937500,0,13.0337,13.0337,20957,0
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,13.0337,14.0389,16641,0
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,13.0337,7.4847,20019,0
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00100000010000000000000000000000,0.593750,0,13.0337,7.8235,16797,0
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,13.0337,6.9250,20068,0
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.000000,0,13.0337,7.8585,0,1
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,13.0337,14.9652,23876,0
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01101001010011010011110000100000,0.875000,0,13.0337,15.0336,23631,0
000000092177.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01101011110011010011110000100000,0.875000,0,13.0337,15.3098,23800,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,none,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,12.9479,12.9479,21325,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.9479,14.4195,14854,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.9479,7.5660,24671,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00001000010000000000000000000000,0.531250,0,12.9479,7.1519,16696,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.9479,7.1531,10083,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.9479,7.4830,7000,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.9479,14.9755,23981,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.9479,15.0394,24392,0
000000092177.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01100011110011010011110000100000,0.906250,0,12.9479,15.4275,24847,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,none,01100001111011010011110000100010,01100001010111010011110000100010,0.906250,0,12.6230,12.6230,20271,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6230,13.8852,14983,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6230,7.6180,32877,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.6230,6.4697,8734,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.6230,7.0280,7972,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.6230,10.2694,14859,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6230,14.9431,20948,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001010011010011110000100010,0.937500,0,12.6230,15.0848,20988,0
000000098392.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01101001110011010011110000000000,0.875000,0,12.6230,16.0395,22112,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,none,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7037,12.7037,22520,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7037,15.3157,11687,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7037,7.9159,36929,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.7037,7.5326,21228,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.7037,6.8332,15743,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.7037,10.1099,11501,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7037,15.0171,25639,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7037,15.0938,27220,0
000000098392.png,adaptive_q30_5block_random,random,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01101001110011010011110000110010,0.906250,0,12.7037,16.0625,25642,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,none,01100001111011010011110000100010,01100001111111010011110000100010,0.968750,0,12.3348,12.3348,21302,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3348,15.0946,11009,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3348,7.8748,37036,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.3348,6.8136,7876,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.3348,6.9314,13864,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.3348,9.9112,1950,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3348,15.0542,23930,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001010011010011110000100010,0.937500,0,12.3348,15.1382,25210,0
000000098392.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01100001110011010011110000100000,0.937500,0,12.3348,16.4524,24921,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,none,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,12.9796,12.9796,21927,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.9796,14.2000,16337,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.9796,7.6903,38215,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00100000010000000000000000000000,0.593750,0,12.9796,6.7085,24269,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.9796,7.3078,6829,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00100000000000000000000000000000,0.562500,0,12.9796,11.3441,4542,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.9796,14.9755,23685,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.9796,15.0739,23579,0
000000098392.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01101001110011010011110000100000,0.906250,0,12.9796,15.8467,23825,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,none,01100001111011010011110000100010,01100001110111010011110000100010,0.937500,0,12.5138,12.5138,21120,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.5138,15.9499,9233,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.5138,8.0246,34865,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.5138,6.9666,15386,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.5138,7.3207,12499,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.5138,9.1526,3011,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.5138,15.0557,23974,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001010011010011110000100010,0.937500,0,12.5138,15.1518,24007,0
000000098392.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01100001010011010011110000000000,0.875000,0,12.5138,16.3564,24212,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,none,01100001111011010011110000100010,01100001010111010011110000100010,0.906250,0,12.2658,12.2658,20089,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2658,13.5199,14863,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2658,6.6113,39635,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.2658,10.0397,18772,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.2658,9.5544,4844,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.2658,12.0160,15505,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2658,15.0706,21190,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,12.2658,15.2570,21306,0
000000098520.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01100001110011010011110000100000,0.937500,0,12.2658,17.0030,20904,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,none,01100001111011010011110000100010,01100001110111010011110000100010,0.937500,0,12.2626,12.2626,22395,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2626,16.1713,9528,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2626,7.0357,36087,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.2626,9.6519,25994,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.2626,9.6834,3295,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.2626,10.3072,13948,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2626,15.0855,28501,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01101001111011010011110000100010,0.968750,0,12.2626,15.1927,29187,0
000000098520.png,adaptive_q30_5block_random,random,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01101001010011010011110000000000,0.843750,0,12.2626,17.1076,27585,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,none,01100001111011010011110000100010,01100001110111010011110000100010,0.937500,0,11.7981,11.7981,21359,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001110111010011110000100010,0.937500,0,11.7981,14.2313,11989,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111111010011110000100010,0.968750,0,11.7981,6.7471,38478,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,11.7981,11.4651,8072,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,11.7981,8.3196,2879,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,11.7981,11.4510,15387,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,11.7981,15.0353,24790,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,11.7981,15.2219,25785,0
000000098520.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01101001110011010011110000100000,0.906250,0,11.7981,17.4174,25685,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,none,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,12.7874,12.7874,22201,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7874,15.1902,12387,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7874,6.9034,36884,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.7874,8.9017,35491,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.7874,12.0654,921,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.7874,11.0209,19552,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7874,15.1486,24168,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.7874,15.2670,24740,0
000000098520.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01100001110011010011110000000000,0.906250,0,12.7874,16.8257,25414,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,none,01100001111011010011110000100010,01100001110111010011110000100010,0.937500,0,12.6674,12.6674,21148,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6674,15.1543,11998,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6674,6.8981,37814,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000010000000000000000000000,0.562500,0,12.6674,9.3217,30361,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.6674,11.4173,7377,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.6674,11.6254,17058,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6674,15.1492,23450,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6674,15.2886,23942,0
000000098520.png,adaptive_q30_5block_hybrid_texture_residual,hybrid_texture_residual,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01100001110011010011110000010000,0.875000,0,12.6674,16.9185,23613,0
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,none,01100001111011010011110000100010,01100001110111010011110000100010,0.937500,0,12.3301,12.3301,20267,0
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3301,13.5916,15194,0
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3301,9.1538,24297,0
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000000000000000000000000000,0.000000,0,12.3301,8.3086,0,1
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.3301,9.2437,29,0
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.3301,9.9662,398,0
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3301,14.8139,22054,0
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001010011010011110000100010,0.937500,0,12.3301,14.9461,21923,0
000000107554.png,fixed_q30_5block,fixed_anchor,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01100001110011010011110000100000,0.937500,0,12.3301,16.3001,21535,0
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,none,01100001111011010011110000100010,01100001111111010011110000100010,0.968750,0,12.3996,12.3996,21518,0
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3996,15.1885,11084,0
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3996,9.6635,24956,0
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.3996,9.3295,10009,0
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.000000,0,12.3996,9.4987,0,1
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.000000,0,12.3996,10.0030,0,1
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3996,14.9522,25613,0
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.3996,15.0542,26931,0
000000107554.png,adaptive_q30_5block_random,random,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01101001110011010011110000000000,0.875000,0,12.3996,16.5235,30281,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,none,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,12.2601,12.2601,21099,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2601,14.0446,14279,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2601,9.3115,39426,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.2601,8.8011,274,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.2601,10.0064,8,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,crop_center_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.2601,10.2406,1465,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,jpeg_q30,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.2601,14.8670,24750,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,jpeg_q20,01100001111011010011110000100010,01100001110011010011110000100010,0.968750,0,12.2601,15.0122,25038,0
000000107554.png,adaptive_q30_5block_texture_top,texture_top,30,5,2.5000,resize_0.25_jpeg_q50,01100001111011010011110000100010,01000001110011010011110000100000,0.906250,0,12.2601,16.4878,24657,0
000000107554.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,none,01100001111011010011110000100010,01100001110111010011110000100010,0.937500,0,12.6569,12.6569,21722,0
000000107554.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,remove_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6569,15.4939,11429,0
000000107554.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,black_center_40,01100001111011010011110000100010,01100001111011010011110000100010,1.000000,1,12.6569,9.7469,36962,0
000000107554.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_top_left_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.6569,9.3896,14528,0
000000107554.png,adaptive_q30_5block_low_residual,low_residual,30,5,2.5000,crop_bottom_right_50,01100001111011010011110000100010,00000000000000000000000000000000,0.531250,0,12.6569,9.6006,7621,0
