scheme,scenario,attack,decode_method,mean_source_accuracy,min_source_accuracy,source_success_rate,mean_mask_pixels,mean_composite_psnr,num_source_rows
full_material_s3.0,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0.359375,0.343750,0.000000,480.0,12.8785,2
full_material_s3.0,two_sources_downsize,resize_0.5_jpeg70,localized_resize,0.953125,0.906250,0.500000,65536.0,12.8785,2
full_material_s3.0,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0.953125,0.906250,0.500000,65536.0,12.8785,2
single_center50_s2.5,three_sources_crop_feather,jpeg_q50,global_full_canvas,0.406250,0.375000,0.000000,15914.0,13.4249,3
single_center50_s2.5,three_sources_crop_feather,jpeg_q50,localized_resize,0.625000,0.625000,0.000000,35861.3,13.4249,3
single_center50_s2.5,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0.625000,0.625000,0.000000,35861.3,13.4249,3
single_center50_s2.5,three_sources_crop_feather,jpeg_q70,global_full_canvas,0.406250,0.375000,0.000000,14786.0,13.4249,3
single_center50_s2.5,three_sources_crop_feather,jpeg_q70,localized_resize,0.666667,0.656250,0.000000,42444.3,13.4249,3
single_center50_s2.5,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0.666667,0.656250,0.000000,42444.3,13.4249,3
single_center50_s2.5,three_sources_crop_feather,none,global_full_canvas,0.395833,0.343750,0.000000,14368.0,13.4249,3
single_center50_s2.5,three_sources_crop_feather,none,localized_resize,0.687500,0.531250,0.000000,43260.3,13.4249,3
single_center50_s2.5,three_sources_crop_feather,none,oracle_box_raw,0.687500,0.531250,0.000000,43260.3,13.4249,3
single_center50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,0.406250,0.375000,0.000000,16185.0,13.4249,3
single_center50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,localized_resize,0.593750,0.562500,0.000000,41399.7,13.4249,3
single_center50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,0.593750,0.562500,0.000000,41399.7,13.4249,3
single_center50_s2.5,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,0.364583,0.312500,0.000000,4236.0,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,jpeg_q50,localized_resize,0.375000,0.000000,0.000000,34346.0,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,0.375000,0.000000,0.000000,34346.0,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,0.364583,0.312500,0.000000,4098.0,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,jpeg_q70,localized_resize,0.562500,0.406250,0.000000,55682.3,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,0.562500,0.406250,0.000000,55682.3,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,none,global_full_canvas,0.395833,0.343750,0.000000,4952.0,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,none,localized_resize,0.687500,0.437500,0.000000,35714.7,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,none,oracle_box_raw,0.687500,0.437500,0.000000,35714.7,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0.364583,0.312500,0.000000,3633.0,16.2995,3
single_center50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,localized_resize,0.531250,0.437500,0.000000,59827.3,16.2995,3
