image,scheme,scaling_w,area_percent,block_count,coding,attack,payload,decoded_payload,payload_accuracy,payload_success,full_message,predicted_full_message,full_bit_accuracy,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,1001000011,0.900000,0,11100000011100000011100011111110,11100000010100000001000011101110,0.875000,42.7735,11.6850,19863,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000111100000011100011110110,0.937500,42.7735,13.0520,16592,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,0001000100,0.500000,0,11100000011100000011100011111110,10010000011100001010001110000001,0.531250,42.7735,29.9803,8388,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,0000001000,0.600000,0,11100000011100000011100011111110,10000000100000000011100000000000,0.593750,42.7735,28.6212,7271,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001001,0.900000,0,11100000011100000011100011111110,10100000011000010011100010010111,0.781250,42.7735,27.9206,25044,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,41.2555,41.2555,20115,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,41.2555,12.3148,19833,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111010,0.968750,41.2555,14.4121,15975,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,41.2555,25.2217,13035,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,0001000000,0.600000,0,11100000011100000011100011111110,00100000011000000001000000000000,0.625000,41.2555,23.8135,2728,0
seabackground.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,41.2555,20.6700,16199,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,none,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,42.4853,42.4853,19845,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,crop_bottom_right_50,1001001011,1001000011,0.900000,0,11100000011100000011100011111110,10100000010101000001000011001110,0.781250,42.4853,10.1563,19595,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,crop_center_50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111111,0.968750,42.4853,11.1353,16357,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q30,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,42.4853,29.8493,14394,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,jpeg_q20,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,10100000011100000011100011110110,0.937500,42.4853,28.5657,12218,0
trex_bike.jpg,dwsf_q30_5block,2.5000,30,5,rep3_adjacent10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,11100000011100000011100011111110,11100000011100000011100011111110,1.000000,42.4853,24.5514,17325,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,none,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,39.2749,39.2749,20317,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_bottom_right_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10000010111001001011100100101110,0.968750,39.2749,9.9106,19236,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_center_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,39.2749,9.5310,15961,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q30,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,39.2749,25.6349,20377,0
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q20,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,39.2749,24.7247,20402,0
