image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000544605.png,none,single_scale,1.000000,1,9.5275,9.5275,1.0
000000544605.png,center_crop_0.5,single_scale,0.500000,0,9.5275,6.7647,1.0
000000544605.png,center_crop_0.75,single_scale,0.531250,0,9.5275,7.9059,1.0
000000544605.png,random_crop_0.5,single_scale,0.562500,0,9.5275,8.8470,1.0
000000544605.png,jpeg_q30,single_scale,1.000000,1,9.5275,12.8865,1.0
000000544811.png,none,single_scale,1.000000,1,9.8257,9.8257,1.0
000000544811.png,center_crop_0.5,single_scale,0.500000,0,9.8257,5.6700,1.0
000000544811.png,center_crop_0.75,single_scale,0.531250,0,9.8257,6.6744,1.0
000000544811.png,random_crop_0.5,single_scale,0.500000,0,9.8257,5.7759,1.0
000000544811.png,jpeg_q30,single_scale,1.000000,1,9.8257,12.8047,1.0
000000545007.png,none,single_scale,1.000000,1,10.5853,10.5853,1.0
000000545007.png,center_crop_0.5,single_scale,0.531250,0,10.5853,5.7856,1.0
000000545007.png,center_crop_0.75,single_scale,0.500000,0,10.5853,7.3095,1.0
000000545007.png,random_crop_0.5,single_scale,0.562500,0,10.5853,5.8635,1.0
000000545007.png,jpeg_q30,single_scale,0.968750,0,10.5853,12.7418,1.0
000000545100.png,none,single_scale,1.000000,1,10.0738,10.0738,1.0
000000545100.png,center_crop_0.5,single_scale,0.500000,0,10.0738,6.8186,1.0
000000545100.png,center_crop_0.75,single_scale,0.531250,0,10.0738,7.5137,1.0
000000545100.png,random_crop_0.5,single_scale,0.562500,0,10.0738,6.9743,1.0
000000545100.png,jpeg_q30,single_scale,1.000000,1,10.0738,12.9609,1.0
000000545129.png,none,single_scale,1.000000,1,9.6892,9.6892,1.0
000000545129.png,center_crop_0.5,single_scale,0.500000,0,9.6892,7.2418,1.0
000000545129.png,center_crop_0.75,single_scale,0.531250,0,9.6892,8.1980,1.0
000000545129.png,random_crop_0.5,single_scale,0.562500,0,9.6892,8.9651,1.0
000000545129.png,jpeg_q30,single_scale,1.000000,1,9.6892,12.8286,1.0
000000545219.png,none,single_scale,1.000000,1,10.7107,10.7107,1.0
000000545219.png,center_crop_0.5,single_scale,0.500000,0,10.7107,7.4506,1.0
000000545219.png,center_crop_0.75,single_scale,0.531250,0,10.7107,8.3217,1.0
000000545219.png,random_crop_0.5,single_scale,0.500000,0,10.7107,7.3086,1.0
000000545219.png,jpeg_q30,single_scale,1.000000,1,10.7107,13.0376,1.0
000000545407.png,none,single_scale,1.000000,1,10.1582,10.1582,1.0
000000545407.png,center_crop_0.5,single_scale,0.500000,0,10.1582,7.3288,1.0
000000545407.png,center_crop_0.75,single_scale,0.562500,0,10.1582,8.3222,1.0
000000545407.png,random_crop_0.5,single_scale,0.500000,0,10.1582,7.8288,1.0
000000545407.png,jpeg_q30,single_scale,1.000000,1,10.1582,12.9917,1.0
000000545594.png,none,single_scale,1.000000,1,10.2402,10.2402,1.0
000000545594.png,center_crop_0.5,single_scale,0.500000,0,10.2402,6.6211,1.0
000000545594.png,center_crop_0.75,single_scale,0.531250,0,10.2402,7.4371,1.0
000000545594.png,random_crop_0.5,single_scale,0.500000,0,10.2402,7.0848,1.0
000000545594.png,jpeg_q30,single_scale,1.000000,1,10.2402,12.8910,1.0
000000545730.png,none,single_scale,1.000000,1,9.9876,9.9876,1.0
