attack,mean_bit_accuracy,message_success_rate,num_samples,method
flip_h,0.646250,0.0000,50,baseline
flip_v,0.508750,0.0000,50,baseline
none,1.000000,1.0000,50,baseline
rotate_15,0.539375,0.0000,50,baseline
rotate_180,0.546250,0.0000,50,baseline
rotate_30,0.498750,0.0000,50,baseline
rotate_45,0.482500,0.0000,50,baseline
rotate_45_crop_50,0.478125,0.0000,50,baseline
rotate_90,0.493750,0.0000,50,baseline
