image,mask_ratio,attack,bit_accuracy,message_success,psnr_watermarked,psnr_attacked
000000098520.png,1.0,jpeg_q30,1.000000,1,6.9656,9.8492
000000107554.png,0.5,none,1.000000,1,10.2487,10.2487
000000107554.png,0.5,center_crop_0.5,0.500000,0,10.2487,7.1830
000000107554.png,0.5,center_crop_0.75,0.562500,0,10.2487,7.6767
000000107554.png,0.5,random_crop_0.5,0.500000,0,10.2487,7.8401
000000107554.png,0.5,jpeg_q30,1.000000,1,10.2487,12.8660
000000107554.png,0.6,none,1.000000,1,9.4614,9.4614
000000107554.png,0.6,center_crop_0.5,0.500000,0,9.4614,7.1830
000000107554.png,0.6,center_crop_0.75,0.625000,0,9.4614,7.3619
000000107554.png,0.6,random_crop_0.5,0.531250,0,9.4614,6.7305
000000107554.png,0.6,jpeg_q30,1.000000,1,9.4614,12.1641
000000107554.png,0.7,none,1.000000,1,8.7576,8.7576
000000107554.png,0.7,center_crop_0.5,0.500000,0,8.7576,7.1830
000000107554.png,0.7,center_crop_0.75,0.625000,0,8.7576,7.3619
000000107554.png,0.7,random_crop_0.5,0.531250,0,8.7576,7.3367
000000107554.png,0.7,jpeg_q30,1.000000,1,8.7576,11.5144
000000107554.png,0.8,none,1.000000,1,8.2063,8.2063
000000107554.png,0.8,center_crop_0.5,0.500000,0,8.2063,7.1830
000000107554.png,0.8,center_crop_0.75,0.625000,0,8.2063,7.3619
000000107554.png,0.8,random_crop_0.5,0.562500,0,8.2063,6.9427
000000107554.png,0.8,jpeg_q30,1.000000,1,8.2063,10.9628
000000107554.png,0.9,none,1.000000,1,7.6529,7.6529
000000107554.png,0.9,center_crop_0.5,0.500000,0,7.6529,7.1830
000000107554.png,0.9,center_crop_0.75,0.625000,0,7.6529,7.3619
000000107554.png,0.9,random_crop_0.5,0.531250,0,7.6529,6.7069
000000107554.png,0.9,jpeg_q30,1.000000,1,7.6529,10.4059
000000107554.png,1.0,none,1.000000,1,7.1609,7.1609
000000107554.png,1.0,center_crop_0.5,0.500000,0,7.1609,7.1830
000000107554.png,1.0,center_crop_0.75,0.625000,0,7.1609,7.3619
000000107554.png,1.0,random_crop_0.5,0.500000,0,7.1609,6.9908
000000107554.png,1.0,jpeg_q30,1.000000,1,7.1609,9.8794
000000121673.png,0.5,none,1.000000,1,9.9971,9.9971
000000121673.png,0.5,center_crop_0.5,0.500000,0,9.9971,6.9265
000000121673.png,0.5,center_crop_0.75,0.562500,0,9.9971,7.5922
000000121673.png,0.5,random_crop_0.5,0.531250,0,9.9971,6.9806
000000121673.png,0.5,jpeg_q30,1.000000,1,9.9971,12.8875
000000121673.png,0.6,none,1.000000,1,9.1910,9.1910
000000121673.png,0.6,center_crop_0.5,0.500000,0,9.1910,6.9265
000000121673.png,0.6,center_crop_0.75,0.656250,0,9.1910,7.1259
000000121673.png,0.6,random_crop_0.5,0.500000,0,9.1910,7.1643
000000121673.png,0.6,jpeg_q30,1.000000,1,9.1910,12.1310
000000121673.png,0.7,none,1.000000,1,8.5055,8.5055
000000121673.png,0.7,center_crop_0.5,0.500000,0,8.5055,6.9265
000000121673.png,0.7,center_crop_0.75,0.656250,0,8.5055,7.1259
000000121673.png,0.7,random_crop_0.5,0.500000,0,8.5055,6.9127
000000121673.png,0.7,jpeg_q30,1.000000,1,8.5055,11.4640
000000121673.png,0.8,none,1.000000,1,7.9369,7.9369
000000121673.png,0.8,center_crop_0.5,0.500000,0,7.9369,6.9265
000000121673.png,0.8,center_crop_0.75,0.656250,0,7.9369,7.1259
000000121673.png,0.8,random_crop_0.5,0.312500,0,7.9369,7.2396
000000121673.png,0.8,jpeg_q30,1.000000,1,7.9369,10.8432
000000121673.png,0.9,none,1.000000,1,7.4429,7.4429
000000121673.png,0.9,center_crop_0.5,0.500000,0,7.4429,6.9265
000000121673.png,0.9,center_crop_0.75,0.656250,0,7.4429,7.1259
000000121673.png,0.9,random_crop_0.5,0.468750,0,7.4429,6.9152
000000121673.png,0.9,jpeg_q30,1.000000,1,7.4429,10.3545
000000121673.png,1.0,none,1.000000,1,6.9502,6.9502
000000121673.png,1.0,center_crop_0.5,0.500000,0,6.9502,6.9265
000000121673.png,1.0,center_crop_0.75,0.656250,0,6.9502,7.1259
000000121673.png,1.0,random_crop_0.5,0.625000,0,6.9502,6.7969
000000121673.png,1.0,jpeg_q30,1.000000,1,6.9502,9.7848
000000134322.png,0.5,none,1.000000,1,10.6092,10.6092
000000134322.png,0.5,center_crop_0.5,0.500000,0,10.6092,7.4919
000000134322.png,0.5,center_crop_0.75,0.687500,0,10.6092,8.0716
000000134322.png,0.5,random_crop_0.5,0.593750,0,10.6092,8.3290
000000134322.png,0.5,jpeg_q30,1.000000,1,10.6092,12.9577
000000134322.png,0.6,none,1.000000,1,9.8546,9.8546
000000134322.png,0.6,center_crop_0.5,0.500000,0,9.8546,7.4919
000000134322.png,0.6,center_crop_0.75,0.718750,0,9.8546,7.7480
000000134322.png,0.6,random_crop_0.5,0.500000,0,9.8546,7.4788
000000134322.png,0.6,jpeg_q30,1.000000,1,9.8546,12.2050
000000134322.png,0.7,none,1.000000,1,9.1979,9.1979
000000134322.png,0.7,center_crop_0.5,0.500000,0,9.1979,7.4919
000000134322.png,0.7,center_crop_0.75,0.718750,0,9.1979,7.7480
000000134322.png,0.7,random_crop_0.5,0.500000,0,9.1979,7.8085
000000134322.png,0.7,jpeg_q30,1.000000,1,9.1979,11.5684
000000134322.png,0.8,none,1.000000,1,8.6182,8.6182
000000134322.png,0.8,center_crop_0.5,0.500000,0,8.6182,7.4919
000000134322.png,0.8,center_crop_0.75,0.718750,0,8.6182,7.7480
000000134322.png,0.8,random_crop_0.5,0.437500,0,8.6182,7.5009
000000134322.png,0.8,jpeg_q30,1.000000,1,8.6182,10.9828
000000134322.png,0.9,none,1.000000,1,8.1100,8.1100
000000134322.png,0.9,center_crop_0.5,0.500000,0,8.1100,7.4919
000000134322.png,0.9,center_crop_0.75,0.718750,0,8.1100,7.7480
000000134322.png,0.9,random_crop_0.5,0.531250,0,8.1100,6.6589
000000134322.png,0.9,jpeg_q30,1.000000,1,8.1100,10.4965
000000134322.png,1.0,none,1.000000,1,7.5869,7.5869
000000134322.png,1.0,center_crop_0.5,0.500000,0,7.5869,7.4919
000000134322.png,1.0,center_crop_0.75,0.718750,0,7.5869,7.7480
000000134322.png,1.0,random_crop_0.5,0.500000,0,7.5869,7.4769
000000134322.png,1.0,jpeg_q30,1.000000,1,7.5869,9.9226
000000150649.png,0.5,none,1.000000,1,9.8152,9.8152
000000150649.png,0.5,center_crop_0.5,0.500000,0,9.8152,6.7299
000000150649.png,0.5,center_crop_0.75,0.593750,0,9.8152,7.3906
000000150649.png,0.5,random_crop_0.5,0.531250,0,9.8152,6.9675
000000150649.png,0.5,jpeg_q30,1.000000,1,9.8152,12.8595
000000150649.png,0.6,none,1.000000,1,9.0512,9.0512
000000150649.png,0.6,center_crop_0.5,0.500000,0,9.0512,6.7299
000000150649.png,0.6,center_crop_0.75,0.718750,0,9.0512,7.0355
000000150649.png,0.6,random_crop_0.5,0.468750,0,9.0512,6.8175
000000150649.png,0.6,jpeg_q30,1.000000,1,9.0512,12.1176
000000150649.png,0.7,none,1.000000,1,8.3621,8.3621
000000150649.png,0.7,center_crop_0.5,0.500000,0,8.3621,6.7299
000000150649.png,0.7,center_crop_0.75,0.718750,0,8.3621,7.0355
000000150649.png,0.7,random_crop_0.5,0.500000,0,8.3621,6.8964
000000150649.png,0.7,jpeg_q30,1.000000,1,8.3621,11.4472
000000150649.png,0.8,none,1.000000,1,7.8054,7.8054
000000150649.png,0.8,center_crop_0.5,0.500000,0,7.8054,6.7299
000000150649.png,0.8,center_crop_0.75,0.718750,0,7.8054,7.0355
000000150649.png,0.8,random_crop_0.5,0.468750,0,7.8054,7.3810
000000150649.png,0.8,jpeg_q30,1.000000,1,7.8054,10.8704
000000150649.png,0.9,none,1.000000,1,7.2833,7.2833
000000150649.png,0.9,center_crop_0.5,0.500000,0,7.2833,6.7299
000000150649.png,0.9,center_crop_0.75,0.718750,0,7.2833,7.0355
000000150649.png,0.9,random_crop_0.5,0.468750,0,7.2833,6.8449
000000150649.png,0.9,jpeg_q30,1.000000,1,7.2833,10.3447
000000150649.png,1.0,none,1.000000,1,6.7873,6.7873
000000150649.png,1.0,center_crop_0.5,0.500000,0,6.7873,6.7299
000000150649.png,1.0,center_crop_0.75,0.718750,0,6.7873,7.0355
000000150649.png,1.0,random_crop_0.5,0.500000,0,6.7873,6.6685
000000150649.png,1.0,jpeg_q30,1.000000,1,6.7873,9.8078
000000154000.png,0.5,none,1.000000,1,10.3718,10.3718
000000154000.png,0.5,center_crop_0.5,0.500000,0,10.3718,6.2151
000000154000.png,0.5,center_crop_0.75,0.750000,0,10.3718,7.2580
000000154000.png,0.5,random_crop_0.5,0.562500,0,10.3718,6.6245
000000154000.png,0.5,jpeg_q30,1.000000,1,10.3718,12.9829
000000154000.png,0.6,none,1.000000,1,9.6154,9.6154
000000154000.png,0.6,center_crop_0.5,0.500000,0,9.6154,6.2151
000000154000.png,0.6,center_crop_0.75,0.781250,0,9.6154,7.0351
000000154000.png,0.6,random_crop_0.5,0.593750,0,9.6154,6.8001
000000154000.png,0.6,jpeg_q30,1.000000,1,9.6154,12.2221
000000154000.png,0.7,none,1.000000,1,8.9454,8.9454
000000154000.png,0.7,center_crop_0.5,0.500000,0,8.9454,6.2151
000000154000.png,0.7,center_crop_0.75,0.781250,0,8.9454,7.0351
000000154000.png,0.7,random_crop_0.5,0.562500,0,8.9454,6.8098
000000154000.png,0.7,jpeg_q30,1.000000,1,8.9454,11.5378
000000154000.png,0.8,none,1.000000,1,8.3687,8.3687
000000154000.png,0.8,center_crop_0.5,0.500000,0,8.3687,6.2151
000000154000.png,0.8,center_crop_0.75,0.781250,0,8.3687,7.0351
000000154000.png,0.8,random_crop_0.5,0.531250,0,8.3687,6.1808
000000154000.png,0.8,jpeg_q30,1.000000,1,8.3687,10.9220
000000154000.png,0.9,none,1.000000,1,7.8533,7.8533
000000154000.png,0.9,center_crop_0.5,0.500000,0,7.8533,6.2151
000000154000.png,0.9,center_crop_0.75,0.781250,0,7.8533,7.0351
000000154000.png,0.9,random_crop_0.5,0.468750,0,7.8533,5.9996
000000154000.png,0.9,jpeg_q30,1.000000,1,7.8533,10.3989
000000154000.png,1.0,none,1.000000,1,7.3467,7.3467
000000154000.png,1.0,center_crop_0.5,0.500000,0,7.3467,6.2151
000000154000.png,1.0,center_crop_0.75,0.781250,0,7.3467,7.0351
000000154000.png,1.0,random_crop_0.5,0.500000,0,7.3467,7.1426
000000154000.png,1.0,jpeg_q30,1.000000,1,7.3467,9.8269
000000186632.png,0.5,none,1.000000,1,10.1860,10.1860
000000186632.png,0.5,center_crop_0.5,0.500000,0,10.1860,7.1500
000000186632.png,0.5,center_crop_0.75,0.625000,0,10.1860,7.6259
000000186632.png,0.5,random_crop_0.5,0.593750,0,10.1860,8.0111
000000186632.png,0.5,jpeg_q30,1.000000,1,10.1860,12.9014
000000186632.png,0.6,none,1.000000,1,9.3977,9.3977
000000186632.png,0.6,center_crop_0.5,0.500000,0,9.3977,7.1500
000000186632.png,0.6,center_crop_0.75,0.750000,0,9.3977,7.2502
000000186632.png,0.6,random_crop_0.5,0.500000,0,9.3977,6.8793
000000186632.png,0.6,jpeg_q30,1.000000,1,9.3977,12.1466
000000186632.png,0.7,none,1.000000,1,8.7073,8.7073
000000186632.png,0.7,center_crop_0.5,0.500000,0,8.7073,7.1500
000000186632.png,0.7,center_crop_0.75,0.750000,0,8.7073,7.2502
000000186632.png,0.7,random_crop_0.5,0.468750,0,8.7073,7.3186
000000186632.png,0.7,jpeg_q30,1.000000,1,8.7073,11.4500
000000186632.png,0.8,none,1.000000,1,8.1604,8.1604
000000186632.png,0.8,center_crop_0.5,0.500000,0,8.1604,7.1500
000000186632.png,0.8,center_crop_0.75,0.750000,0,8.1604,7.2502
000000186632.png,0.8,random_crop_0.5,0.562500,0,8.1604,7.0688
000000186632.png,0.8,jpeg_q30,1.000000,1,8.1604,10.9141
000000186632.png,0.9,none,1.000000,1,7.6095,7.6095
000000186632.png,0.9,center_crop_0.5,0.500000,0,7.6095,7.1500
000000186632.png,0.9,center_crop_0.75,0.750000,0,7.6095,7.2502
000000186632.png,0.9,random_crop_0.5,0.468750,0,7.6095,7.1838
000000186632.png,0.9,jpeg_q30,1.000000,1,7.6095,10.3468
000000186632.png,1.0,none,1.000000,1,7.1169,7.1169
000000186632.png,1.0,center_crop_0.5,0.500000,0,7.1169,7.1500
000000186632.png,1.0,center_crop_0.75,0.750000,0,7.1169,7.2502
000000186632.png,1.0,random_crop_0.5,0.406250,0,7.1169,7.1527
000000186632.png,1.0,jpeg_q30,1.000000,1,7.1169,9.8089
000000201775.png,0.5,none,1.000000,1,9.8451,9.8451
000000201775.png,0.5,center_crop_0.5,0.500000,0,9.8451,6.6920
000000201775.png,0.5,center_crop_0.75,0.531250,0,9.8451,7.1625
000000201775.png,0.5,random_crop_0.5,0.562500,0,9.8451,7.1056
000000201775.png,0.5,jpeg_q30,1.000000,1,9.8451,12.9708
000000201775.png,0.6,none,1.000000,1,9.0891,9.0891
000000201775.png,0.6,center_crop_0.5,0.500000,0,9.0891,6.6920
000000201775.png,0.6,center_crop_0.75,0.625000,0,9.0891,6.8285
000000201775.png,0.6,random_crop_0.5,0.500000,0,9.0891,6.9963
000000201775.png,0.6,jpeg_q30,1.000000,1,9.0891,12.2247
000000201775.png,0.7,none,1.000000,1,8.4336,8.4336
000000201775.png,0.7,center_crop_0.5,0.500000,0,8.4336,6.6920
000000201775.png,0.7,center_crop_0.75,0.625000,0,8.4336,6.8285
000000201775.png,0.7,random_crop_0.5,0.468750,0,8.4336,7.0712
000000201775.png,0.7,jpeg_q30,1.000000,1,8.4336,11.5431
000000201775.png,0.8,none,1.000000,1,7.9021,7.9021
000000201775.png,0.8,center_crop_0.5,0.500000,0,7.9021,6.6920
000000201775.png,0.8,center_crop_0.75,0.625000,0,7.9021,6.8285
000000201775.png,0.8,random_crop_0.5,0.375000,0,7.9021,6.6907
000000201775.png,0.8,jpeg_q30,1.000000,1,7.9021,10.9817
000000201775.png,0.9,none,1.000000,1,7.4011,7.4011
000000201775.png,0.9,center_crop_0.5,0.500000,0,7.4011,6.6920
000000201775.png,0.9,center_crop_0.75,0.625000,0,7.4011,6.8285
000000201775.png,0.9,random_crop_0.5,0.531250,0,7.4011,6.6533
000000201775.png,0.9,jpeg_q30,1.000000,1,7.4011,10.4343
000000201775.png,1.0,none,1.000000,1,6.9314,6.9314
000000201775.png,1.0,center_crop_0.5,0.500000,0,6.9314,6.6920
000000201775.png,1.0,center_crop_0.75,0.625000,0,6.9314,6.8285
000000201775.png,1.0,random_crop_0.5,0.531250,0,6.9314,6.6092
000000201775.png,1.0,jpeg_q30,1.000000,1,6.9314,9.8980
000000205647.png,0.5,none,1.000000,1,9.9815,9.9815
000000205647.png,0.5,center_crop_0.5,0.500000,0,9.9815,7.1636
000000205647.png,0.5,center_crop_0.75,0.562500,0,9.9815,7.5442
000000205647.png,0.5,random_crop_0.5,0.531250,0,9.9815,7.0214
000000205647.png,0.5,jpeg_q30,1.000000,1,9.9815,12.7983
000000205647.png,0.6,none,1.000000,1,9.1699,9.1699
000000205647.png,0.6,center_crop_0.5,0.500000,0,9.1699,7.1636
000000205647.png,0.6,center_crop_0.75,0.562500,0,9.1699,7.1187
000000205647.png,0.6,random_crop_0.5,0.500000,0,9.1699,7.2287
000000205647.png,0.6,jpeg_q30,1.000000,1,9.1699,12.0449
000000205647.png,0.7,none,1.000000,1,8.4700,8.4700
000000205647.png,0.7,center_crop_0.5,0.500000,0,8.4700,7.1636
000000205647.png,0.7,center_crop_0.75,0.562500,0,8.4700,7.1187
000000205647.png,0.7,random_crop_0.5,0.500000,0,8.4700,7.2288
000000205647.png,0.7,jpeg_q30,1.000000,1,8.4700,11.3792
000000205647.png,0.8,none,1.000000,1,7.8882,7.8882
000000205647.png,0.8,center_crop_0.5,0.500000,0,7.8882,7.1636
000000205647.png,0.8,center_crop_0.75,0.562500,0,7.8882,7.1187
000000205647.png,0.8,random_crop_0.5,0.531250,0,7.8882,7.0283
000000205647.png,0.8,jpeg_q30,1.000000,1,7.8882,10.7919
000000205647.png,0.9,none,1.000000,1,7.3663,7.3663
000000205647.png,0.9,center_crop_0.5,0.500000,0,7.3663,7.1636
000000205647.png,0.9,center_crop_0.75,0.562500,0,7.3663,7.1187
000000205647.png,0.9,random_crop_0.5,0.531250,0,7.3663,7.0610
000000205647.png,0.9,jpeg_q30,1.000000,1,7.3663,10.2870
000000205647.png,1.0,none,1.000000,1,6.8576,6.8576
000000205647.png,1.0,center_crop_0.5,0.500000,0,6.8576,7.1636
000000205647.png,1.0,center_crop_0.75,0.562500,0,6.8576,7.1187
000000205647.png,1.0,random_crop_0.5,0.562500,0,6.8576,6.9921
000000205647.png,1.0,jpeg_q30,1.000000,1,6.8576,9.7388
000000207306.png,0.5,none,1.000000,1,10.2220,10.2220
000000207306.png,0.5,center_crop_0.5,0.500000,0,10.2220,6.6376
000000207306.png,0.5,center_crop_0.75,0.687500,0,10.2220,7.6339
000000207306.png,0.5,random_crop_0.5,0.468750,0,10.2220,6.9440
000000207306.png,0.5,jpeg_q30,1.000000,1,10.2220,12.9861
000000207306.png,0.6,none,1.000000,1,9.4258,9.4258
000000207306.png,0.6,center_crop_0.5,0.500000,0,9.4258,6.6376
000000207306.png,0.6,center_crop_0.75,0.718750,0,9.4258,7.2234
000000207306.png,0.6,random_crop_0.5,0.500000,0,9.4258,7.6326
000000207306.png,0.6,jpeg_q30,1.000000,1,9.4258,12.2350
000000207306.png,0.7,none,1.000000,1,8.7303,8.7303
000000207306.png,0.7,center_crop_0.5,0.500000,0,8.7303,6.6376
000000207306.png,0.7,center_crop_0.75,0.718750,0,8.7303,7.2234
000000207306.png,0.7,random_crop_0.5,0.500000,0,8.7303,7.3391
000000207306.png,0.7,jpeg_q30,1.000000,1,8.7303,11.5542
000000207306.png,0.8,none,1.000000,1,8.1838,8.1838
000000207306.png,0.8,center_crop_0.5,0.500000,0,8.1838,6.6376
000000207306.png,0.8,center_crop_0.75,0.718750,0,8.1838,7.2234
000000207306.png,0.8,random_crop_0.5,0.562500,0,8.1838,6.9785
000000207306.png,0.8,jpeg_q30,1.000000,1,8.1838,11.0085
000000207306.png,0.9,none,1.000000,1,7.6442,7.6442
000000207306.png,0.9,center_crop_0.5,0.500000,0,7.6442,6.6376
000000207306.png,0.9,center_crop_0.75,0.718750,0,7.6442,7.2234
000000207306.png,0.9,random_crop_0.5,0.500000,0,7.6442,7.3798
000000207306.png,0.9,jpeg_q30,1.000000,1,7.6442,10.4488
000000207306.png,1.0,none,1.000000,1,7.1681,7.1681
000000207306.png,1.0,center_crop_0.5,0.500000,0,7.1681,6.6376
000000207306.png,1.0,center_crop_0.75,0.718750,0,7.1681,7.2234
000000207306.png,1.0,random_crop_0.5,0.500000,0,7.1681,6.0991
000000207306.png,1.0,jpeg_q30,1.000000,1,7.1681,9.9246
000000210299.png,0.5,none,1.000000,1,10.0383,10.0383
000000210299.png,0.5,center_crop_0.5,0.500000,0,10.0383,6.9072
000000210299.png,0.5,center_crop_0.75,0.625000,0,10.0383,7.5263
000000210299.png,0.5,random_crop_0.5,0.562500,0,10.0383,6.9187
000000210299.png,0.5,jpeg_q30,1.000000,1,10.0383,12.9460
000000210299.png,0.6,none,1.000000,1,9.2362,9.2362
000000210299.png,0.6,center_crop_0.5,0.500000,0,9.2362,6.9072
000000210299.png,0.6,center_crop_0.75,0.687500,0,9.2362,7.0622
000000210299.png,0.6,random_crop_0.5,0.593750,0,9.2362,7.1149
000000210299.png,0.6,jpeg_q30,1.000000,1,9.2362,12.1897
000000210299.png,0.7,none,1.000000,1,8.5562,8.5562
000000210299.png,0.7,center_crop_0.5,0.500000,0,8.5562,6.9072
000000210299.png,0.7,center_crop_0.75,0.687500,0,8.5562,7.0622
000000210299.png,0.7,random_crop_0.5,0.500000,0,8.5562,7.9278
000000210299.png,0.7,jpeg_q30,1.000000,1,8.5562,11.5256
000000210299.png,0.8,none,1.000000,1,7.9910,7.9910
000000210299.png,0.8,center_crop_0.5,0.500000,0,7.9910,6.9072
000000210299.png,0.8,center_crop_0.75,0.687500,0,7.9910,7.0622
000000210299.png,0.8,random_crop_0.5,0.500000,0,7.9910,7.1517
000000210299.png,0.8,jpeg_q30,1.000000,1,7.9910,10.9277
000000210299.png,0.9,none,1.000000,1,7.4989,7.4989
000000210299.png,0.9,center_crop_0.5,0.500000,0,7.4989,6.9072
000000210299.png,0.9,center_crop_0.75,0.687500,0,7.4989,7.0622
000000210299.png,0.9,random_crop_0.5,0.500000,0,7.4989,7.0063
000000210299.png,0.9,jpeg_q30,1.000000,1,7.4989,10.4040
000000210299.png,1.0,none,1.000000,1,7.0095,7.0095
000000210299.png,1.0,center_crop_0.5,0.500000,0,7.0095,6.9072
000000210299.png,1.0,center_crop_0.75,0.687500,0,7.0095,7.0622
000000210299.png,1.0,random_crop_0.5,0.531250,0,7.0095,6.9624
000000210299.png,1.0,jpeg_q30,1.000000,1,7.0095,9.8738
000000219440.png,0.5,none,1.000000,1,10.4365,10.4365
000000219440.png,0.5,center_crop_0.5,0.500000,0,10.4365,7.2414
000000219440.png,0.5,center_crop_0.75,0.687500,0,10.4365,7.9562
000000219440.png,0.5,random_crop_0.5,0.375000,0,10.4365,6.9533
000000219440.png,0.5,jpeg_q30,1.000000,1,10.4365,13.0567
000000219440.png,0.6,none,1.000000,1,9.6546,9.6546
000000219440.png,0.6,center_crop_0.5,0.500000,0,9.6546,7.2414
000000219440.png,0.6,center_crop_0.75,0.812500,0,9.6546,7.5651
000000219440.png,0.6,random_crop_0.5,0.437500,0,9.6546,6.9338
000000219440.png,0.6,jpeg_q30,1.000000,1,9.6546,12.2893
000000219440.png,0.7,none,1.000000,1,8.9684,8.9684
000000219440.png,0.7,center_crop_0.5,0.500000,0,8.9684,7.2414
000000219440.png,0.7,center_crop_0.75,0.812500,0,8.9684,7.5651
000000219440.png,0.7,random_crop_0.5,0.375000,0,8.9684,7.4439
000000219440.png,0.7,jpeg_q30,1.000000,1,8.9684,11.5876
000000219440.png,0.8,none,1.000000,1,8.4191,8.4191
000000219440.png,0.8,center_crop_0.5,0.500000,0,8.4191,7.2414
000000219440.png,0.8,center_crop_0.75,0.812500,0,8.4191,7.5651
000000219440.png,0.8,random_crop_0.5,0.562500,0,8.4191,7.5295
000000219440.png,0.8,jpeg_q30,1.000000,1,8.4191,11.0283
000000219440.png,0.9,none,1.000000,1,7.8924,7.8924
000000219440.png,0.9,center_crop_0.5,0.500000,0,7.8924,7.2414
000000219440.png,0.9,center_crop_0.75,0.812500,0,7.8924,7.5651
000000219440.png,0.9,random_crop_0.5,0.531250,0,7.8924,6.8103
000000219440.png,0.9,jpeg_q30,1.000000,1,7.8924,10.4895
000000219440.png,1.0,none,1.000000,1,7.4125,7.4125
000000219440.png,1.0,center_crop_0.5,0.500000,0,7.4125,7.2414
000000219440.png,1.0,center_crop_0.75,0.812500,0,7.4125,7.5651
000000219440.png,1.0,random_crop_0.5,0.468750,0,7.4125,7.3028
000000219440.png,1.0,jpeg_q30,1.000000,1,7.4125,9.9625
000000230166.png,0.5,none,1.000000,1,10.0146,10.0146
000000230166.png,0.5,center_crop_0.5,0.500000,0,10.0146,7.1124
000000230166.png,0.5,center_crop_0.75,0.625000,0,10.0146,7.6534
000000230166.png,0.5,random_crop_0.5,0.406250,0,10.0146,7.2840
000000230166.png,0.5,jpeg_q30,1.000000,1,10.0146,12.9894
000000230166.png,0.6,none,1.000000,1,9.2271,9.2271
000000230166.png,0.6,center_crop_0.5,0.500000,0,9.2271,7.1124
000000230166.png,0.6,center_crop_0.75,0.687500,0,9.2271,7.2390
000000230166.png,0.6,random_crop_0.5,0.531250,0,9.2271,7.1440
000000230166.png,0.6,jpeg_q30,1.000000,1,9.2271,12.2420
000000230166.png,0.7,none,1.000000,1,8.5455,8.5455
000000230166.png,0.7,center_crop_0.5,0.500000,0,8.5455,7.1124
000000230166.png,0.7,center_crop_0.75,0.687500,0,8.5455,7.2390
000000230166.png,0.7,random_crop_0.5,0.500000,0,8.5455,6.7171
000000230166.png,0.7,jpeg_q30,1.000000,1,8.5455,11.5793
000000230166.png,0.8,none,1.000000,1,8.0132,8.0132
000000230166.png,0.8,center_crop_0.5,0.500000,0,8.0132,7.1124
000000230166.png,0.8,center_crop_0.75,0.687500,0,8.0132,7.2390
000000230166.png,0.8,random_crop_0.5,0.531250,0,8.0132,7.0840
000000230166.png,0.8,jpeg_q30,1.000000,1,8.0132,11.0308
000000230166.png,0.9,none,1.000000,1,7.4768,7.4768
000000230166.png,0.9,center_crop_0.5,0.500000,0,7.4768,7.1124
000000230166.png,0.9,center_crop_0.75,0.687500,0,7.4768,7.2390
000000230166.png,0.9,random_crop_0.5,0.500000,0,7.4768,7.2124
000000230166.png,0.9,jpeg_q30,1.000000,1,7.4768,10.4464
000000230166.png,1.0,none,1.000000,1,7.0081,7.0081
000000230166.png,1.0,center_crop_0.5,0.500000,0,7.0081,7.1124
000000230166.png,1.0,center_crop_0.75,0.687500,0,7.0081,7.2390
000000230166.png,1.0,random_crop_0.5,0.500000,0,7.0081,7.0015
000000230166.png,1.0,jpeg_q30,1.000000,1,7.0081,9.9173
000000249180.png,0.5,none,1.000000,1,9.9383,9.9383
000000249180.png,0.5,center_crop_0.5,0.500000,0,9.9383,6.4929
000000249180.png,0.5,center_crop_0.75,0.687500,0,9.9383,6.9376
000000249180.png,0.5,random_crop_0.5,0.437500,0,9.9383,7.3769
000000249180.png,0.5,jpeg_q30,1.000000,1,9.9383,12.7888
000000249180.png,0.6,none,1.000000,1,9.1873,9.1873
000000249180.png,0.6,center_crop_0.5,0.500000,0,9.1873,6.4929
000000249180.png,0.6,center_crop_0.75,0.687500,0,9.1873,6.6852
000000249180.png,0.6,random_crop_0.5,0.531250,0,9.1873,6.5917
000000249180.png,0.6,jpeg_q30,1.000000,1,9.1873,12.0345
000000249180.png,0.7,none,1.000000,1,8.5240,8.5240
000000249180.png,0.7,center_crop_0.5,0.500000,0,8.5240,6.4929
000000249180.png,0.7,center_crop_0.75,0.687500,0,8.5240,6.6852
000000249180.png,0.7,random_crop_0.5,0.531250,0,8.5240,6.9554
000000249180.png,0.7,jpeg_q30,1.000000,1,8.5240,11.3766
000000249180.png,0.8,none,1.000000,1,7.9802,7.9802
000000249180.png,0.8,center_crop_0.5,0.500000,0,7.9802,6.4929
000000249180.png,0.8,center_crop_0.75,0.687500,0,7.9802,6.6852
000000249180.png,0.8,random_crop_0.5,0.500000,0,7.9802,7.0892
000000249180.png,0.8,jpeg_q30,1.000000,1,7.9802,10.8128
000000249180.png,0.9,none,1.000000,1,7.4874,7.4874
000000249180.png,0.9,center_crop_0.5,0.500000,0,7.4874,6.4929
000000249180.png,0.9,center_crop_0.75,0.687500,0,7.4874,6.6852
000000249180.png,0.9,random_crop_0.5,0.531250,0,7.4874,6.4838
000000249180.png,0.9,jpeg_q30,1.000000,1,7.4874,10.3131
000000249180.png,1.0,none,1.000000,1,7.0130,7.0130
000000249180.png,1.0,center_crop_0.5,0.500000,0,7.0130,6.4929
000000249180.png,1.0,center_crop_0.75,0.687500,0,7.0130,6.6852
000000249180.png,1.0,random_crop_0.5,0.500000,0,7.0130,6.5695
000000249180.png,1.0,jpeg_q30,1.000000,1,7.0130,9.7755
000000260657.png,0.5,none,1.000000,1,10.3246,10.3246
000000260657.png,0.5,center_crop_0.5,0.500000,0,10.3246,6.2740
000000260657.png,0.5,center_crop_0.75,0.781250,0,10.3246,6.9016
