image,mask_ratio,attack,bit_accuracy,message_success,psnr_watermarked,psnr_attacked
000000437351.png,0.6,center_crop_0.75,0.812500,0,9.6930,6.7151
000000437351.png,0.6,random_crop_0.5,0.562500,0,9.6930,5.7464
000000437351.png,0.6,jpeg_q30,1.000000,1,9.6930,12.0433
000000437351.png,0.7,none,1.000000,1,9.0396,9.0396
000000437351.png,0.7,center_crop_0.5,0.500000,0,9.0396,6.3512
000000437351.png,0.7,center_crop_0.75,0.812500,0,9.0396,6.7151
000000437351.png,0.7,random_crop_0.5,0.500000,0,9.0396,5.7233
000000437351.png,0.7,jpeg_q30,1.000000,1,9.0396,11.4042
000000437351.png,0.8,none,1.000000,1,8.5146,8.5146
000000437351.png,0.8,center_crop_0.5,0.500000,0,8.5146,6.3512
000000437351.png,0.8,center_crop_0.75,0.812500,0,8.5146,6.7151
000000437351.png,0.8,random_crop_0.5,0.468750,0,8.5146,6.4834
000000437351.png,0.8,jpeg_q30,1.000000,1,8.5146,10.7985
000000437351.png,0.9,none,1.000000,1,8.0377,8.0377
000000437351.png,0.9,center_crop_0.5,0.500000,0,8.0377,6.3512
000000437351.png,0.9,center_crop_0.75,0.812500,0,8.0377,6.7151
000000437351.png,0.9,random_crop_0.5,0.437500,0,8.0377,6.1228
000000437351.png,0.9,jpeg_q30,1.000000,1,8.0377,10.2953
000000437351.png,1.0,none,1.000000,1,7.5838,7.5838
000000437351.png,1.0,center_crop_0.5,0.500000,0,7.5838,6.3512
000000437351.png,1.0,center_crop_0.75,0.812500,0,7.5838,6.7151
000000437351.png,1.0,random_crop_0.5,0.562500,0,7.5838,7.1527
000000437351.png,1.0,jpeg_q30,1.000000,1,7.5838,9.7717
000000477805.png,0.5,none,1.000000,1,11.1262,11.1262
000000477805.png,0.5,center_crop_0.5,0.500000,0,11.1262,8.5100
000000477805.png,0.5,center_crop_0.75,0.781250,0,11.1262,8.7077
000000477805.png,0.5,random_crop_0.5,0.500000,0,11.1262,8.2507
000000477805.png,0.5,jpeg_q30,1.000000,1,11.1262,12.7856
000000477805.png,0.6,none,1.000000,1,10.3432,10.3432
000000477805.png,0.6,center_crop_0.5,0.500000,0,10.3432,8.5100
000000477805.png,0.6,center_crop_0.75,0.812500,0,10.3432,8.1827
000000477805.png,0.6,random_crop_0.5,0.562500,0,10.3432,8.5168
000000477805.png,0.6,jpeg_q30,1.000000,1,10.3432,11.9718
000000477805.png,0.7,none,1.000000,1,9.6763,9.6763
000000477805.png,0.7,center_crop_0.5,0.500000,0,9.6763,8.5100
000000477805.png,0.7,center_crop_0.75,0.812500,0,9.6763,8.1827
000000477805.png,0.7,random_crop_0.5,0.437500,0,9.6763,8.0419
000000477805.png,0.7,jpeg_q30,1.000000,1,9.6763,11.3175
000000477805.png,0.8,none,1.000000,1,9.1580,9.1580
000000477805.png,0.8,center_crop_0.5,0.500000,0,9.1580,8.5100
000000477805.png,0.8,center_crop_0.75,0.812500,0,9.1580,8.1827
000000477805.png,0.8,random_crop_0.5,0.406250,0,9.1580,8.3606
000000477805.png,0.8,jpeg_q30,1.000000,1,9.1580,10.7686
000000477805.png,0.9,none,1.000000,1,8.6015,8.6015
000000477805.png,0.9,center_crop_0.5,0.500000,0,8.6015,8.5100
000000477805.png,0.9,center_crop_0.75,0.812500,0,8.6015,8.1827
000000477805.png,0.9,random_crop_0.5,0.406250,0,8.6015,8.5551
000000477805.png,0.9,jpeg_q30,1.000000,1,8.6015,10.1864
000000477805.png,1.0,none,1.000000,1,8.1415,8.1415
000000477805.png,1.0,center_crop_0.5,0.500000,0,8.1415,8.5100
000000477805.png,1.0,center_crop_0.75,0.812500,0,8.1415,8.1827
000000477805.png,1.0,random_crop_0.5,0.656250,0,8.1415,8.1600
000000477805.png,1.0,jpeg_q30,1.000000,1,8.1415,9.6643
000000508730.png,0.5,none,1.000000,1,10.0235,10.0235
000000508730.png,0.5,center_crop_0.5,0.500000,0,10.0235,6.7760
000000508730.png,0.5,center_crop_0.75,0.593750,0,10.0235,7.5940
000000508730.png,0.5,random_crop_0.5,0.500000,0,10.0235,7.8123
000000508730.png,0.5,jpeg_q30,1.000000,1,10.0235,12.8656
000000508730.png,0.6,none,1.000000,1,9.2628,9.2628
000000508730.png,0.6,center_crop_0.5,0.500000,0,9.2628,6.7760
000000508730.png,0.6,center_crop_0.75,0.656250,0,9.2628,7.1943
000000508730.png,0.6,random_crop_0.5,0.500000,0,9.2628,7.0355
000000508730.png,0.6,jpeg_q30,1.000000,1,9.2628,12.0818
000000508730.png,0.7,none,1.000000,1,8.6009,8.6009
000000508730.png,0.7,center_crop_0.5,0.500000,0,8.6009,6.7760
000000508730.png,0.7,center_crop_0.75,0.656250,0,8.6009,7.1943
000000508730.png,0.7,random_crop_0.5,0.500000,0,8.6009,7.4481
000000508730.png,0.7,jpeg_q30,1.000000,1,8.6009,11.4160
000000508730.png,0.8,none,1.000000,1,8.0605,8.0605
000000508730.png,0.8,center_crop_0.5,0.500000,0,8.0605,6.7760
000000508730.png,0.8,center_crop_0.75,0.656250,0,8.0605,7.1943
000000508730.png,0.8,random_crop_0.5,0.500000,0,8.0605,6.8712
000000508730.png,0.8,jpeg_q30,1.000000,1,8.0605,10.8345
000000508730.png,0.9,none,1.000000,1,7.5490,7.5490
000000508730.png,0.9,center_crop_0.5,0.500000,0,7.5490,6.7760
000000508730.png,0.9,center_crop_0.75,0.656250,0,7.5490,7.1943
000000508730.png,0.9,random_crop_0.5,0.500000,0,7.5490,6.8889
000000508730.png,0.9,jpeg_q30,1.000000,1,7.5490,10.3023
000000508730.png,1.0,none,1.000000,1,7.0684,7.0684
000000508730.png,1.0,center_crop_0.5,0.500000,0,7.0684,6.7760
000000508730.png,1.0,center_crop_0.75,0.656250,0,7.0684,7.1943
000000508730.png,1.0,random_crop_0.5,0.437500,0,7.0684,6.8313
000000508730.png,1.0,jpeg_q30,1.000000,1,7.0684,9.7516
000000517056.png,0.5,none,1.000000,1,10.3417,10.3417
000000517056.png,0.5,center_crop_0.5,0.500000,0,10.3417,6.1539
000000517056.png,0.5,center_crop_0.75,0.687500,0,10.3417,6.9005
000000517056.png,0.5,random_crop_0.5,0.375000,0,10.3417,6.0509
000000517056.png,0.5,jpeg_q30,1.000000,1,10.3417,12.9461
000000517056.png,0.6,none,1.000000,1,9.5931,9.5931
000000517056.png,0.6,center_crop_0.5,0.500000,0,9.5931,6.1539
000000517056.png,0.6,center_crop_0.75,0.781250,0,9.5931,6.6834
000000517056.png,0.6,random_crop_0.5,0.531250,0,9.5931,6.4945
000000517056.png,0.6,jpeg_q30,1.000000,1,9.5931,12.1712
000000517056.png,0.7,none,1.000000,1,8.9361,8.9361
000000517056.png,0.7,center_crop_0.5,0.500000,0,8.9361,6.1539
000000517056.png,0.7,center_crop_0.75,0.781250,0,8.9361,6.6834
000000517056.png,0.7,random_crop_0.5,0.531250,0,8.9361,6.4217
000000517056.png,0.7,jpeg_q30,1.000000,1,8.9361,11.5204
000000517056.png,0.8,none,1.000000,1,8.3819,8.3819
000000517056.png,0.8,center_crop_0.5,0.500000,0,8.3819,6.1539
000000517056.png,0.8,center_crop_0.75,0.781250,0,8.3819,6.6834
000000517056.png,0.8,random_crop_0.5,0.468750,0,8.3819,6.3363
000000517056.png,0.8,jpeg_q30,1.000000,1,8.3819,10.9139
000000517056.png,0.9,none,1.000000,1,7.8687,7.8687
000000517056.png,0.9,center_crop_0.5,0.500000,0,7.8687,6.1539
000000517056.png,0.9,center_crop_0.75,0.781250,0,7.8687,6.6834
000000517056.png,0.9,random_crop_0.5,0.500000,0,7.8687,6.1127
000000517056.png,0.9,jpeg_q30,1.000000,1,7.8687,10.3783
000000517056.png,1.0,none,1.000000,1,7.3831,7.3831
000000517056.png,1.0,center_crop_0.5,0.500000,0,7.3831,6.1539
000000517056.png,1.0,center_crop_0.75,0.781250,0,7.3831,6.6834
000000517056.png,1.0,random_crop_0.5,0.593750,0,7.3831,5.8567
000000517056.png,1.0,jpeg_q30,1.000000,1,7.3831,9.7921
000000517687.png,0.5,none,1.000000,1,10.3907,10.3907
000000517687.png,0.5,center_crop_0.5,0.500000,0,10.3907,6.7517
000000517687.png,0.5,center_crop_0.75,0.687500,0,10.3907,7.0278
000000517687.png,0.5,random_crop_0.5,0.562500,0,10.3907,6.8426
000000517687.png,0.5,jpeg_q30,1.000000,1,10.3907,12.9154
000000517687.png,0.6,none,1.000000,1,9.6170,9.6170
000000517687.png,0.6,center_crop_0.5,0.500000,0,9.6170,6.7517
000000517687.png,0.6,center_crop_0.75,0.812500,0,9.6170,6.8501
000000517687.png,0.6,random_crop_0.5,0.500000,0,9.6170,6.5848
000000517687.png,0.6,jpeg_q30,1.000000,1,9.6170,12.1825
000000517687.png,0.7,none,1.000000,1,8.9550,8.9550
000000517687.png,0.7,center_crop_0.5,0.500000,0,8.9550,6.7517
000000517687.png,0.7,center_crop_0.75,0.812500,0,8.9550,6.8501
000000517687.png,0.7,random_crop_0.5,0.593750,0,8.9550,6.6112
000000517687.png,0.7,jpeg_q30,1.000000,1,8.9550,11.5209
000000517687.png,0.8,none,1.000000,1,8.4264,8.4264
000000517687.png,0.8,center_crop_0.5,0.500000,0,8.4264,6.7517
000000517687.png,0.8,center_crop_0.75,0.812500,0,8.4264,6.8501
000000517687.png,0.8,random_crop_0.5,0.500000,0,8.4264,6.7593
000000517687.png,0.8,jpeg_q30,1.000000,1,8.4264,10.9527
000000517687.png,0.9,none,1.000000,1,7.9052,7.9052
000000517687.png,0.9,center_crop_0.5,0.500000,0,7.9052,6.7517
000000517687.png,0.9,center_crop_0.75,0.812500,0,7.9052,6.8501
000000517687.png,0.9,random_crop_0.5,0.437500,0,7.9052,6.8607
000000517687.png,0.9,jpeg_q30,1.000000,1,7.9052,10.4110
000000517687.png,1.0,none,1.000000,1,7.4161,7.4161
000000517687.png,1.0,center_crop_0.5,0.500000,0,7.4161,6.7517
000000517687.png,1.0,center_crop_0.75,0.812500,0,7.4161,6.8501
000000517687.png,1.0,random_crop_0.5,0.437500,0,7.4161,6.5643
000000517687.png,1.0,jpeg_q30,1.000000,1,7.4161,9.8694
000000523957.png,0.5,none,1.000000,1,10.2490,10.2490
000000523957.png,0.5,center_crop_0.5,0.500000,0,10.2490,7.0747
000000523957.png,0.5,center_crop_0.75,0.562500,0,10.2490,7.5731
000000523957.png,0.5,random_crop_0.5,0.406250,0,10.2490,6.9639
000000523957.png,0.5,jpeg_q30,1.000000,1,10.2490,12.9458
000000523957.png,0.6,none,1.000000,1,9.4306,9.4306
000000523957.png,0.6,center_crop_0.5,0.500000,0,9.4306,7.0747
000000523957.png,0.6,center_crop_0.75,0.656250,0,9.4306,7.1854
000000523957.png,0.6,random_crop_0.5,0.593750,0,9.4306,8.1804
000000523957.png,0.6,jpeg_q30,1.000000,1,9.4306,12.1738
000000523957.png,0.7,none,1.000000,1,8.7334,8.7334
000000523957.png,0.7,center_crop_0.5,0.500000,0,8.7334,7.0747
000000523957.png,0.7,center_crop_0.75,0.656250,0,8.7334,7.1854
000000523957.png,0.7,random_crop_0.5,0.531250,0,8.7334,6.4778
000000523957.png,0.7,jpeg_q30,1.000000,1,8.7334,11.5005
000000523957.png,0.8,none,1.000000,1,8.1617,8.1617
000000523957.png,0.8,center_crop_0.5,0.500000,0,8.1617,7.0747
000000523957.png,0.8,center_crop_0.75,0.656250,0,8.1617,7.1854
000000523957.png,0.8,random_crop_0.5,0.656250,0,8.1617,7.5940
000000523957.png,0.8,jpeg_q30,1.000000,1,8.1617,10.9338
000000523957.png,0.9,none,1.000000,1,7.6501,7.6501
000000523957.png,0.9,center_crop_0.5,0.500000,0,7.6501,7.0747
000000523957.png,0.9,center_crop_0.75,0.656250,0,7.6501,7.1854
000000523957.png,0.9,random_crop_0.5,0.593750,0,7.6501,7.1847
000000523957.png,0.9,jpeg_q30,1.000000,1,7.6501,10.4205
000000523957.png,1.0,none,1.000000,1,7.1498,7.1498
000000523957.png,1.0,center_crop_0.5,0.500000,0,7.1498,7.0747
000000523957.png,1.0,center_crop_0.75,0.656250,0,7.1498,7.1854
000000523957.png,1.0,random_crop_0.5,0.531250,0,7.1498,7.3455
000000523957.png,1.0,jpeg_q30,1.000000,1,7.1498,9.8485
000000533145.png,0.5,none,1.000000,1,10.5508,10.5508
000000533145.png,0.5,center_crop_0.5,0.500000,0,10.5508,7.2012
000000533145.png,0.5,center_crop_0.75,0.656250,0,10.5508,7.6071
000000533145.png,0.5,random_crop_0.5,0.531250,0,10.5508,7.7443
000000533145.png,0.5,jpeg_q30,0.968750,0,10.5508,13.1140
000000533145.png,0.6,none,1.000000,1,9.7951,9.7951
000000533145.png,0.6,center_crop_0.5,0.500000,0,9.7951,7.2012
000000533145.png,0.6,center_crop_0.75,0.781250,0,9.7951,7.3565
000000533145.png,0.6,random_crop_0.5,0.500000,0,9.7951,7.2210
000000533145.png,0.6,jpeg_q30,0.968750,0,9.7951,12.3328
000000533145.png,0.7,none,1.000000,1,9.1368,9.1368
000000533145.png,0.7,center_crop_0.5,0.500000,0,9.1368,7.2012
000000533145.png,0.7,center_crop_0.75,0.781250,0,9.1368,7.3565
000000533145.png,0.7,random_crop_0.5,0.562500,0,9.1368,7.5989
000000533145.png,0.7,jpeg_q30,0.968750,0,9.1368,11.6667
000000533145.png,0.8,none,1.000000,1,8.6155,8.6155
000000533145.png,0.8,center_crop_0.5,0.500000,0,8.6155,7.2012
000000533145.png,0.8,center_crop_0.75,0.781250,0,8.6155,7.3565
000000533145.png,0.8,random_crop_0.5,0.531250,0,8.6155,7.2403
000000533145.png,0.8,jpeg_q30,1.000000,1,8.6155,11.1263
000000533145.png,0.9,none,1.000000,1,8.0841,8.0841
000000533145.png,0.9,center_crop_0.5,0.500000,0,8.0841,7.2012
000000533145.png,0.9,center_crop_0.75,0.781250,0,8.0841,7.3565
000000533145.png,0.9,random_crop_0.5,0.500000,0,8.0841,7.2146
000000533145.png,0.9,jpeg_q30,1.000000,1,8.0841,10.5507
000000533145.png,1.0,none,1.000000,1,7.6266,7.6266
000000533145.png,1.0,center_crop_0.5,0.500000,0,7.6266,7.2012
000000533145.png,1.0,center_crop_0.75,0.781250,0,7.6266,7.3565
000000533145.png,1.0,random_crop_0.5,0.468750,0,7.6266,7.2432
000000533145.png,1.0,jpeg_q30,1.000000,1,7.6266,10.0383
000000562243.png,0.5,none,1.000000,1,10.4151,10.4151
000000562243.png,0.5,center_crop_0.5,0.500000,0,10.4151,7.6469
000000562243.png,0.5,center_crop_0.75,0.687500,0,10.4151,8.2021
000000562243.png,0.5,random_crop_0.5,0.562500,0,10.4151,8.2668
000000562243.png,0.5,jpeg_q30,0.968750,0,10.4151,13.0806
000000562243.png,0.6,none,1.000000,1,9.6374,9.6374
000000562243.png,0.6,center_crop_0.5,0.500000,0,9.6374,7.6469
000000562243.png,0.6,center_crop_0.75,0.812500,0,9.6374,7.6829
000000562243.png,0.6,random_crop_0.5,0.625000,0,9.6374,8.0740
000000562243.png,0.6,jpeg_q30,1.000000,1,9.6374,12.3279
000000562243.png,0.7,none,1.000000,1,8.9692,8.9692
000000562243.png,0.7,center_crop_0.5,0.500000,0,8.9692,7.6469
000000562243.png,0.7,center_crop_0.75,0.812500,0,8.9692,7.6829
000000562243.png,0.7,random_crop_0.5,0.468750,0,8.9692,7.7879
000000562243.png,0.7,jpeg_q30,0.968750,0,8.9692,11.6607
000000562243.png,0.8,none,1.000000,1,8.4496,8.4496
000000562243.png,0.8,center_crop_0.5,0.500000,0,8.4496,7.6469
000000562243.png,0.8,center_crop_0.75,0.812500,0,8.4496,7.6829
000000562243.png,0.8,random_crop_0.5,0.562500,0,8.4496,7.3751
000000562243.png,0.8,jpeg_q30,1.000000,1,8.4496,11.1136
000000562243.png,0.9,none,1.000000,1,7.9236,7.9236
000000562243.png,0.9,center_crop_0.5,0.500000,0,7.9236,7.6469
000000562243.png,0.9,center_crop_0.75,0.812500,0,7.9236,7.6829
000000562243.png,0.9,random_crop_0.5,0.625000,0,7.9236,7.6790
000000562243.png,0.9,jpeg_q30,1.000000,1,7.9236,10.5398
000000562243.png,1.0,none,1.000000,1,7.4799,7.4799
000000562243.png,1.0,center_crop_0.5,0.500000,0,7.4799,7.6469
000000562243.png,1.0,center_crop_0.75,0.812500,0,7.4799,7.6829
000000562243.png,1.0,random_crop_0.5,0.468750,0,7.4799,6.9707
000000562243.png,1.0,jpeg_q30,1.000000,1,7.4799,10.0370
000000563470.png,0.5,none,1.000000,1,10.0241,10.0241
000000563470.png,0.5,center_crop_0.5,0.500000,0,10.0241,6.9846
000000563470.png,0.5,center_crop_0.75,0.687500,0,10.0241,7.3492
000000563470.png,0.5,random_crop_0.5,0.656250,0,10.0241,8.0158
000000563470.png,0.5,jpeg_q30,1.000000,1,10.0241,12.8847
000000563470.png,0.6,none,1.000000,1,9.2157,9.2157
000000563470.png,0.6,center_crop_0.5,0.500000,0,9.2157,6.9846
000000563470.png,0.6,center_crop_0.75,0.750000,0,9.2157,6.9831
000000563470.png,0.6,random_crop_0.5,0.437500,0,9.2157,7.8058
000000563470.png,0.6,jpeg_q30,1.000000,1,9.2157,12.1733
000000563470.png,0.7,none,1.000000,1,8.5361,8.5361
000000563470.png,0.7,center_crop_0.5,0.500000,0,8.5361,6.9846
000000563470.png,0.7,center_crop_0.75,0.750000,0,8.5361,6.9831
000000563470.png,0.7,random_crop_0.5,0.562500,0,8.5361,6.5628
000000563470.png,0.7,jpeg_q30,1.000000,1,8.5361,11.4866
000000563470.png,0.8,none,1.000000,1,7.9909,7.9909
000000563470.png,0.8,center_crop_0.5,0.500000,0,7.9909,6.9846
000000563470.png,0.8,center_crop_0.75,0.750000,0,7.9909,6.9831
000000563470.png,0.8,random_crop_0.5,0.500000,0,7.9909,6.6062
000000563470.png,0.8,jpeg_q30,1.000000,1,7.9909,10.9280
000000563470.png,0.9,none,1.000000,1,7.4587,7.4587
000000563470.png,0.9,center_crop_0.5,0.500000,0,7.4587,6.9846
000000563470.png,0.9,center_crop_0.75,0.750000,0,7.4587,6.9831
000000563470.png,0.9,random_crop_0.5,0.500000,0,7.4587,6.7474
000000563470.png,0.9,jpeg_q30,1.000000,1,7.4587,10.3816
000000563470.png,1.0,none,1.000000,1,6.9863,6.9863
000000563470.png,1.0,center_crop_0.5,0.500000,0,6.9863,6.9846
000000563470.png,1.0,center_crop_0.75,0.750000,0,6.9863,6.9831
000000563470.png,1.0,random_crop_0.5,0.562500,0,6.9863,7.3173
000000563470.png,1.0,jpeg_q30,1.000000,1,6.9863,9.8663
000000573258.png,0.5,none,1.000000,1,10.4953,10.4953
000000573258.png,0.5,center_crop_0.5,0.500000,0,10.4953,6.8874
000000573258.png,0.5,center_crop_0.75,0.750000,0,10.4953,7.5859
000000573258.png,0.5,random_crop_0.5,0.406250,0,10.4953,7.3025
000000573258.png,0.5,jpeg_q30,1.000000,1,10.4953,13.0114
000000573258.png,0.6,none,1.000000,1,9.6998,9.6998
000000573258.png,0.6,center_crop_0.5,0.500000,0,9.6998,6.8874
000000573258.png,0.6,center_crop_0.75,0.812500,0,9.6998,7.3043
000000573258.png,0.6,random_crop_0.5,0.500000,0,9.6998,8.1703
000000573258.png,0.6,jpeg_q30,1.000000,1,9.6998,12.2350
000000573258.png,0.7,none,1.000000,1,9.0101,9.0101
000000573258.png,0.7,center_crop_0.5,0.500000,0,9.0101,6.8874
000000573258.png,0.7,center_crop_0.75,0.812500,0,9.0101,7.3043
000000573258.png,0.7,random_crop_0.5,0.531250,0,9.0101,7.2800
000000573258.png,0.7,jpeg_q30,1.000000,1,9.0101,11.5686
000000573258.png,0.8,none,1.000000,1,8.4385,8.4385
000000573258.png,0.8,center_crop_0.5,0.500000,0,8.4385,6.8874
000000573258.png,0.8,center_crop_0.75,0.812500,0,8.4385,7.3043
000000573258.png,0.8,random_crop_0.5,0.593750,0,8.4385,7.0871
000000573258.png,0.8,jpeg_q30,1.000000,1,8.4385,10.9837
000000573258.png,0.9,none,1.000000,1,7.9188,7.9188
000000573258.png,0.9,center_crop_0.5,0.500000,0,7.9188,6.8874
000000573258.png,0.9,center_crop_0.75,0.812500,0,7.9188,7.3043
000000573258.png,0.9,random_crop_0.5,0.468750,0,7.9188,7.6027
000000573258.png,0.9,jpeg_q30,1.000000,1,7.9188,10.4696
000000573258.png,1.0,none,1.000000,1,7.4080,7.4080
000000573258.png,1.0,center_crop_0.5,0.500000,0,7.4080,6.8874
000000573258.png,1.0,center_crop_0.75,0.812500,0,7.4080,7.3043
000000573258.png,1.0,random_crop_0.5,0.531250,0,7.4080,6.7104
000000573258.png,1.0,jpeg_q30,1.000000,1,7.4080,9.9221
000000575243.png,0.5,none,1.000000,1,10.4547,10.4547
000000575243.png,0.5,center_crop_0.5,0.500000,0,10.4547,6.5548
000000575243.png,0.5,center_crop_0.75,0.750000,0,10.4547,7.0751
000000575243.png,0.5,random_crop_0.5,0.531250,0,10.4547,6.7341
000000575243.png,0.5,jpeg_q30,1.000000,1,10.4547,12.8997
000000575243.png,0.6,none,1.000000,1,9.6435,9.6435
000000575243.png,0.6,center_crop_0.5,0.500000,0,9.6435,6.5548
000000575243.png,0.6,center_crop_0.75,0.812500,0,9.6435,6.7947
000000575243.png,0.6,random_crop_0.5,0.593750,0,9.6435,6.2869
000000575243.png,0.6,jpeg_q30,1.000000,1,9.6435,12.1535
000000575243.png,0.7,none,1.000000,1,8.9505,8.9505
000000575243.png,0.7,center_crop_0.5,0.500000,0,8.9505,6.5548
000000575243.png,0.7,center_crop_0.75,0.812500,0,8.9505,6.7947
000000575243.png,0.7,random_crop_0.5,0.531250,0,8.9505,6.5716
000000575243.png,0.7,jpeg_q30,1.000000,1,8.9505,11.4945
000000575243.png,0.8,none,1.000000,1,8.4039,8.4039
000000575243.png,0.8,center_crop_0.5,0.500000,0,8.4039,6.5548
000000575243.png,0.8,center_crop_0.75,0.812500,0,8.4039,6.7947
000000575243.png,0.8,random_crop_0.5,0.500000,0,8.4039,6.6042
000000575243.png,0.8,jpeg_q30,1.000000,1,8.4039,10.9299
000000575243.png,0.9,none,1.000000,1,7.8733,7.8733
000000575243.png,0.9,center_crop_0.5,0.500000,0,7.8733,6.5548
000000575243.png,0.9,center_crop_0.75,0.812500,0,7.8733,6.7947
000000575243.png,0.9,random_crop_0.5,0.562500,0,7.8733,6.5514
000000575243.png,0.9,jpeg_q30,1.000000,1,7.8733,10.3951
000000575243.png,1.0,none,1.000000,1,7.3662,7.3662
000000575243.png,1.0,center_crop_0.5,0.500000,0,7.3662,6.5548
000000575243.png,1.0,center_crop_0.75,0.812500,0,7.3662,6.7947
000000575243.png,1.0,random_crop_0.5,0.625000,0,7.3662,6.2251
000000575243.png,1.0,jpeg_q30,1.000000,1,7.3662,9.8457
