image,attack,bit_accuracy,message_success
000000427034.png,random_crop_0.5,0.700000,0
000000427034.png,jpeg_q30,1.000000,1
000000427055.png,none,1.000000,1
000000427055.png,center_crop_0.5,1.000000,1
000000427055.png,center_crop_0.75,1.000000,1
000000427055.png,random_crop_0.5,0.700000,0
000000427055.png,jpeg_q30,1.000000,1
000000427077.png,none,1.000000,1
000000427077.png,center_crop_0.5,1.000000,1
000000427077.png,center_crop_0.75,1.000000,1
000000427077.png,random_crop_0.5,0.900000,0
000000427077.png,jpeg_q30,1.000000,1
000000427160.png,none,1.000000,1
000000427160.png,center_crop_0.5,1.000000,1
000000427160.png,center_crop_0.75,1.000000,1
000000427160.png,random_crop_0.5,0.900000,0
000000427160.png,jpeg_q30,1.000000,1
000000427256.png,none,1.000000,1
000000427256.png,center_crop_0.5,1.000000,1
000000427256.png,center_crop_0.75,1.000000,1
000000427256.png,random_crop_0.5,0.700000,0
000000427256.png,jpeg_q30,1.000000,1
000000427338.png,none,1.000000,1
000000427338.png,center_crop_0.5,1.000000,1
000000427338.png,center_crop_0.75,1.000000,1
000000427338.png,random_crop_0.5,0.900000,0
000000427338.png,jpeg_q30,1.000000,1
000000427500.png,none,1.000000,1
000000427500.png,center_crop_0.5,1.000000,1
000000427500.png,center_crop_0.75,1.000000,1
000000427500.png,random_crop_0.5,0.900000,0
000000427500.png,jpeg_q30,1.000000,1
000000427649.png,none,1.000000,1
000000427649.png,center_crop_0.5,1.000000,1
000000427649.png,center_crop_0.75,1.000000,1
000000427649.png,random_crop_0.5,0.700000,0
000000427649.png,jpeg_q30,1.000000,1
000000427655.png,none,1.000000,1
000000427655.png,center_crop_0.5,1.000000,1
000000427655.png,center_crop_0.75,1.000000,1
000000427655.png,random_crop_0.5,0.700000,0
000000427655.png,jpeg_q30,1.000000,1
000000427997.png,none,1.000000,1
000000427997.png,center_crop_0.5,1.000000,1
000000427997.png,center_crop_0.75,1.000000,1
000000427997.png,random_crop_0.5,0.900000,0
000000427997.png,jpeg_q30,1.000000,1
000000428111.png,none,1.000000,1
000000428111.png,center_crop_0.5,1.000000,1
000000428111.png,center_crop_0.75,1.000000,1
000000428111.png,random_crop_0.5,0.800000,0
000000428111.png,jpeg_q30,1.000000,1
000000428218.png,none,1.000000,1
000000428218.png,center_crop_0.5,1.000000,1
000000428218.png,center_crop_0.75,1.000000,1
000000428218.png,random_crop_0.5,0.700000,0
000000428218.png,jpeg_q30,1.000000,1
000000428280.png,none,1.000000,1
000000428280.png,center_crop_0.5,1.000000,1
000000428280.png,center_crop_0.75,1.000000,1
000000428280.png,random_crop_0.5,0.700000,0
000000428280.png,jpeg_q30,1.000000,1
000000428454.png,none,1.000000,1
000000428454.png,center_crop_0.5,1.000000,1
000000428454.png,center_crop_0.75,1.000000,1
000000428454.png,random_crop_0.5,1.000000,1
000000428454.png,jpeg_q30,1.000000,1
000000428562.png,none,1.000000,1
000000428562.png,center_crop_0.5,1.000000,1
000000428562.png,center_crop_0.75,1.000000,1
000000428562.png,random_crop_0.5,0.700000,0
000000428562.png,jpeg_q30,1.000000,1
000000428867.png,none,1.000000,1
000000428867.png,center_crop_0.5,1.000000,1
000000428867.png,center_crop_0.75,1.000000,1
000000428867.png,random_crop_0.5,0.800000,0
000000428867.png,jpeg_q30,1.000000,1
000000429011.png,none,1.000000,1
000000429011.png,center_crop_0.5,1.000000,1
000000429011.png,center_crop_0.75,1.000000,1
000000429011.png,random_crop_0.5,0.900000,0
000000429011.png,jpeg_q30,1.000000,1
000000429109.png,none,1.000000,1
000000429109.png,center_crop_0.5,1.000000,1
000000429109.png,center_crop_0.75,1.000000,1
000000429109.png,random_crop_0.5,0.900000,0
000000429109.png,jpeg_q30,1.000000,1
000000429281.png,none,1.000000,1
000000429281.png,center_crop_0.5,1.000000,1
000000429281.png,center_crop_0.75,1.000000,1
000000429281.png,random_crop_0.5,0.900000,0
000000429281.png,jpeg_q30,1.000000,1
000000429530.png,none,1.000000,1
000000429530.png,center_crop_0.5,1.000000,1
000000429530.png,center_crop_0.75,1.000000,1
000000429530.png,random_crop_0.5,0.700000,0
000000429530.png,jpeg_q30,1.000000,1
000000429598.png,none,1.000000,1
000000429598.png,center_crop_0.5,1.000000,1
000000429598.png,center_crop_0.75,1.000000,1
000000429598.png,random_crop_0.5,0.700000,0
000000429598.png,jpeg_q30,1.000000,1
000000429623.png,none,1.000000,1
000000429623.png,center_crop_0.5,1.000000,1
000000429623.png,center_crop_0.75,1.000000,1
000000429623.png,random_crop_0.5,0.700000,0
000000429623.png,jpeg_q30,1.000000,1
000000429690.png,none,1.000000,1
000000429690.png,center_crop_0.5,1.000000,1
000000429690.png,center_crop_0.75,1.000000,1
000000429690.png,random_crop_0.5,0.700000,0
000000429690.png,jpeg_q30,1.000000,1
000000429718.png,none,1.000000,1
000000429718.png,center_crop_0.5,1.000000,1
000000429718.png,center_crop_0.75,1.000000,1
000000429718.png,random_crop_0.5,0.700000,0
000000429718.png,jpeg_q30,1.000000,1
000000429761.png,none,1.000000,1
000000429761.png,center_crop_0.5,1.000000,1
000000429761.png,center_crop_0.75,1.000000,1
000000429761.png,random_crop_0.5,0.900000,0
000000429761.png,jpeg_q30,1.000000,1
000000430048.png,none,1.000000,1
000000430048.png,center_crop_0.5,1.000000,1
000000430048.png,center_crop_0.75,1.000000,1
000000430048.png,random_crop_0.5,0.900000,0
000000430048.png,jpeg_q30,1.000000,1
000000430056.png,none,1.000000,1
000000430056.png,center_crop_0.5,1.000000,1
000000430056.png,center_crop_0.75,1.000000,1
000000430056.png,random_crop_0.5,0.700000,0
000000430056.png,jpeg_q30,1.000000,1
000000430073.png,none,1.000000,1
000000430073.png,center_crop_0.5,1.000000,1
000000430073.png,center_crop_0.75,1.000000,1
000000430073.png,random_crop_0.5,0.900000,0
000000430073.png,jpeg_q30,1.000000,1
000000430286.png,none,1.000000,1
000000430286.png,center_crop_0.5,1.000000,1
000000430286.png,center_crop_0.75,1.000000,1
000000430286.png,random_crop_0.5,0.900000,0
000000430286.png,jpeg_q30,1.000000,1
000000430377.png,none,1.000000,1
000000430377.png,center_crop_0.5,1.000000,1
000000430377.png,center_crop_0.75,1.000000,1
000000430377.png,random_crop_0.5,0.700000,0
000000430377.png,jpeg_q30,1.000000,1
000000430871.png,none,1.000000,1
000000430871.png,center_crop_0.5,1.000000,1
000000430871.png,center_crop_0.75,1.000000,1
000000430871.png,random_crop_0.5,0.700000,0
000000430871.png,jpeg_q30,1.000000,1
000000430875.png,none,1.000000,1
000000430875.png,center_crop_0.5,1.000000,1
000000430875.png,center_crop_0.75,1.000000,1
000000430875.png,random_crop_0.5,0.900000,0
000000430875.png,jpeg_q30,1.000000,1
000000430961.png,none,1.000000,1
000000430961.png,center_crop_0.5,1.000000,1
000000430961.png,center_crop_0.75,1.000000,1
000000430961.png,random_crop_0.5,0.900000,0
000000430961.png,jpeg_q30,1.000000,1
000000430973.png,none,1.000000,1
000000430973.png,center_crop_0.5,1.000000,1
000000430973.png,center_crop_0.75,1.000000,1
000000430973.png,random_crop_0.5,0.700000,0
000000430973.png,jpeg_q30,1.000000,1
000000431140.png,none,1.000000,1
000000431140.png,center_crop_0.5,1.000000,1
000000431140.png,center_crop_0.75,1.000000,1
000000431140.png,random_crop_0.5,0.700000,0
000000431140.png,jpeg_q30,1.000000,1
000000431545.png,none,1.000000,1
000000431545.png,center_crop_0.5,1.000000,1
000000431545.png,center_crop_0.75,1.000000,1
000000431545.png,random_crop_0.5,0.900000,0
000000431545.png,jpeg_q30,1.000000,1
000000431568.png,none,1.000000,1
000000431568.png,center_crop_0.5,1.000000,1
000000431568.png,center_crop_0.75,1.000000,1
000000431568.png,random_crop_0.5,0.800000,0
000000431568.png,jpeg_q30,1.000000,1
000000431693.png,none,1.000000,1
000000431693.png,center_crop_0.5,1.000000,1
000000431693.png,center_crop_0.75,1.000000,1
000000431693.png,random_crop_0.5,0.900000,0
000000431693.png,jpeg_q30,1.000000,1
000000431727.png,none,1.000000,1
000000431727.png,center_crop_0.5,1.000000,1
000000431727.png,center_crop_0.75,1.000000,1
000000431727.png,random_crop_0.5,0.800000,0
000000431727.png,jpeg_q30,1.000000,1
000000431848.png,none,1.000000,1
000000431848.png,center_crop_0.5,1.000000,1
000000431848.png,center_crop_0.75,1.000000,1
000000431848.png,random_crop_0.5,0.700000,0
000000431848.png,jpeg_q30,1.000000,1
000000431876.png,none,1.000000,1
000000431876.png,center_crop_0.5,1.000000,1
000000431876.png,center_crop_0.75,1.000000,1
000000431876.png,random_crop_0.5,0.900000,0
000000431876.png,jpeg_q30,1.000000,1
