image,attack,bit_accuracy,message_success
000000426241.png,none,1.000000,1
000000426241.png,center_crop_0.5,1.000000,1
000000426241.png,center_crop_0.75,1.000000,1
000000426241.png,random_crop_0.5,0.900000,0
000000426241.png,jpeg_q30,1.000000,1
000000426253.png,none,1.000000,1
000000426253.png,center_crop_0.5,1.000000,1
000000426253.png,center_crop_0.75,1.000000,1
000000426253.png,random_crop_0.5,0.700000,0
000000426253.png,jpeg_q30,1.000000,1
000000426268.png,none,1.000000,1
000000426268.png,center_crop_0.5,1.000000,1
000000426268.png,center_crop_0.75,1.000000,1
000000426268.png,random_crop_0.5,0.700000,0
000000426268.png,jpeg_q30,1.000000,1
000000426297.png,none,1.000000,1
000000426297.png,center_crop_0.5,1.000000,1
000000426297.png,center_crop_0.75,1.000000,1
000000426297.png,random_crop_0.5,0.700000,0
000000426297.png,jpeg_q30,1.000000,1
000000426329.png,none,1.000000,1
000000426329.png,center_crop_0.5,1.000000,1
000000426329.png,center_crop_0.75,1.000000,1
000000426329.png,random_crop_0.5,0.700000,0
000000426329.png,jpeg_q30,1.000000,1
000000426372.png,none,1.000000,1
000000426372.png,center_crop_0.5,1.000000,1
000000426372.png,center_crop_0.75,1.000000,1
000000426372.png,random_crop_0.5,0.800000,0
000000426372.png,jpeg_q30,1.000000,1
000000426376.png,none,1.000000,1
000000426376.png,center_crop_0.5,1.000000,1
000000426376.png,center_crop_0.75,1.000000,1
000000426376.png,random_crop_0.5,0.700000,0
000000426376.png,jpeg_q30,1.000000,1
000000426795.png,none,1.000000,1
000000426795.png,center_crop_0.5,1.000000,1
000000426795.png,center_crop_0.75,1.000000,1
000000426795.png,random_crop_0.5,0.700000,0
000000426795.png,jpeg_q30,1.000000,1
000000426836.png,none,1.000000,1
000000426836.png,center_crop_0.5,1.000000,1
000000426836.png,center_crop_0.75,1.000000,1
000000426836.png,random_crop_0.5,0.700000,0
000000426836.png,jpeg_q30,1.000000,1
000000427034.png,none,1.000000,1
000000427034.png,center_crop_0.5,1.000000,1
000000427034.png,center_crop_0.75,1.000000,1
