image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000190648.png,none,single_scale,1.000000,1,10.2900,10.2900,1.0
000000190648.png,none,multi_scale,1.000000,1,10.2900,10.2900,1.00
000000190648.png,center_crop_0.5,single_scale,0.500000,0,10.2900,6.6876,1.0
000000190648.png,center_crop_0.5,multi_scale,1.000000,1,10.2900,6.6876,0.50
000000190648.png,center_crop_0.75,single_scale,0.531250,0,10.2900,7.7000,1.0
000000190648.png,center_crop_0.75,multi_scale,1.000000,1,10.2900,7.7000,0.75
000000190648.png,random_crop_0.5,single_scale,0.500000,0,10.2900,8.2463,1.0
000000190648.png,random_crop_0.5,multi_scale,0.562500,0,10.2900,8.2463,0.50
000000190648.png,jpeg_q30,single_scale,1.000000,1,10.2900,13.0384,1.0
000000190648.png,jpeg_q30,multi_scale,1.000000,1,10.2900,13.0384,1.00
000000190676.png,none,single_scale,1.000000,1,9.6914,9.6914,1.0
000000190676.png,none,multi_scale,1.000000,1,9.6914,9.6914,1.00
000000190676.png,center_crop_0.5,single_scale,0.500000,0,9.6914,6.6041,1.0
000000190676.png,center_crop_0.5,multi_scale,1.000000,1,9.6914,6.6041,0.50
000000190676.png,center_crop_0.75,single_scale,0.531250,0,9.6914,7.3436,1.0
000000190676.png,center_crop_0.75,multi_scale,1.000000,1,9.6914,7.3436,0.75
000000190676.png,random_crop_0.5,single_scale,0.468750,0,9.6914,7.2482,1.0
000000190676.png,random_crop_0.5,multi_scale,0.656250,0,9.6914,7.2482,0.50
000000190676.png,jpeg_q30,single_scale,1.000000,1,9.6914,12.8231,1.0
000000190676.png,jpeg_q30,multi_scale,1.000000,1,9.6914,12.8231,1.00
000000190753.png,none,single_scale,1.000000,1,10.4220,10.4220,1.0
000000190753.png,none,multi_scale,1.000000,1,10.4220,10.4220,1.00
000000190753.png,center_crop_0.5,single_scale,0.500000,0,10.4220,7.3049,1.0
000000190753.png,center_crop_0.5,multi_scale,1.000000,1,10.4220,7.3049,0.50
000000190753.png,center_crop_0.75,single_scale,0.531250,0,10.4220,8.2866,1.0
000000190753.png,center_crop_0.75,multi_scale,1.000000,1,10.4220,8.2866,0.75
000000190753.png,random_crop_0.5,single_scale,0.562500,0,10.4220,7.3620,1.0
000000190753.png,random_crop_0.5,multi_scale,0.687500,0,10.4220,7.3620,0.50
000000190753.png,jpeg_q30,single_scale,1.000000,1,10.4220,13.0165,1.0
000000190753.png,jpeg_q30,multi_scale,1.000000,1,10.4220,13.0165,1.00
000000190756.png,none,single_scale,1.000000,1,10.3286,10.3286,1.0
000000190756.png,none,multi_scale,1.000000,1,10.3286,10.3286,1.00
000000190756.png,center_crop_0.5,single_scale,0.500000,0,10.3286,6.7462,1.0
000000190756.png,center_crop_0.5,multi_scale,1.000000,1,10.3286,6.7462,0.50
000000190756.png,center_crop_0.75,single_scale,0.531250,0,10.3286,7.7058,1.0
000000190756.png,center_crop_0.75,multi_scale,1.000000,1,10.3286,7.7058,0.75
000000190756.png,random_crop_0.5,single_scale,0.562500,0,10.3286,7.0082,1.0
000000190756.png,random_crop_0.5,multi_scale,0.750000,0,10.3286,7.0082,0.50
000000190756.png,jpeg_q30,single_scale,0.968750,0,10.3286,12.8674,1.0
000000190756.png,jpeg_q30,multi_scale,0.968750,0,10.3286,12.8674,1.00
000000190841.png,none,single_scale,1.000000,1,10.4854,10.4854,1.0
000000190841.png,none,multi_scale,1.000000,1,10.4854,10.4854,1.00
000000190841.png,center_crop_0.5,single_scale,0.500000,0,10.4854,6.1536,1.0
000000190841.png,center_crop_0.5,multi_scale,1.000000,1,10.4854,6.1536,0.50
000000190841.png,center_crop_0.75,single_scale,0.531250,0,10.4854,7.7282,1.0
000000190841.png,center_crop_0.75,multi_scale,1.000000,1,10.4854,7.7282,0.75
000000190841.png,random_crop_0.5,single_scale,0.531250,0,10.4854,6.2087,1.0
000000190841.png,random_crop_0.5,multi_scale,0.718750,0,10.4854,6.2087,0.50
000000190841.png,jpeg_q30,single_scale,1.000000,1,10.4854,12.8513,1.0
000000190841.png,jpeg_q30,multi_scale,1.000000,1,10.4854,12.8513,1.00
000000190853.png,none,single_scale,1.000000,1,9.7434,9.7434,1.0
000000190853.png,none,multi_scale,1.000000,1,9.7434,9.7434,1.00
000000190853.png,center_crop_0.5,single_scale,0.500000,0,9.7434,6.9278,1.0
000000190853.png,center_crop_0.5,multi_scale,1.000000,1,9.7434,6.9278,0.50
000000190853.png,center_crop_0.75,single_scale,0.531250,0,9.7434,8.1865,1.0
000000190853.png,center_crop_0.75,multi_scale,1.000000,1,9.7434,8.1865,0.75
000000190853.png,random_crop_0.5,single_scale,0.500000,0,9.7434,6.8330,1.0
000000190853.png,random_crop_0.5,multi_scale,0.500000,0,9.7434,6.8330,1.00
000000190853.png,jpeg_q30,single_scale,1.000000,1,9.7434,12.9131,1.0
000000190853.png,jpeg_q30,multi_scale,1.000000,1,9.7434,12.9131,1.00
000000190923.png,none,single_scale,1.000000,1,9.9279,9.9279,1.0
000000190923.png,none,multi_scale,1.000000,1,9.9279,9.9279,1.00
000000190923.png,center_crop_0.5,single_scale,0.500000,0,9.9279,6.6874,1.0
000000190923.png,center_crop_0.5,multi_scale,1.000000,1,9.9279,6.6874,0.50
000000190923.png,center_crop_0.75,single_scale,0.531250,0,9.9279,7.4375,1.0
000000190923.png,center_crop_0.75,multi_scale,1.000000,1,9.9279,7.4375,0.75
000000190923.png,random_crop_0.5,single_scale,0.531250,0,9.9279,6.7380,1.0
000000190923.png,random_crop_0.5,multi_scale,0.687500,0,9.9279,6.7380,0.50
000000190923.png,jpeg_q30,single_scale,1.000000,1,9.9279,12.8636,1.0
000000190923.png,jpeg_q30,multi_scale,1.000000,1,9.9279,12.8636,1.00
000000191013.png,none,single_scale,1.000000,1,10.1870,10.1870,1.0
000000191013.png,none,multi_scale,1.000000,1,10.1870,10.1870,1.00
000000191013.png,center_crop_0.5,single_scale,0.500000,0,10.1870,6.7214,1.0
000000191013.png,center_crop_0.5,multi_scale,1.000000,1,10.1870,6.7214,0.50
000000191013.png,center_crop_0.75,single_scale,0.531250,0,10.1870,7.7544,1.0
000000191013.png,center_crop_0.75,multi_scale,1.000000,1,10.1870,7.7544,0.75
000000191013.png,random_crop_0.5,single_scale,0.500000,0,10.1870,8.0165,1.0
