image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000544605.png,none,1.000000,1,rep3,10
000000544605.png,center_crop_0.5,1.000000,1,rep3,10
000000544605.png,center_crop_0.75,1.000000,1,rep3,10
000000544605.png,random_crop_0.5,1.000000,1,rep3,10
000000544605.png,jpeg_q30,1.000000,1,rep3,10
000000544605.png,jpeg_q10,1.000000,1,rep3,10
000000544605.png,jpeg_q5,1.000000,1,rep3,10
000000544605.png,resize_0.5,1.000000,1,rep3,10
000000544605.png,resize_0.25,1.000000,1,rep3,10
000000544605.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000544811.png,none,1.000000,1,rep3,10
000000544811.png,center_crop_0.5,1.000000,1,rep3,10
000000544811.png,center_crop_0.75,1.000000,1,rep3,10
000000544811.png,random_crop_0.5,0.800000,0,rep3,10
000000544811.png,jpeg_q30,1.000000,1,rep3,10
000000544811.png,jpeg_q10,1.000000,1,rep3,10
000000544811.png,jpeg_q5,1.000000,1,rep3,10
000000544811.png,resize_0.5,1.000000,1,rep3,10
000000544811.png,resize_0.25,1.000000,1,rep3,10
000000544811.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545007.png,none,1.000000,1,rep3,10
000000545007.png,center_crop_0.5,1.000000,1,rep3,10
000000545007.png,center_crop_0.75,1.000000,1,rep3,10
000000545007.png,random_crop_0.5,0.700000,0,rep3,10
000000545007.png,jpeg_q30,1.000000,1,rep3,10
000000545007.png,jpeg_q10,1.000000,1,rep3,10
000000545007.png,jpeg_q5,1.000000,1,rep3,10
000000545007.png,resize_0.5,1.000000,1,rep3,10
000000545007.png,resize_0.25,1.000000,1,rep3,10
000000545007.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545100.png,none,1.000000,1,rep3,10
000000545100.png,center_crop_0.5,1.000000,1,rep3,10
000000545100.png,center_crop_0.75,1.000000,1,rep3,10
000000545100.png,random_crop_0.5,0.700000,0,rep3,10
000000545100.png,jpeg_q30,1.000000,1,rep3,10
000000545100.png,jpeg_q10,1.000000,1,rep3,10
000000545100.png,jpeg_q5,1.000000,1,rep3,10
000000545100.png,resize_0.5,1.000000,1,rep3,10
000000545100.png,resize_0.25,1.000000,1,rep3,10
000000545100.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545129.png,none,1.000000,1,rep3,10
000000545129.png,center_crop_0.5,1.000000,1,rep3,10
000000545129.png,center_crop_0.75,1.000000,1,rep3,10
000000545129.png,random_crop_0.5,0.700000,0,rep3,10
000000545129.png,jpeg_q30,1.000000,1,rep3,10
000000545129.png,jpeg_q10,1.000000,1,rep3,10
000000545129.png,jpeg_q5,1.000000,1,rep3,10
000000545129.png,resize_0.5,1.000000,1,rep3,10
000000545129.png,resize_0.25,1.000000,1,rep3,10
000000545129.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545219.png,none,1.000000,1,rep3,10
000000545219.png,center_crop_0.5,1.000000,1,rep3,10
000000545219.png,center_crop_0.75,1.000000,1,rep3,10
000000545219.png,random_crop_0.5,0.800000,0,rep3,10
000000545219.png,jpeg_q30,1.000000,1,rep3,10
000000545219.png,jpeg_q10,1.000000,1,rep3,10
000000545219.png,jpeg_q5,1.000000,1,rep3,10
000000545219.png,resize_0.5,1.000000,1,rep3,10
000000545219.png,resize_0.25,1.000000,1,rep3,10
000000545219.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545407.png,none,1.000000,1,rep3,10
000000545407.png,center_crop_0.5,1.000000,1,rep3,10
000000545407.png,center_crop_0.75,1.000000,1,rep3,10
000000545407.png,random_crop_0.5,0.700000,0,rep3,10
000000545407.png,jpeg_q30,1.000000,1,rep3,10
000000545407.png,jpeg_q10,1.000000,1,rep3,10
000000545407.png,jpeg_q5,1.000000,1,rep3,10
000000545407.png,resize_0.5,1.000000,1,rep3,10
000000545407.png,resize_0.25,1.000000,1,rep3,10
000000545407.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545594.png,none,1.000000,1,rep3,10
000000545594.png,center_crop_0.5,1.000000,1,rep3,10
000000545594.png,center_crop_0.75,1.000000,1,rep3,10
000000545594.png,random_crop_0.5,0.700000,0,rep3,10
000000545594.png,jpeg_q30,1.000000,1,rep3,10
000000545594.png,jpeg_q10,1.000000,1,rep3,10
000000545594.png,jpeg_q5,1.000000,1,rep3,10
000000545594.png,resize_0.5,1.000000,1,rep3,10
000000545594.png,resize_0.25,1.000000,1,rep3,10
000000545594.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545730.png,none,1.000000,1,rep3,10
000000545730.png,center_crop_0.5,1.000000,1,rep3,10
000000545730.png,center_crop_0.75,1.000000,1,rep3,10
000000545730.png,random_crop_0.5,0.900000,0,rep3,10
000000545730.png,jpeg_q30,1.000000,1,rep3,10
000000545730.png,jpeg_q10,1.000000,1,rep3,10
000000545730.png,jpeg_q5,1.000000,1,rep3,10
000000545730.png,resize_0.5,1.000000,1,rep3,10
000000545730.png,resize_0.25,1.000000,1,rep3,10
000000545730.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545826.png,none,1.000000,1,rep3,10
000000545826.png,center_crop_0.5,1.000000,1,rep3,10
000000545826.png,center_crop_0.75,1.000000,1,rep3,10
000000545826.png,random_crop_0.5,0.700000,0,rep3,10
000000545826.png,jpeg_q30,1.000000,1,rep3,10
000000545826.png,jpeg_q10,1.000000,1,rep3,10
000000545826.png,jpeg_q5,1.000000,1,rep3,10
000000545826.png,resize_0.5,1.000000,1,rep3,10
000000545826.png,resize_0.25,1.000000,1,rep3,10
000000545826.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000545958.png,none,1.000000,1,rep3,10
000000545958.png,center_crop_0.5,1.000000,1,rep3,10
000000545958.png,center_crop_0.75,1.000000,1,rep3,10
000000545958.png,random_crop_0.5,0.700000,0,rep3,10
000000545958.png,jpeg_q30,1.000000,1,rep3,10
000000545958.png,jpeg_q10,1.000000,1,rep3,10
000000545958.png,jpeg_q5,1.000000,1,rep3,10
000000545958.png,resize_0.5,1.000000,1,rep3,10
000000545958.png,resize_0.25,1.000000,1,rep3,10
000000545958.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000546011.png,none,1.000000,1,rep3,10
000000546011.png,center_crop_0.5,1.000000,1,rep3,10
000000546011.png,center_crop_0.75,1.000000,1,rep3,10
000000546011.png,random_crop_0.5,0.900000,0,rep3,10
000000546011.png,jpeg_q30,1.000000,1,rep3,10
000000546011.png,jpeg_q10,1.000000,1,rep3,10
000000546011.png,jpeg_q5,1.000000,1,rep3,10
000000546011.png,resize_0.5,1.000000,1,rep3,10
000000546011.png,resize_0.25,1.000000,1,rep3,10
000000546011.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000546219.png,none,1.000000,1,rep3,10
000000546219.png,center_crop_0.5,1.000000,1,rep3,10
000000546219.png,center_crop_0.75,1.000000,1,rep3,10
000000546219.png,random_crop_0.5,0.900000,0,rep3,10
000000546219.png,jpeg_q30,1.000000,1,rep3,10
000000546219.png,jpeg_q10,1.000000,1,rep3,10
000000546219.png,jpeg_q5,1.000000,1,rep3,10
000000546219.png,resize_0.5,1.000000,1,rep3,10
000000546219.png,resize_0.25,0.900000,0,rep3,10
000000546219.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000546325.png,none,1.000000,1,rep3,10
000000546325.png,center_crop_0.5,1.000000,1,rep3,10
000000546325.png,center_crop_0.75,1.000000,1,rep3,10
000000546325.png,random_crop_0.5,0.900000,0,rep3,10
000000546325.png,jpeg_q30,1.000000,1,rep3,10
000000546325.png,jpeg_q10,1.000000,1,rep3,10
000000546325.png,jpeg_q5,1.000000,1,rep3,10
000000546325.png,resize_0.5,1.000000,1,rep3,10
000000546325.png,resize_0.25,1.000000,1,rep3,10
000000546325.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000546475.png,none,1.000000,1,rep3,10
000000546475.png,center_crop_0.5,1.000000,1,rep3,10
000000546475.png,center_crop_0.75,1.000000,1,rep3,10
000000546475.png,random_crop_0.5,0.900000,0,rep3,10
000000546475.png,jpeg_q30,1.000000,1,rep3,10
000000546475.png,jpeg_q10,1.000000,1,rep3,10
000000546475.png,jpeg_q5,1.000000,1,rep3,10
000000546475.png,resize_0.5,1.000000,1,rep3,10
000000546475.png,resize_0.25,1.000000,1,rep3,10
000000546475.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000546556.png,none,1.000000,1,rep3,10
000000546556.png,center_crop_0.5,1.000000,1,rep3,10
