image,scheme,tamper,localizer,message,predicted,bit_accuracy,mask_pixels,tamper_coverage,global_precision,global_recall,global_f1,global_iou,covered_precision,covered_recall,covered_f1,covered_iou,psnr_watermarked,psnr_tampered
000000075612.png,distributed_q50_5block,remove_top_left_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25550,0.544861,0.947772,0.543823,0.691099,0.528000,0.947772,0.998096,0.972282,0.946061,9.9518,11.2959
000000075612.png,distributed_q50_5block,remove_bottom_right_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25740,0.498108,0.996679,0.494507,0.661037,0.493693,0.996679,0.992770,0.994720,0.989497,9.9518,11.0951
000000075612.png,distributed_q50_5block,remove_bottom_right_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25740,0.533020,0.975374,0.529419,0.686315,0.522436,0.975374,0.993244,0.984227,0.968945,9.9518,11.0951
000000075612.png,distributed_q50_5block,remove_bottom_right_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25740,0.537598,0.975358,0.536316,0.692080,0.529146,0.975358,0.997616,0.986361,0.973090,9.9518,11.0951
000000075612.png,distributed_q50_5block,black_center_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,30810,0.461182,1.000000,0.054626,0.103594,0.054626,1.000000,0.118449,0.211809,0.118449,9.9518,8.4227
000000075612.png,distributed_q50_5block,black_center_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,30810,0.548584,0.973556,0.085388,0.157006,0.085191,0.973556,0.155652,0.268393,0.154997,9.9518,8.4227
000000075612.png,distributed_q50_5block,black_center_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,30810,0.559082,0.994544,0.433899,0.604198,0.432869,0.994544,0.776092,0.871842,0.772801,9.9518,8.4227
000000083531.png,single_center_50pct,remove_center_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,18586,1.000000,0.998391,0.984436,0.991364,0.982876,0.998391,0.984436,0.991364,0.982876,9.8546,12.8885
000000083531.png,single_center_50pct,remove_center_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,18586,1.000000,0.993593,0.984436,0.988993,0.978227,0.993593,0.984436,0.988993,0.978227,9.8546,12.8885
000000083531.png,single_center_50pct,remove_center_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,18586,1.000000,0.986786,0.993652,0.990207,0.980605,0.986786,0.993652,0.990207,0.980605,9.8546,12.8885
000000083531.png,single_center_50pct,remove_center_40,expected_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,9827,1.000000,0.999723,0.963725,0.981394,0.963468,0.999723,0.963725,0.981394,0.963468,9.8546,16.7557
000000083531.png,single_center_50pct,remove_center_40,clean_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,9827,1.000000,0.999052,0.963725,0.981070,0.962845,0.999052,0.963725,0.981070,0.962845,9.8546,16.7557
000000083531.png,single_center_50pct,remove_center_40,prob_drop,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,9827,1.000000,0.998290,0.978700,0.988397,0.977062,0.998290,0.978700,0.988397,0.977062,9.8546,16.7557
000000083531.png,single_center_50pct,remove_top_left_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,26047,0.505432,0.995270,0.500854,0.666368,0.499665,0.995270,0.990943,0.993101,0.986298,9.8546,11.2090
000000083531.png,single_center_50pct,remove_top_left_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,26047,0.533508,0.978988,0.528931,0.686796,0.522993,0.978988,0.991420,0.985164,0.970763,9.8546,11.2090
000000083531.png,single_center_50pct,remove_top_left_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,26047,0.536865,0.978814,0.535767,0.692489,0.529625,0.978814,0.997954,0.988290,0.976853,9.8546,11.2090
000000083531.png,single_center_50pct,remove_bottom_right_25,expected_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26001,0.505432,0.999395,0.504150,0.670209,0.503997,0.999395,0.997464,0.998428,0.996862,9.8546,11.0091
000000083531.png,single_center_50pct,remove_bottom_right_25,clean_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26001,0.536560,0.984177,0.535278,0.693417,0.530711,0.984177,0.997611,0.990848,0.981863,9.8546,11.0091
000000083531.png,single_center_50pct,remove_bottom_right_25,prob_drop,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26001,0.540100,0.977328,0.539368,0.695115,0.532702,0.977328,0.998644,0.987870,0.976033,9.8546,11.0091
000000083531.png,single_center_50pct,black_center_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34736,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.8546,9.1415
000000083531.png,single_center_50pct,black_center_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34736,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.8546,9.1415
000000083531.png,single_center_50pct,black_center_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34736,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.8546,9.1415
000000083531.png,distributed_q30_5block,remove_center_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16152,0.234619,0.996888,0.234619,0.379842,0.234447,0.996888,1.000000,0.998441,0.996888,12.3184,13.3538
000000083531.png,distributed_q30_5block,remove_center_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16152,0.241821,0.985572,0.241821,0.388355,0.240968,0.985572,1.000000,0.992733,0.985572,12.3184,13.3538
000000083531.png,distributed_q30_5block,remove_center_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16152,0.246155,0.996787,0.246155,0.394811,0.245960,0.996787,1.000000,0.998390,0.996787,12.3184,13.3538
000000083531.png,distributed_q30_5block,remove_center_40,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15055,0.185490,0.986201,0.179736,0.304057,0.179285,0.986201,0.968981,0.977515,0.956019,12.3184,13.6588
000000083531.png,distributed_q30_5block,remove_center_40,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15055,0.193568,0.969512,0.187814,0.314670,0.186712,0.969512,0.970276,0.969893,0.941547,12.3184,13.6588
000000083531.png,distributed_q30_5block,remove_center_40,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15055,0.197836,0.961081,0.193835,0.322605,0.192325,0.961081,0.979777,0.970338,0.942386,12.3184,13.6588
000000083531.png,distributed_q30_5block,remove_top_left_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15018,0.300903,0.990639,0.297119,0.457132,0.296287,0.990639,0.987424,0.989028,0.978296,12.3184,13.7317
000000083531.png,distributed_q30_5block,remove_top_left_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15018,0.304138,0.975808,0.300354,0.459327,0.298134,0.975808,0.987558,0.981647,0.963957,12.3184,13.7317
000000083531.png,distributed_q30_5block,remove_top_left_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15018,0.307800,0.985265,0.306091,0.467076,0.304697,0.985265,0.994448,0.989835,0.979875,12.3184,13.7317
000000083531.png,distributed_q30_5block,remove_bottom_right_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,14909,0.300903,0.988273,0.298340,0.458321,0.297287,0.988273,0.991481,0.989874,0.979952,12.3184,13.4870
000000083531.png,distributed_q30_5block,remove_bottom_right_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,14909,0.313782,0.974952,0.311218,0.471823,0.308750,0.974952,0.991830,0.983318,0.967185,12.3184,13.4870
000000083531.png,distributed_q30_5block,remove_bottom_right_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,14909,0.316956,0.985717,0.315918,0.478484,0.314478,0.985717,0.996726,0.991191,0.982536,12.3184,13.4870
000000083531.png,distributed_q30_5block,black_center_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16161,0.234619,0.995339,0.234619,0.379729,0.234362,0.995339,1.000000,0.997664,0.995339,12.3184,9.3318
000000083531.png,distributed_q30_5block,black_center_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16161,0.241821,0.981908,0.241821,0.388070,0.240749,0.981908,1.000000,0.990871,0.981908,12.3184,9.3318
000000083531.png,distributed_q30_5block,black_center_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16161,0.246155,0.988653,0.244629,0.392210,0.243944,0.988653,0.993801,0.991220,0.982594,12.3184,9.3318
000000083531.png,distributed_q50_5block,remove_center_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,25570,0.461182,0.987258,0.453979,0.621958,0.451335,0.987258,0.984383,0.985818,0.972033,10.0452,11.2625
000000083531.png,distributed_q50_5block,remove_center_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,25570,0.538269,0.975011,0.531067,0.687608,0.523936,0.975011,0.986620,0.980781,0.962287,10.0452,11.2625
000000083531.png,distributed_q50_5block,remove_center_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,25570,0.550781,0.968926,0.546204,0.698594,0.536800,0.968926,0.991689,0.980175,0.961121,10.0452,11.2625
000000083531.png,distributed_q50_5block,remove_center_40,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,22258,0.420058,0.998023,0.403864,0.575032,0.403541,0.998023,0.961448,0.979393,0.959620,10.0452,11.9418
000000083531.png,distributed_q50_5block,remove_center_40,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,22258,0.476261,0.990078,0.460067,0.628216,0.457956,0.990078,0.965997,0.977889,0.956735,10.0452,11.9418
000000083531.png,distributed_q50_5block,remove_center_40,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,22258,0.485673,0.986334,0.475766,0.641904,0.472650,0.986334,0.979601,0.982956,0.966483,10.0452,11.9418
000000083531.png,distributed_q50_5block,remove_top_left_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25697,0.498108,0.997401,0.491882,0.658845,0.491253,0.997401,0.987502,0.992426,0.984967,10.0452,11.4638
000000083531.png,distributed_q50_5block,remove_top_left_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25697,0.520691,0.975350,0.514404,0.673566,0.507803,0.975350,0.987926,0.981597,0.963861,10.0452,11.4638
000000083531.png,distributed_q50_5block,remove_top_left_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25697,0.525330,0.976620,0.522644,0.680900,0.516185,0.976620,0.994888,0.985669,0.971743,10.0452,11.4638
000000083531.png,distributed_q50_5block,remove_bottom_right_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25529,0.498108,0.997054,0.495850,0.662318,0.495124,0.997054,0.995466,0.996259,0.992547,10.0452,11.1997
000000083531.png,distributed_q50_5block,remove_bottom_right_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25529,0.537354,0.984282,0.535095,0.693290,0.530562,0.984282,0.995797,0.990006,0.980210,10.0452,11.1997
000000083531.png,distributed_q50_5block,remove_bottom_right_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25529,0.543030,0.984916,0.541992,0.699212,0.537530,0.984916,0.998089,0.991458,0.983062,10.0452,11.1997
000000083531.png,distributed_q50_5block,black_center_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,27863,0.461182,1.000000,0.178650,0.303143,0.178650,1.000000,0.387374,0.558428,0.387374,10.0452,8.3801
000000083531.png,distributed_q50_5block,black_center_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,27863,0.538269,0.989354,0.249573,0.398596,0.248904,0.989354,0.463658,0.631408,0.461356,10.0452,8.3801
000000083531.png,distributed_q50_5block,black_center_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,27863,0.550781,0.993378,0.494446,0.660255,0.492822,0.993378,0.897717,0.943128,0.892377,10.0452,8.3801
000000088848.png,single_center_50pct,remove_center_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,19019,1.000000,0.999304,0.964233,0.981455,0.963586,0.999304,0.964233,0.981455,0.963586,10.0028,12.9897
000000088848.png,single_center_50pct,remove_center_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,19019,1.000000,0.992836,0.964233,0.978325,0.957571,0.992836,0.964233,0.978325,0.957571,10.0028,12.9897
000000088848.png,single_center_50pct,remove_center_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,19019,1.000000,0.991170,0.979675,0.985388,0.971199,0.991170,0.979675,0.985388,0.971199,10.0028,12.9897
000000088848.png,single_center_50pct,remove_center_40,expected_missing,00100010111111010000001000111101,01100010011111010000001000111101,0.937500,9700,1.000000,1.000000,0.961058,0.980142,0.961058,1.000000,0.961058,0.980142,0.961058,10.0028,16.8059
000000088848.png,single_center_50pct,remove_center_40,clean_missing,00100010111111010000001000111101,01100010011111010000001000111101,0.937500,9700,1.000000,0.996602,0.961058,0.978507,0.957919,0.996602,0.961058,0.978507,0.957919,10.0028,16.8059
000000088848.png,single_center_50pct,remove_center_40,prob_drop,00100010111111010000001000111101,01100010011111010000001000111101,0.937500,9700,1.000000,0.992802,0.982853,0.987802,0.975900,0.992802,0.982853,0.987802,0.975900,10.0028,16.8059
000000088848.png,single_center_50pct,remove_top_left_25,expected_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26313,0.505432,0.999148,0.501038,0.667398,0.500824,0.999148,0.991305,0.995211,0.990468,10.0028,11.3034
000000088848.png,single_center_50pct,remove_top_left_25,clean_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26313,0.537415,0.986668,0.533020,0.692133,0.529209,0.986668,0.991823,0.989238,0.978707,10.0028,11.3034
000000088848.png,single_center_50pct,remove_top_left_25,prob_drop,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26313,0.541687,0.987069,0.540466,0.698481,0.536667,0.987069,0.997746,0.992379,0.984874,10.0028,11.3034
000000088848.png,single_center_50pct,remove_bottom_right_25,expected_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26209,0.505432,0.996958,0.500122,0.666097,0.499360,0.996958,0.989494,0.993212,0.986516,10.0028,11.2096
000000088848.png,single_center_50pct,remove_bottom_right_25,clean_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26209,0.539551,0.986587,0.534241,0.693142,0.530388,0.986587,0.990158,0.988369,0.977006,10.0028,11.2096
000000088848.png,single_center_50pct,remove_bottom_right_25,prob_drop,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,26209,0.542419,0.986661,0.541748,0.699448,0.537809,0.986661,0.998762,0.992674,0.985456,10.0028,11.2096
000000088848.png,single_center_50pct,black_center_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34935,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.0028,9.4425
000000088848.png,single_center_50pct,black_center_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34935,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.0028,9.4425
000000088848.png,single_center_50pct,black_center_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34935,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.0028,9.4425
000000088848.png,distributed_q30_5block,remove_center_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16337,0.234619,0.996630,0.234619,0.379823,0.234433,0.996630,1.000000,0.998311,0.996630,12.4357,13.4174
000000088848.png,distributed_q30_5block,remove_center_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16337,0.245239,0.984321,0.245239,0.392651,0.244285,0.984321,1.000000,0.992098,0.984321,12.4357,13.4174
000000088848.png,distributed_q30_5block,remove_center_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16337,0.249512,0.995374,0.249512,0.399004,0.249223,0.995374,1.000000,0.997681,0.995374,12.4357,13.4174
000000088848.png,distributed_q30_5block,remove_center_40,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15328,0.185490,0.985802,0.177260,0.300487,0.176808,0.985802,0.955629,0.970480,0.942655,12.4357,13.7310
000000088848.png,distributed_q30_5block,remove_center_40,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15328,0.197340,0.969330,0.189072,0.316424,0.187947,0.969330,0.958100,0.963682,0.929910,12.4357,13.7310
000000088848.png,distributed_q30_5block,remove_center_40,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15328,0.202103,0.964018,0.196007,0.325776,0.194583,0.964018,0.969834,0.966917,0.935953,12.4357,13.7310
000000088848.png,distributed_q30_5block,remove_top_left_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15188,0.300903,0.987657,0.297913,0.457751,0.296808,0.987657,0.990061,0.988857,0.977960,12.4357,13.7486
000000088848.png,distributed_q30_5block,remove_top_left_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15188,0.313660,0.979977,0.310669,0.471776,0.308709,0.979977,0.990465,0.985193,0.970818,12.4357,13.7486
000000088848.png,distributed_q30_5block,remove_top_left_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15188,0.317627,0.981622,0.316223,0.478349,0.314362,0.981622,0.995580,0.988551,0.977363,12.4357,13.7486
000000088848.png,distributed_q30_5block,remove_bottom_right_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,15073,0.300903,0.987047,0.297668,0.457397,0.296510,0.987047,0.989249,0.988147,0.976572,12.4357,13.6342
000000088848.png,distributed_q30_5block,remove_bottom_right_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,15073,0.319336,0.974962,0.316101,0.477415,0.313556,0.974962,0.989870,0.982359,0.965331,12.4357,13.6342
000000088848.png,distributed_q30_5block,remove_bottom_right_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,15073,0.323303,0.982113,0.321716,0.484667,0.319842,0.982113,0.995092,0.988559,0.977378,12.4357,13.6342
000000088848.png,distributed_q30_5block,black_center_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16407,0.234619,0.995597,0.234619,0.379748,0.234376,0.995597,1.000000,0.997793,0.995597,12.4357,9.6263
000000088848.png,distributed_q30_5block,black_center_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16407,0.245239,0.983358,0.245239,0.392574,0.244226,0.983358,1.000000,0.991609,0.983358,12.4357,9.6263
000000088848.png,distributed_q30_5block,black_center_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16407,0.249512,0.996032,0.245117,0.393417,0.244878,0.996032,0.982387,0.989162,0.978558,12.4357,9.6263
000000088848.png,distributed_q50_5block,remove_center_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25854,0.461182,0.994158,0.446594,0.616324,0.445425,0.994158,0.968370,0.981094,0.962890,10.2574,11.4579
000000088848.png,distributed_q50_5block,remove_center_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25854,0.533569,0.976234,0.518982,0.677691,0.512507,0.976234,0.972661,0.974444,0.950162,10.2574,11.4579
000000088848.png,distributed_q50_5block,remove_center_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25854,0.548950,0.967006,0.538452,0.691731,0.528738,0.967006,0.980876,0.973891,0.949112,10.2574,11.4579
000000088848.png,distributed_q50_5block,remove_center_40,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,22324,0.420058,0.997751,0.405655,0.576800,0.405284,0.997751,0.965711,0.981469,0.963613,10.2574,12.1297
000000088848.png,distributed_q50_5block,remove_center_40,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,22324,0.473937,0.989254,0.459534,0.627553,0.457251,0.989254,0.969609,0.979333,0.959504,10.2574,12.1297
000000088848.png,distributed_q50_5block,remove_center_40,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,22324,0.485368,0.981516,0.477519,0.642469,0.473263,0.981516,0.983828,0.982670,0.965932,10.2574,12.1297
000000088848.png,distributed_q50_5block,remove_top_left_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25773,0.498108,0.997660,0.494324,0.661088,0.493751,0.997660,0.992403,0.995024,0.990098,10.2574,11.5707
000000088848.png,distributed_q50_5block,remove_top_left_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25773,0.523743,0.978633,0.519958,0.679102,0.514122,0.978633,0.992775,0.985653,0.971712,10.2574,11.5707
000000088848.png,distributed_q50_5block,remove_top_left_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25773,0.530212,0.974679,0.528625,0.685476,0.521464,0.974679,0.997007,0.985716,0.971836,10.2574,11.5707
000000088848.png,distributed_q50_5block,remove_bottom_right_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25544,0.498108,0.996065,0.494446,0.660847,0.493482,0.996065,0.992648,0.994353,0.988771,10.2574,11.4655
000000088848.png,distributed_q50_5block,remove_bottom_right_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25544,0.541931,0.984483,0.538269,0.695998,0.533741,0.984483,0.993242,0.988843,0.977933,10.2574,11.4655
000000088848.png,distributed_q50_5block,remove_bottom_right_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,25544,0.548523,0.985802,0.546692,0.703337,0.542421,0.985802,0.996662,0.991202,0.982558,10.2574,11.4655
000000088848.png,distributed_q50_5block,black_center_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,33276,0.461182,1.000000,0.076721,0.142509,0.076721,1.000000,0.166358,0.285260,0.166358,10.2574,8.6985
000000088848.png,distributed_q50_5block,black_center_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,33276,0.533569,0.948914,0.098633,0.178692,0.098112,0.948914,0.184855,0.309430,0.183033,10.2574,8.6985
000000088848.png,distributed_q50_5block,black_center_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,33276,0.548950,0.982202,0.377258,0.545133,0.374697,0.982202,0.687236,0.808660,0.678783,10.2574,8.6985
000000089648.png,single_center_50pct,remove_center_25,expected_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,18491,1.000000,0.997606,0.992004,0.994797,0.989649,0.997606,0.992004,0.994797,0.989649,10.1099,13.0617
000000089648.png,single_center_50pct,remove_center_25,clean_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,18491,1.000000,0.990976,0.992004,0.991490,0.983124,0.990976,0.992004,0.991490,0.983124,10.1099,13.0617
000000089648.png,single_center_50pct,remove_center_25,prob_drop,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,18491,1.000000,0.981555,0.997131,0.989281,0.978791,0.981555,0.997131,0.989281,0.978791,10.1099,13.0617
000000089648.png,single_center_50pct,remove_center_40,expected_missing,00100010111111010000001000111101,01100010011111010000001000111101,0.937500,9640,1.000000,0.999882,0.969745,0.984583,0.969635,0.999882,0.969745,0.984583,0.969635,10.1099,16.9591
000000089648.png,single_center_50pct,remove_center_40,clean_missing,00100010111111010000001000111101,01100010011111010000001000111101,0.937500,9640,1.000000,0.997648,0.969745,0.983498,0.967533,0.997648,0.969745,0.983498,0.967533,10.1099,16.9591
000000089648.png,single_center_50pct,remove_center_40,prob_drop,00100010111111010000001000111101,01100010011111010000001000111101,0.937500,9640,1.000000,0.995450,0.983768,0.989574,0.979364,0.995450,0.983768,0.989574,0.979364,10.1099,16.9591
000000089648.png,single_center_50pct,remove_top_left_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,26039,0.505432,0.989707,0.504700,0.668499,0.502064,0.989707,0.998551,0.994109,0.988287,10.1099,11.3654
000000089648.png,single_center_50pct,remove_top_left_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,26039,0.536621,0.974906,0.535889,0.691610,0.528597,0.974906,0.998635,0.986627,0.973608,10.1099,11.3654
000000089648.png,single_center_50pct,remove_top_left_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,26039,0.538513,0.970391,0.538086,0.692292,0.529394,0.970391,0.999207,0.984587,0.969644,10.1099,11.3654
000000089648.png,single_center_50pct,remove_bottom_right_25,expected_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,25993,0.505432,0.995420,0.504089,0.669259,0.502923,0.995420,0.997343,0.996380,0.992788,10.1099,11.4939
000000089648.png,single_center_50pct,remove_bottom_right_25,clean_missing,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,25993,0.538879,0.977687,0.537537,0.693683,0.531022,0.977687,0.997508,0.987497,0.975305,10.1099,11.4939
000000089648.png,single_center_50pct,remove_bottom_right_25,prob_drop,00100010111111010000001000111101,00100010011111010000001000111101,0.968750,25993,0.541382,0.978578,0.540894,0.696698,0.534564,0.978578,0.999098,0.988731,0.977714,10.1099,11.4939
000000089648.png,single_center_50pct,black_center_25,expected_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34818,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.1099,10.8275
000000089648.png,single_center_50pct,black_center_25,clean_missing,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34818,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.1099,10.8275
000000089648.png,single_center_50pct,black_center_25,prob_drop,00100010111111010000001000111101,00100010111111010000001000111101,1.000000,34818,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.1099,10.8275
000000089648.png,distributed_q30_5block,remove_center_25,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16154,0.234619,0.992000,0.234619,0.379485,0.234176,0.992000,1.000000,0.995983,0.992000,12.2582,13.1108
000000089648.png,distributed_q30_5block,remove_center_25,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16154,0.248413,0.975551,0.248413,0.395991,0.246876,0.975551,1.000000,0.987624,0.975551,12.2582,13.1108
000000089648.png,distributed_q30_5block,remove_center_25,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,16154,0.252869,0.994718,0.252869,0.403231,0.252530,0.994718,1.000000,0.997351,0.994718,12.2582,13.1108
000000089648.png,distributed_q30_5block,remove_center_40,expected_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15137,0.185490,0.981227,0.179241,0.303112,0.178628,0.981227,0.966311,0.973711,0.948770,12.2582,13.3857
000000089648.png,distributed_q30_5block,remove_center_40,clean_missing,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15137,0.196464,0.953764,0.190215,0.317174,0.188477,0.953764,0.968192,0.960923,0.924787,12.2582,13.3857
000000089648.png,distributed_q30_5block,remove_center_40,prob_drop,00100010111111010000001000111101,01100010111111010000001000111101,0.968750,15137,0.200274,0.950175,0.196197,0.325237,0.194199,0.950175,0.979642,0.964683,0.931777,12.2582,13.3857
