attack,mode,mean_bit_accuracy,message_success_rate,num_samples
center_crop_0.5,A_base,0.501250,0.0000,50
center_crop_0.5,B_ms,0.540000,0.0800,50
center_crop_0.5,C_ms_geo,0.540000,0.0800,50
center_crop_0.5,D_ecc,0.967500,0.7800,50
center_crop_0.5,E_ms_ecc,0.977500,0.8600,50
center_crop_0.5,F_ms_ecc_geo,0.977500,0.8600,50
flip_h,A_base,0.640000,0.0000,50
flip_h,B_ms,0.628750,0.0000,50
flip_h,C_ms_geo,0.628750,0.0000,50
flip_h,D_ecc,0.877500,0.2000,50
flip_h,E_ms_ecc,0.877500,0.2000,50
flip_h,F_ms_ecc_geo,0.877500,0.2000,50
jpeg_q30,A_base,0.999375,0.9800,50
jpeg_q30,B_ms,0.780000,0.3400,50
jpeg_q30,C_ms_geo,0.780000,0.3400,50
jpeg_q30,D_ecc,1.000000,1.0000,50
jpeg_q30,E_ms_ecc,0.995000,0.9800,50
jpeg_q30,F_ms_ecc_geo,0.995000,0.9800,50
none,A_base,0.998750,0.9600,50
none,B_ms,0.852500,0.4200,50
none,C_ms_geo,0.852500,0.4200,50
none,D_ecc,1.000000,1.0000,50
none,E_ms_ecc,1.000000,1.0000,50
none,F_ms_ecc_geo,1.000000,1.0000,50
random_crop_0.5,A_base,0.505000,0.0000,50
random_crop_0.5,B_ms,0.594375,0.0400,50
random_crop_0.5,C_ms_geo,0.594375,0.0400,50
random_crop_0.5,D_ecc,0.910000,0.6200,50
random_crop_0.5,E_ms_ecc,0.865000,0.4800,50
random_crop_0.5,F_ms_ecc_geo,0.865000,0.4800,50
resize_0.25,A_base,0.938750,0.0400,50
resize_0.25,B_ms,0.902500,0.0400,50
resize_0.25,C_ms_geo,0.902500,0.0400,50
resize_0.25,D_ecc,0.872500,0.0000,50
resize_0.25,E_ms_ecc,0.872500,0.0000,50
resize_0.25,F_ms_ecc_geo,0.872500,0.0000,50
rotate_73,A_base,0.433750,0.0000,50
rotate_73,B_ms,0.472500,0.0000,50
rotate_73,C_ms_geo,0.865000,0.0000,50
rotate_73,D_ecc,1.000000,1.0000,50
rotate_73,E_ms_ecc,0.990000,0.9400,50
rotate_73,F_ms_ecc_geo,0.990000,0.9400,50
