image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000502732.png,none,1.000000,1,rep3,10
000000502732.png,center_crop_0.5,1.000000,1,rep3,10
000000502732.png,center_crop_0.75,1.000000,1,rep3,10
000000502732.png,random_crop_0.5,0.900000,0,rep3,10
000000502732.png,jpeg_q30,1.000000,1,rep3,10
000000502732.png,jpeg_q10,1.000000,1,rep3,10
000000502732.png,jpeg_q5,1.000000,1,rep3,10
000000502732.png,resize_0.5,1.000000,1,rep3,10
000000502732.png,resize_0.25,1.000000,1,rep3,10
000000502732.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000502737.png,none,1.000000,1,rep3,10
000000502737.png,center_crop_0.5,1.000000,1,rep3,10
000000502737.png,center_crop_0.75,1.000000,1,rep3,10
000000502737.png,random_crop_0.5,0.700000,0,rep3,10
000000502737.png,jpeg_q30,1.000000,1,rep3,10
000000502737.png,jpeg_q10,1.000000,1,rep3,10
000000502737.png,jpeg_q5,1.000000,1,rep3,10
000000502737.png,resize_0.5,1.000000,1,rep3,10
000000502737.png,resize_0.25,0.900000,0,rep3,10
000000502737.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000502910.png,none,1.000000,1,rep3,10
000000502910.png,center_crop_0.5,1.000000,1,rep3,10
000000502910.png,center_crop_0.75,1.000000,1,rep3,10
000000502910.png,random_crop_0.5,0.700000,0,rep3,10
000000502910.png,jpeg_q30,1.000000,1,rep3,10
000000502910.png,jpeg_q10,1.000000,1,rep3,10
000000502910.png,jpeg_q5,1.000000,1,rep3,10
000000502910.png,resize_0.5,1.000000,1,rep3,10
000000502910.png,resize_0.25,1.000000,1,rep3,10
000000502910.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000503755.png,none,1.000000,1,rep3,10
000000503755.png,center_crop_0.5,1.000000,1,rep3,10
000000503755.png,center_crop_0.75,1.000000,1,rep3,10
000000503755.png,random_crop_0.5,0.700000,0,rep3,10
000000503755.png,jpeg_q30,1.000000,1,rep3,10
000000503755.png,jpeg_q10,1.000000,1,rep3,10
000000503755.png,jpeg_q5,1.000000,1,rep3,10
000000503755.png,resize_0.5,1.000000,1,rep3,10
000000503755.png,resize_0.25,0.900000,0,rep3,10
000000503755.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000503823.png,none,1.000000,1,rep3,10
000000503823.png,center_crop_0.5,1.000000,1,rep3,10
000000503823.png,center_crop_0.75,1.000000,1,rep3,10
000000503823.png,random_crop_0.5,0.700000,0,rep3,10
000000503823.png,jpeg_q30,1.000000,1,rep3,10
000000503823.png,jpeg_q10,1.000000,1,rep3,10
000000503823.png,jpeg_q5,1.000000,1,rep3,10
000000503823.png,resize_0.5,1.000000,1,rep3,10
000000503823.png,resize_0.25,1.000000,1,rep3,10
000000503823.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000503841.png,none,1.000000,1,rep3,10
000000503841.png,center_crop_0.5,1.000000,1,rep3,10
000000503841.png,center_crop_0.75,1.000000,1,rep3,10
000000503841.png,random_crop_0.5,0.800000,0,rep3,10
000000503841.png,jpeg_q30,1.000000,1,rep3,10
000000503841.png,jpeg_q10,1.000000,1,rep3,10
000000503841.png,jpeg_q5,1.000000,1,rep3,10
000000503841.png,resize_0.5,1.000000,1,rep3,10
000000503841.png,resize_0.25,1.000000,1,rep3,10
000000503841.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000503855.png,none,1.000000,1,rep3,10
000000503855.png,center_crop_0.5,1.000000,1,rep3,10
000000503855.png,center_crop_0.75,1.000000,1,rep3,10
000000503855.png,random_crop_0.5,0.700000,0,rep3,10
000000503855.png,jpeg_q30,1.000000,1,rep3,10
000000503855.png,jpeg_q10,1.000000,1,rep3,10
000000503855.png,jpeg_q5,1.000000,1,rep3,10
000000503855.png,resize_0.5,1.000000,1,rep3,10
000000503855.png,resize_0.25,1.000000,1,rep3,10
000000503855.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000504000.png,none,1.000000,1,rep3,10
000000504000.png,center_crop_0.5,1.000000,1,rep3,10
000000504000.png,center_crop_0.75,1.000000,1,rep3,10
000000504000.png,random_crop_0.5,0.700000,0,rep3,10
000000504000.png,jpeg_q30,1.000000,1,rep3,10
000000504000.png,jpeg_q10,1.000000,1,rep3,10
000000504000.png,jpeg_q5,1.000000,1,rep3,10
000000504000.png,resize_0.5,1.000000,1,rep3,10
000000504000.png,resize_0.25,1.000000,1,rep3,10
000000504000.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000504074.png,none,1.000000,1,rep3,10
000000504074.png,center_crop_0.5,1.000000,1,rep3,10
000000504074.png,center_crop_0.75,1.000000,1,rep3,10
000000504074.png,random_crop_0.5,0.700000,0,rep3,10
000000504074.png,jpeg_q30,1.000000,1,rep3,10
000000504074.png,jpeg_q10,1.000000,1,rep3,10
000000504074.png,jpeg_q5,1.000000,1,rep3,10
000000504074.png,resize_0.5,1.000000,1,rep3,10
000000504074.png,resize_0.25,1.000000,1,rep3,10
000000504074.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000504389.png,none,1.000000,1,rep3,10
000000504389.png,center_crop_0.5,1.000000,1,rep3,10
000000504389.png,center_crop_0.75,1.000000,1,rep3,10
000000504389.png,random_crop_0.5,0.800000,0,rep3,10
000000504389.png,jpeg_q30,1.000000,1,rep3,10
000000504389.png,jpeg_q10,1.000000,1,rep3,10
000000504389.png,jpeg_q5,1.000000,1,rep3,10
000000504389.png,resize_0.5,1.000000,1,rep3,10
000000504389.png,resize_0.25,0.900000,0,rep3,10
000000504389.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000504415.png,none,1.000000,1,rep3,10
000000504415.png,center_crop_0.5,1.000000,1,rep3,10
000000504415.png,center_crop_0.75,1.000000,1,rep3,10
000000504415.png,random_crop_0.5,0.700000,0,rep3,10
000000504415.png,jpeg_q30,1.000000,1,rep3,10
000000504415.png,jpeg_q10,1.000000,1,rep3,10
000000504415.png,jpeg_q5,1.000000,1,rep3,10
000000504415.png,resize_0.5,1.000000,1,rep3,10
000000504415.png,resize_0.25,1.000000,1,rep3,10
000000504415.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000504439.png,none,1.000000,1,rep3,10
000000504439.png,center_crop_0.5,1.000000,1,rep3,10
000000504439.png,center_crop_0.75,1.000000,1,rep3,10
000000504439.png,random_crop_0.5,0.900000,0,rep3,10
000000504439.png,jpeg_q30,1.000000,1,rep3,10
000000504439.png,jpeg_q10,1.000000,1,rep3,10
000000504439.png,jpeg_q5,1.000000,1,rep3,10
000000504439.png,resize_0.5,1.000000,1,rep3,10
000000504439.png,resize_0.25,1.000000,1,rep3,10
000000504439.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000504580.png,none,1.000000,1,rep3,10
000000504580.png,center_crop_0.5,1.000000,1,rep3,10
000000504580.png,center_crop_0.75,1.000000,1,rep3,10
000000504580.png,random_crop_0.5,0.700000,0,rep3,10
000000504580.png,jpeg_q30,1.000000,1,rep3,10
000000504580.png,jpeg_q10,1.000000,1,rep3,10
000000504580.png,jpeg_q5,1.000000,1,rep3,10
000000504580.png,resize_0.5,1.000000,1,rep3,10
000000504580.png,resize_0.25,1.000000,1,rep3,10
000000504580.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000504589.png,none,1.000000,1,rep3,10
000000504589.png,center_crop_0.5,1.000000,1,rep3,10
000000504589.png,center_crop_0.75,1.000000,1,rep3,10
000000504589.png,random_crop_0.5,0.700000,0,rep3,10
000000504589.png,jpeg_q30,1.000000,1,rep3,10
000000504589.png,jpeg_q10,0.900000,0,rep3,10
000000504589.png,jpeg_q5,1.000000,1,rep3,10
000000504589.png,resize_0.5,1.000000,1,rep3,10
000000504589.png,resize_0.25,1.000000,1,rep3,10
000000504589.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000504635.png,none,1.000000,1,rep3,10
000000504635.png,center_crop_0.5,1.000000,1,rep3,10
000000504635.png,center_crop_0.75,1.000000,1,rep3,10
