image,attack,bit_accuracy,message_success
000000384949.png,none,1.000000,1
000000384949.png,center_crop_0.5,1.000000,1
000000384949.png,center_crop_0.75,1.000000,1
000000384949.png,random_crop_0.5,1.000000,1
000000384949.png,jpeg_q30,1.000000,1
000000385029.png,none,1.000000,1
000000385029.png,center_crop_0.5,1.000000,1
000000385029.png,center_crop_0.75,1.000000,1
000000385029.png,random_crop_0.5,0.900000,0
000000385029.png,jpeg_q30,1.000000,1
000000385190.png,none,1.000000,1
000000385190.png,center_crop_0.5,1.000000,1
000000385190.png,center_crop_0.75,1.000000,1
000000385190.png,random_crop_0.5,0.700000,0
000000385190.png,jpeg_q30,1.000000,1
000000385205.png,none,1.000000,1
000000385205.png,center_crop_0.5,1.000000,1
000000385205.png,center_crop_0.75,1.000000,1
000000385205.png,random_crop_0.5,0.700000,0
000000385205.png,jpeg_q30,1.000000,1
000000385719.png,none,1.000000,1
000000385719.png,center_crop_0.5,1.000000,1
000000385719.png,center_crop_0.75,1.000000,1
000000385719.png,random_crop_0.5,0.700000,0
000000385719.png,jpeg_q30,1.000000,1
000000385997.png,none,1.000000,1
000000385997.png,center_crop_0.5,1.000000,1
000000385997.png,center_crop_0.75,1.000000,1
000000385997.png,random_crop_0.5,0.800000,0
000000385997.png,jpeg_q30,1.000000,1
000000386134.png,none,1.000000,1
000000386134.png,center_crop_0.5,1.000000,1
000000386134.png,center_crop_0.75,1.000000,1
000000386134.png,random_crop_0.5,0.700000,0
000000386134.png,jpeg_q30,1.000000,1
000000386210.png,none,1.000000,1
000000386210.png,center_crop_0.5,1.000000,1
000000386210.png,center_crop_0.75,1.000000,1
000000386210.png,random_crop_0.5,0.700000,0
000000386210.png,jpeg_q30,1.000000,1
000000386277.png,none,1.000000,1
000000386277.png,center_crop_0.5,1.000000,1
000000386277.png,center_crop_0.75,1.000000,1
000000386277.png,random_crop_0.5,0.900000,0
000000386277.png,jpeg_q30,1.000000,1
000000386352.png,none,1.000000,1
000000386352.png,center_crop_0.5,1.000000,1
000000386352.png,center_crop_0.75,1.000000,1
000000386352.png,random_crop_0.5,0.700000,0
000000386352.png,jpeg_q30,1.000000,1
000000386457.png,none,1.000000,1
000000386457.png,center_crop_0.5,1.000000,1
000000386457.png,center_crop_0.75,1.000000,1
000000386457.png,random_crop_0.5,0.700000,0
000000386457.png,jpeg_q30,1.000000,1
000000386879.png,none,1.000000,1
000000386879.png,center_crop_0.5,1.000000,1
000000386879.png,center_crop_0.75,1.000000,1
000000386879.png,random_crop_0.5,0.900000,0
000000386879.png,jpeg_q30,1.000000,1
000000386912.png,none,1.000000,1
000000386912.png,center_crop_0.5,1.000000,1
000000386912.png,center_crop_0.75,1.000000,1
000000386912.png,random_crop_0.5,0.900000,0
000000386912.png,jpeg_q30,1.000000,1
000000387098.png,none,1.000000,1
000000387098.png,center_crop_0.5,1.000000,1
000000387098.png,center_crop_0.75,1.000000,1
000000387098.png,random_crop_0.5,0.700000,0
000000387098.png,jpeg_q30,1.000000,1
000000387148.png,none,1.000000,1
000000387148.png,center_crop_0.5,1.000000,1
000000387148.png,center_crop_0.75,1.000000,1
000000387148.png,random_crop_0.5,0.900000,0
000000387148.png,jpeg_q30,1.000000,1
000000387383.png,none,1.000000,1
000000387383.png,center_crop_0.5,1.000000,1
000000387383.png,center_crop_0.75,1.000000,1
000000387383.png,random_crop_0.5,0.800000,0
000000387383.png,jpeg_q30,1.000000,1
000000387387.png,none,1.000000,1
000000387387.png,center_crop_0.5,1.000000,1
000000387387.png,center_crop_0.75,1.000000,1
000000387387.png,random_crop_0.5,0.700000,0
000000387387.png,jpeg_q30,1.000000,1
000000387916.png,none,1.000000,1
000000387916.png,center_crop_0.5,1.000000,1
000000387916.png,center_crop_0.75,1.000000,1
000000387916.png,random_crop_0.5,0.700000,0
000000387916.png,jpeg_q30,1.000000,1
000000388056.png,none,1.000000,1
000000388056.png,center_crop_0.5,1.000000,1
000000388056.png,center_crop_0.75,1.000000,1
000000388056.png,random_crop_0.5,0.900000,0
000000388056.png,jpeg_q30,1.000000,1
000000388215.png,none,1.000000,1
000000388215.png,center_crop_0.5,1.000000,1
000000388215.png,center_crop_0.75,1.000000,1
000000388215.png,random_crop_0.5,0.900000,0
000000388215.png,jpeg_q30,1.000000,1
000000388258.png,none,1.000000,1
000000388258.png,center_crop_0.5,1.000000,1
000000388258.png,center_crop_0.75,1.000000,1
000000388258.png,random_crop_0.5,0.700000,0
000000388258.png,jpeg_q30,1.000000,1
000000388846.png,none,1.000000,1
000000388846.png,center_crop_0.5,1.000000,1
000000388846.png,center_crop_0.75,1.000000,1
000000388846.png,random_crop_0.5,0.700000,0
000000388846.png,jpeg_q30,1.000000,1
000000388903.png,none,1.000000,1
000000388903.png,center_crop_0.5,1.000000,1
000000388903.png,center_crop_0.75,1.000000,1
000000388903.png,random_crop_0.5,1.000000,1
000000388903.png,jpeg_q30,1.000000,1
000000388927.png,none,1.000000,1
000000388927.png,center_crop_0.5,1.000000,1
