scheme,scenario,attack,decode_method,source_idx,source_image,target_message,predicted_message,bit_accuracy,source_success,mask_pixels,used_fallback,composite_psnr,box
full_material_s3.0,three_sources_crop_feather,none,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100000010000000000011001001000,0.531250,0,26,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,none,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,64443,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,none,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,64393,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,none,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100000010000000000011001001000,0.468750,0,26,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,none,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,57526,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,none,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,57583,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100000000000000010011011101000,0.500000,0,2073,0,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10000001001100001000100100100010,0.531250,0,29934,0,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10000001001100001000000100100010,0.562500,0,27557,0,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100000000000000010011011101000,0.468750,0,2073,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00001000000010000000000001001011,0.406250,0,7383,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00001000000010000000000001001011,0.406250,0,6973,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100000000000000010011011101000,0.406250,0,2073,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,01000000001010000000000100010000,0.500000,0,9696,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,jpeg_q70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,01000000001010000000000100010000,0.500000,0,8670,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10000000000111001000000000100110,0.500000,0,12589,0,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10000000000111001000000000100110,0.500000,0,10990,0,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000100001010000000000100000000,0.531250,0,384,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,jpeg_q50,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000100001010000000000100010000,0.500000,0,81,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100000000000000000001011101100,0.406250,0,642,0,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10101011001100001011001001100110,0.531250,0,44302,0,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10101011001100001010001000100110,0.531250,0,41969,0,38.0066,"40,280,216,456"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100000000000000000001011101100,0.437500,0,642,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00100000000010000000000001001000,0.468750,0,4481,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000010000000000000000000,0.375000,0,5067,0,38.0066,"166,36,342,212"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100000000000000000001011101100,0.375000,0,642,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,10000000000000000000000001000000,0.531250,0,3370,0,38.0066,"300,244,484,428"
full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,10000000000001001000000001000000,0.531250,0,6100,0,38.0066,"300,244,484,428"
dwsf_q50_s2.5,two_sources_downsize,none,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,none,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,32983,0,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,none,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,32953,0,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,none,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,none,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,32459,0,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,none,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,32429,0,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10110000000000000010001000111001,0.468750,0,1523,0,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10110000000100000010001010011001,0.500000,0,1345,0,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000100010010000000000001010001,0.531250,0,622,0,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000100010010000100000001010001,0.562500,0,688,0,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000101010101010000,0.437500,0,531,0,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10000000000000000100010101010000,0.437500,0,374,0,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000011011000000001010000000110,0.343750,0,13476,0,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000011001000000001010000000110,0.312500,0,13250,0,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10111000001000001000001010111001,0.500000,0,5780,0,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10111000001000001000001011111001,0.468750,0,5543,0,43.4591,"34,42,222,230"
dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"270,172,450,352"
dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.4591,"270,172,450,352"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100001000000000000000011010010,0.375000,0,3138,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,29939,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,30074,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100001000000000000000011010010,0.343750,0,3138,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,29003,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,29058,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100001000000000000000011010010,0.468750,0,3138,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,29843,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,none,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,29882,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100001000100000000000011010010,0.406250,0,3720,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000000000000100000000000010000,0.375000,0,494,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00000000000000100000000000010000,0.375000,0,539,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100001000100000000000011010010,0.375000,0,3720,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000010000110000000000010,0.343750,0,14436,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000010000110000000000010,0.343750,0,14542,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100001000100000000000011010010,0.437500,0,3720,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000010000000000000000000,0.500000,0,1618,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000001000010000000000100010000,0.406250,0,1756,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,10000000000000000000000000000000,0.406250,0,1300,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000010000,0.343750,0,220,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10000000000000000000000000010000,0.375000,0,562,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,10000000000000000000000000000000,0.375000,0,1300,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,10000000000000000000000000000000,0.500000,0,1300,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00111001000100000000000011010001,0.343750,0,3424,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.375000,0,252,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.375000,0,244,0,45.6673,"30,36,164,170"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00111001000100000000000011010001,0.375000,0,3424,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000001000000000000000000000000,0.312500,0,1243,0,45.6673,"188,88,318,218"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00111001000100000000000011010001,0.375000,0,3424,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.468750,0,195,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.468750,0,70,0,45.6673,"336,260,466,390"
dwsf_q50_s2.5,three_sources_crop_feather,none,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100000010000100010011011001000,0.468750,0,2521,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,none,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,27301,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,none,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,27553,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,none,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100000010000100010011011001000,0.500000,0,2521,0,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,none,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,29524,0,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,none,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,29467,0,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,none,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100000010000100010011011001000,0.437500,0,2521,0,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,none,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,24533,0,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,none,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,23938,0,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100000000000000010011011001000,0.468750,0,2558,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00110000000100100110000011010010,0.562500,0,51,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00110000000100100110000011010110,0.531250,0,146,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100000000000000010011011001000,0.437500,0,2558,0,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100000000000000010011011001000,0.437500,0,2558,0,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000100000000000000000000000000,0.375000,0,4295,0,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.343750,0,7021,0,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,01100000000010000000000001000001,0.562500,0,1848,0,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,01100000000000000000000001000000,0.562500,0,11,0,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,10100000000000000010001011001000,0.468750,0,2660,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10110000000101000000000011010000,0.500000,0,247,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00100000000000000000000011010000,0.375000,0,505,0,43.3670,"40,280,216,456"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,10100000000000000010001011001000,0.437500,0,2660,0,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,43.3670,"166,36,342,212"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,10100000000000000010001011001000,0.500000,0,2660,0,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,01100100000001001000000001000000,0.593750,0,3299,0,43.3670,"300,244,484,428"
dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,01100100010011001000000000000000,0.625000,0,4474,0,43.3670,"300,244,484,428"
dwsf_q50_s3.0,two_sources_downsize,none,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,none,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,32983,0,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,none,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,32912,0,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,none,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,none,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,32517,0,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,none,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,32426,0,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10110001000100000001000011110001,0.468750,0,15176,0,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10110000000100000000000011110001,0.468750,0,12754,0,41.9351,"34,42,222,230"
