code_mode,scheme,scenario,attack,decode_method,mean_payload_accuracy,payload_success_rate,codebook_top1_match_rate,codebook_strict_match_rate,mean_target_hamming,mean_best_hamming,mean_hamming_margin,num_source_rows
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,0.458333,0.000000,0.333333,0.333333,17.000,15.000,2.000,3
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,0.416667,0.000000,0.333333,0.000000,18.667,15.333,2.000,3
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,0.500000,0.000000,0.666667,0.000000,16.667,16.000,0.667,3
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,none,global_full_canvas,0.458333,0.000000,0.333333,0.333333,16.333,13.000,4.000,3
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0.500000,0.000000,0.333333,0.000000,15.667,15.000,0.000,3
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,0.500000,0.000000,0.333333,0.000000,16.333,15.667,0.667,3
rep4_adjacent_8bit,single_center50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0.541667,0.000000,0.333333,0.000000,16.000,15.333,0.667,3
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,jpeg_q50,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,jpeg_q50,must_mer_resize,0.625000,0.000000,1.000000,1.000000,15.500,15.500,3.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,jpeg_q50,oracle_box_raw,0.625000,0.000000,1.000000,1.000000,15.500,15.500,3.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,jpeg_q70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,jpeg_q70,must_mer_resize,0.687500,0.000000,1.000000,1.000000,11.500,11.500,9.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,jpeg_q70,oracle_box_raw,0.687500,0.000000,1.000000,1.000000,11.500,11.500,9.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,none,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0.562500,0.000000,0.500000,0.000000,16.000,16.000,0.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,0.687500,0.000000,1.000000,1.000000,12.500,12.500,8.000,2
rep4_adjacent_8bit,single_center50_s2.5,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0.687500,0.000000,1.000000,1.000000,13.000,13.000,7.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,must_mer_resize,0.458333,0.000000,0.000000,0.000000,16.333,15.000,1.333,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0.500000,0.000000,0.666667,0.333333,15.667,15.667,0.667,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,global_full_canvas,0.416667,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,must_mer_resize,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,none,global_full_canvas,0.583333,0.000000,0.333333,0.000000,15.667,15.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,0.500000,0.000000,0.333333,0.333333,16.667,14.000,2.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,0.583333,0.000000,0.666667,0.666667,14.333,14.333,2.667,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,0.541667,0.000000,0.666667,0.666667,14.667,14.667,2.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,0.500000,0.000000,0.333333,0.333333,16.333,15.000,2.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,0.458333,0.000000,0.333333,0.000000,16.667,16.667,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,0.500000,0.000000,0.333333,0.000000,16.667,16.000,0.667,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,none,global_full_canvas,0.458333,0.000000,0.333333,0.000000,16.000,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.333,0.333,16.667,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.333,0.333,16.667,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0.500000,0.000000,0.333333,0.333333,16.667,14.000,4.000,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,0.458333,0.000000,0.333333,0.333333,18.333,16.333,1.333,3
rep4_interleaved_8bit,dwsf_q50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0.416667,0.000000,0.333333,0.000000,18.333,15.667,0.667,3
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,global_full_canvas,0.437500,0.000000,0.500000,0.500000,16.000,14.000,4.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,must_mer_resize,0.562500,0.000000,0.500000,0.000000,17.500,15.500,2.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,jpeg_q50,oracle_box_raw,0.500000,0.000000,0.500000,0.000000,18.000,15.000,3.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,must_mer_resize,0.625000,0.500000,0.500000,0.500000,11.500,10.500,6.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,jpeg_q70,oracle_box_raw,0.625000,0.500000,0.500000,0.500000,11.500,10.500,6.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,none,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,0.687500,0.000000,1.000000,1.000000,13.500,13.500,5.000,2
rep4_interleaved_8bit,dwsf_q50_s2.5,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0.687500,0.000000,1.000000,1.000000,13.000,13.000,6.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,must_mer_resize,0.458333,0.000000,0.000000,0.000000,16.667,16.000,0.667,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0.458333,0.000000,0.000000,0.000000,17.000,16.333,0.667,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,global_full_canvas,0.416667,0.000000,0.333333,0.000000,17.000,15.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,must_mer_resize,0.666667,0.000000,0.666667,0.666667,13.667,13.667,3.333,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0.541667,0.000000,0.333333,0.000000,16.667,15.333,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,none,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,0.583333,0.000000,0.333333,0.000000,16.333,15.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,0.666667,0.333333,0.666667,0.333333,13.667,13.667,3.333,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,0.625000,0.000000,0.666667,0.333333,14.333,14.333,2.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,0.500000,0.000000,0.333333,0.333333,16.333,15.000,2.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,0.416667,0.000000,0.333333,0.000000,19.000,16.333,0.667,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,0.458333,0.000000,0.333333,0.000000,18.667,16.667,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,none,global_full_canvas,0.458333,0.000000,0.333333,0.000000,16.000,16.000,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0.500000,0.000000,0.333333,0.333333,16.000,14.000,2.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,0.500000,0.000000,0.000000,0.000000,17.333,15.333,0.667,3
rep4_interleaved_8bit,dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0.458333,0.000000,0.333333,0.000000,16.667,15.333,0.000,3
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,global_full_canvas,0.437500,0.000000,0.500000,0.000000,18.000,18.000,0.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,must_mer_resize,0.562500,0.000000,0.500000,0.500000,14.500,12.500,6.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,oracle_box_raw,0.562500,0.000000,0.500000,0.500000,14.500,12.500,6.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,must_mer_resize,0.812500,0.500000,1.000000,1.000000,11.000,11.000,6.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,oracle_box_raw,0.812500,0.500000,1.000000,1.000000,10.500,10.500,8.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,none,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,0.500000,0.000000,0.500000,0.500000,17.500,15.500,5.000,2
rep4_interleaved_8bit,dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0.500000,0.000000,0.500000,0.500000,17.500,15.500,5.000,2
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,jpeg_q50,global_full_canvas,0.333333,0.000000,0.333333,0.333333,18.667,16.000,2.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,jpeg_q50,must_mer_resize,0.500000,0.000000,0.333333,0.000000,15.667,15.667,0.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0.458333,0.000000,0.333333,0.000000,16.000,16.000,0.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,jpeg_q70,global_full_canvas,0.458333,0.000000,0.333333,0.000000,16.000,14.000,0.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,jpeg_q70,must_mer_resize,0.583333,0.000000,0.666667,0.333333,15.000,15.000,0.667,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0.625000,0.000000,0.666667,0.666667,15.000,13.667,3.333,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,none,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,0.583333,0.000000,0.666667,0.333333,14.667,14.667,2.667,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,0.583333,0.000000,0.666667,0.333333,14.667,14.667,2.667,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,0.500000,0.000000,0.333333,0.333333,16.333,15.000,2.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,0.541667,0.000000,0.333333,0.333333,17.000,15.000,1.333,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,0.541667,0.000000,0.333333,0.333333,17.000,15.000,1.333,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,0.458333,0.000000,0.333333,0.333333,17.000,13.000,6.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,0.500000,0.000000,0.000000,0.000000,18.000,14.667,2.667,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,0.416667,0.000000,0.333333,0.000000,17.667,15.667,1.333,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,none,global_full_canvas,0.458333,0.000000,0.333333,0.000000,16.000,16.000,0.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0.583333,0.000000,0.333333,0.333333,15.333,14.000,2.000,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,0.375000,0.000000,0.000000,0.000000,18.667,16.000,0.667,3
rep4_interleaved_8bit,full_material_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0.333333,0.000000,0.000000,0.000000,18.000,15.333,1.333,3
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,jpeg_q50,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,jpeg_q50,must_mer_resize,0.562500,0.000000,0.500000,0.500000,15.000,11.000,8.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,jpeg_q50,oracle_box_raw,0.562500,0.000000,0.500000,0.500000,15.000,11.000,8.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,jpeg_q70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,jpeg_q70,must_mer_resize,0.875000,0.000000,1.000000,1.000000,6.500,6.500,8.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,jpeg_q70,oracle_box_raw,0.875000,0.000000,1.000000,1.000000,6.000,6.000,8.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,none,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,0.812500,0.000000,1.000000,1.000000,9.000,9.000,5.000,2
rep4_interleaved_8bit,full_material_s2.5,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0.812500,0.000000,1.000000,1.000000,9.000,9.000,5.000,2
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,jpeg_q50,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,jpeg_q50,must_mer_resize,0.458333,0.000000,0.333333,0.000000,16.667,16.000,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0.458333,0.000000,0.333333,0.000000,16.333,16.333,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,jpeg_q70,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,jpeg_q70,must_mer_resize,0.541667,0.000000,0.666667,0.333333,15.000,14.333,2.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0.583333,0.000000,0.666667,0.666667,14.000,13.333,4.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,none,global_full_canvas,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,0.500000,0.000000,0.333333,0.000000,16.667,16.000,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,0.541667,0.000000,1.000000,0.666667,13.333,13.333,4.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,0.625000,0.000000,1.000000,0.666667,13.000,13.000,4.667,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,0.500000,0.000000,0.333333,0.333333,16.333,15.000,2.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,0.458333,0.000000,0.333333,0.000000,17.333,16.000,0.667,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,0.458333,0.000000,0.333333,0.000000,17.000,16.333,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,0.583333,0.000000,0.333333,0.333333,16.000,14.000,2.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,0.333333,0.000000,0.000000,0.000000,20.000,15.333,2.667,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,0.333333,0.000000,0.000000,0.000000,19.000,16.333,1.333,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,none,global_full_canvas,0.458333,0.000000,0.333333,0.000000,16.000,16.000,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,17.333,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0.500000,0.000000,0.333333,0.333333,16.000,14.000,2.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,0.375000,0.000000,0.000000,0.000000,18.000,16.667,0.000,3
rep4_interleaved_8bit,full_material_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0.375000,0.000000,0.000000,0.000000,18.333,15.000,2.000,3
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,jpeg_q50,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,jpeg_q50,must_mer_resize,0.562500,0.000000,0.500000,0.500000,14.500,11.500,6.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,jpeg_q50,oracle_box_raw,0.562500,0.000000,0.500000,0.500000,14.000,12.000,5.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,jpeg_q70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,jpeg_q70,must_mer_resize,0.875000,0.000000,1.000000,1.000000,7.000,7.000,8.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,jpeg_q70,oracle_box_raw,0.875000,0.000000,1.000000,1.000000,7.000,7.000,8.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,none,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,none,must_mer_resize,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,1.000000,0.000,0.000,20.000,2
rep4_interleaved_8bit,full_material_s3.0,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0.437500,0.000000,0.500000,0.500000,18.000,16.000,4.000,2
