image,attack,method,selected_branch,message,predicted,bit_accuracy,message_success,selected_confidence,psnr_vs_original
trex_bike.jpg,jpeg_q95,mbrs_confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998189,40.3520
trex_bike.jpg,jpeg_q95,mbrs_similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998189,40.3520
trex_bike.jpg,jpeg_q95,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998189,40.3520
trex_bike.jpg,jpeg_q85,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997969,40.7770
trex_bike.jpg,jpeg_q85,mbrs_confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998209,40.7770
trex_bike.jpg,jpeg_q85,mbrs_similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998209,40.7770
trex_bike.jpg,jpeg_q85,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998209,40.7770
trex_bike.jpg,jpeg_q75,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997629,34.4803
trex_bike.jpg,jpeg_q75,mbrs_confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998196,34.4803
trex_bike.jpg,jpeg_q75,mbrs_similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998196,34.4803
trex_bike.jpg,jpeg_q75,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998196,34.4803
trex_bike.jpg,jpeg_q65,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998131,32.2929
trex_bike.jpg,jpeg_q65,mbrs_confidence_select,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998141,32.2929
trex_bike.jpg,jpeg_q65,mbrs_similarity_select,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998141,32.2929
trex_bike.jpg,jpeg_q65,oracle_best_branch,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998141,32.2929
trex_bike.jpg,jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996178,31.4357
trex_bike.jpg,jpeg_q50,mbrs_confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997141,31.4357
trex_bike.jpg,jpeg_q50,mbrs_similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997141,31.4357
trex_bike.jpg,jpeg_q50,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997141,31.4357
trex_bike.jpg,jpeg_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.995165,29.7812
trex_bike.jpg,jpeg_q30,mbrs_confidence_select,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996057,29.7812
trex_bike.jpg,jpeg_q30,mbrs_similarity_select,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996057,29.7812
trex_bike.jpg,jpeg_q30,oracle_best_branch,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996057,29.7812
trex_bike.jpg,jpeg_q20,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.964729,28.5164
trex_bike.jpg,jpeg_q20,mbrs_confidence_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.967220,28.5164
trex_bike.jpg,jpeg_q20,mbrs_similarity_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.967220,28.5164
trex_bike.jpg,jpeg_q20,oracle_best_branch,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.967220,28.5164
trex_bike.jpg,resize_0.75_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996258,29.9523
trex_bike.jpg,resize_0.75_jpeg_q50,mbrs_confidence_select,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996775,29.9523
trex_bike.jpg,resize_0.75_jpeg_q50,mbrs_similarity_select,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996775,29.9523
trex_bike.jpg,resize_0.75_jpeg_q50,oracle_best_branch,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996775,29.9523
trex_bike.jpg,resize_0.5_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.995788,27.8122
trex_bike.jpg,resize_0.5_jpeg_q50,mbrs_confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996311,27.8122
trex_bike.jpg,resize_0.5_jpeg_q50,mbrs_similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996311,27.8122
trex_bike.jpg,resize_0.5_jpeg_q50,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996311,27.8122
trex_bike.jpg,resize_0.25_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.989780,24.5313
trex_bike.jpg,resize_0.25_jpeg_q50,mbrs_confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.991561,24.5313
trex_bike.jpg,resize_0.25_jpeg_q50,mbrs_similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.991561,24.5313
trex_bike.jpg,resize_0.25_jpeg_q50,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.991561,24.5313
trex_bike.jpg,jpeg_q50_then_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.993397,28.0978
trex_bike.jpg,jpeg_q50_then_q30,mbrs_confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.995810,28.0978
trex_bike.jpg,jpeg_q50_then_q30,mbrs_similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.995810,28.0978
trex_bike.jpg,jpeg_q50_then_q30,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.995810,28.0978
