image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000119452.png,none,single_scale,1.000000,1,9.9338,9.9338,1.0
000000119452.png,none,multi_scale,1.000000,1,9.9338,9.9338,1.00
000000119452.png,center_crop_0.5,single_scale,0.500000,0,9.9338,6.9220,1.0
000000119452.png,center_crop_0.5,multi_scale,1.000000,1,9.9338,6.9220,0.50
000000119452.png,center_crop_0.75,single_scale,0.531250,0,9.9338,8.0729,1.0
000000119452.png,center_crop_0.75,multi_scale,1.000000,1,9.9338,8.0729,0.75
000000119452.png,random_crop_0.5,single_scale,0.500000,0,9.9338,8.3183,1.0
000000119452.png,random_crop_0.5,multi_scale,0.531250,0,9.9338,8.3183,0.50
000000119452.png,jpeg_q30,single_scale,1.000000,1,9.9338,12.7926,1.0
000000119452.png,jpeg_q30,multi_scale,1.000000,1,9.9338,12.7926,1.00
000000119516.png,none,single_scale,1.000000,1,10.4816,10.4816,1.0
000000119516.png,none,multi_scale,1.000000,1,10.4816,10.4816,1.00
000000119516.png,center_crop_0.5,single_scale,0.500000,0,10.4816,7.3791,1.0
000000119516.png,center_crop_0.5,multi_scale,1.000000,1,10.4816,7.3791,0.50
000000119516.png,center_crop_0.75,single_scale,0.531250,0,10.4816,8.3882,1.0
000000119516.png,center_crop_0.75,multi_scale,1.000000,1,10.4816,8.3882,0.75
000000119516.png,random_crop_0.5,single_scale,0.500000,0,10.4816,8.0913,1.0
000000119516.png,random_crop_0.5,multi_scale,0.656250,0,10.4816,8.0913,0.50
000000119516.png,jpeg_q30,single_scale,1.000000,1,10.4816,13.1210,1.0
000000119516.png,jpeg_q30,multi_scale,1.000000,1,10.4816,13.1210,1.00
000000119641.png,none,single_scale,1.000000,1,9.6667,9.6667,1.0
000000119641.png,none,multi_scale,1.000000,1,9.6667,9.6667,1.00
000000119641.png,center_crop_0.5,single_scale,0.500000,0,9.6667,6.4198,1.0
000000119641.png,center_crop_0.5,multi_scale,1.000000,1,9.6667,6.4198,0.50
000000119641.png,center_crop_0.75,single_scale,0.531250,0,9.6667,7.9284,1.0
000000119641.png,center_crop_0.75,multi_scale,1.000000,1,9.6667,7.9284,0.75
000000119641.png,random_crop_0.5,single_scale,0.562500,0,9.6667,6.4200,1.0
000000119641.png,random_crop_0.5,multi_scale,0.687500,0,9.6667,6.4200,0.50
000000119641.png,jpeg_q30,single_scale,1.000000,1,9.6667,12.9209,1.0
000000119641.png,jpeg_q30,multi_scale,1.000000,1,9.6667,12.9209,1.00
000000119677.png,none,single_scale,1.000000,1,10.0209,10.0209,1.0
000000119677.png,none,multi_scale,1.000000,1,10.0209,10.0209,1.00
000000119677.png,center_crop_0.5,single_scale,0.500000,0,10.0209,6.7488,1.0
000000119677.png,center_crop_0.5,multi_scale,1.000000,1,10.0209,6.7488,0.50
000000119677.png,center_crop_0.75,single_scale,0.531250,0,10.0209,7.7270,1.0
000000119677.png,center_crop_0.75,multi_scale,1.000000,1,10.0209,7.7270,0.75
000000119677.png,random_crop_0.5,single_scale,0.500000,0,10.0209,7.1657,1.0
000000119677.png,random_crop_0.5,multi_scale,0.562500,0,10.0209,7.1657,0.50
000000119677.png,jpeg_q30,single_scale,1.000000,1,10.0209,12.9583,1.0
000000119677.png,jpeg_q30,multi_scale,1.000000,1,10.0209,12.9583,1.00
000000119828.png,none,single_scale,1.000000,1,10.8856,10.8856,1.0
000000119828.png,none,multi_scale,1.000000,1,10.8856,10.8856,1.00
000000119828.png,center_crop_0.5,single_scale,0.500000,0,10.8856,7.8185,1.0
000000119828.png,center_crop_0.5,multi_scale,1.000000,1,10.8856,7.8185,0.50
000000119828.png,center_crop_0.75,single_scale,0.500000,0,10.8856,8.7407,1.0
000000119828.png,center_crop_0.75,multi_scale,1.000000,1,10.8856,8.7407,0.75
000000119828.png,random_crop_0.5,single_scale,0.562500,0,10.8856,6.4470,1.0
000000119828.png,random_crop_0.5,multi_scale,0.750000,0,10.8856,6.4470,0.50
000000119828.png,jpeg_q30,single_scale,1.000000,1,10.8856,12.8642,1.0
000000119828.png,jpeg_q30,multi_scale,1.000000,1,10.8856,12.8642,1.00
000000119911.png,none,single_scale,1.000000,1,9.4059,9.4059,1.0
000000119911.png,none,multi_scale,1.000000,1,9.4059,9.4059,1.00
000000119911.png,center_crop_0.5,single_scale,0.500000,0,9.4059,7.1349,1.0
000000119911.png,center_crop_0.5,multi_scale,1.000000,1,9.4059,7.1349,0.50
000000119911.png,center_crop_0.75,single_scale,0.531250,0,9.4059,7.9050,1.0
000000119911.png,center_crop_0.75,multi_scale,1.000000,1,9.4059,7.9050,0.75
000000119911.png,random_crop_0.5,single_scale,0.500000,0,9.4059,6.9577,1.0
000000119911.png,random_crop_0.5,multi_scale,0.500000,0,9.4059,6.9577,1.00
000000119911.png,jpeg_q30,single_scale,1.000000,1,9.4059,12.7952,1.0
000000119911.png,jpeg_q30,multi_scale,1.000000,1,9.4059,12.7952,1.00
000000119995.png,none,single_scale,1.000000,1,10.2841,10.2841,1.0
000000119995.png,none,multi_scale,1.000000,1,10.2841,10.2841,1.00
000000119995.png,center_crop_0.5,single_scale,0.500000,0,10.2841,6.9846,1.0
000000119995.png,center_crop_0.5,multi_scale,1.000000,1,10.2841,6.9846,0.50
000000119995.png,center_crop_0.75,single_scale,0.531250,0,10.2841,7.6222,1.0
000000119995.png,center_crop_0.75,multi_scale,1.000000,1,10.2841,7.6222,0.75
000000119995.png,random_crop_0.5,single_scale,0.531250,0,10.2841,7.2007,1.0
