image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000308753.png,none,1.000000,1,rep4_interleaved,8
000000308753.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000308753.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000308753.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000308753.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000308753.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000308753.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000308753.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000308753.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000308753.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000308793.png,none,1.000000,1,rep4_interleaved,8
000000308793.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000308793.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000308793.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000308793.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000308793.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000308793.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000308793.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000308793.png,resize_0.25,0.750000,0,rep4_interleaved,8
000000308793.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000308799.png,none,1.000000,1,rep4_interleaved,8
000000308799.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000308799.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000308799.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000308799.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000308799.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000308799.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000308799.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000308799.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000308799.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000309173.png,none,1.000000,1,rep4_interleaved,8
000000309173.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000309173.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000309173.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000309173.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000309173.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000309173.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000309173.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000309173.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000309173.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000309391.png,none,1.000000,1,rep4_interleaved,8
000000309391.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000309391.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000309391.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000309391.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000309391.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000309391.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000309391.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000309391.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000309391.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000309452.png,none,1.000000,1,rep4_interleaved,8
000000309452.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000309452.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000309452.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000309452.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000309452.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000309452.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000309452.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000309452.png,resize_0.25,0.875000,0,rep4_interleaved,8
000000309452.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000309467.png,none,1.000000,1,rep4_interleaved,8
000000309467.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000309467.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000309467.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000309467.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000309467.png,jpeg_q10,1.000000,1,rep4_interleaved,8
000000309467.png,jpeg_q5,1.000000,1,rep4_interleaved,8
000000309467.png,resize_0.5,1.000000,1,rep4_interleaved,8
000000309467.png,resize_0.25,1.000000,1,rep4_interleaved,8
000000309467.png,crop_50_jpeg_30,1.000000,1,rep4_interleaved,8
000000309484.png,none,1.000000,1,rep4_interleaved,8
000000309484.png,center_crop_0.5,1.000000,1,rep4_interleaved,8
000000309484.png,center_crop_0.75,1.000000,1,rep4_interleaved,8
000000309484.png,random_crop_0.5,0.750000,0,rep4_interleaved,8
000000309484.png,jpeg_q30,1.000000,1,rep4_interleaved,8
000000309484.png,jpeg_q10,1.000000,1,rep4_interleaved,8
