image,attack,mode,bit_accuracy,message_success
000000544605.png,none,A_base,1.000000,1
000000544605.png,none,B_ms,0.687500,0
000000544605.png,none,C_ms_geo,0.687500,0
000000544605.png,none,D_ecc,1.000000,1
000000544605.png,none,E_ms_ecc,1.000000,1
000000544605.png,none,F_ms_ecc_geo,1.000000,1
000000544605.png,center_crop_0.5,A_base,0.500000,0
000000544605.png,center_crop_0.5,B_ms,0.500000,0
000000544605.png,center_crop_0.5,C_ms_geo,0.500000,0
000000544605.png,center_crop_0.5,D_ecc,1.000000,1
000000544605.png,center_crop_0.5,E_ms_ecc,1.000000,1
000000544605.png,center_crop_0.5,F_ms_ecc_geo,1.000000,1
000000544605.png,random_crop_0.5,A_base,0.562500,0
000000544605.png,random_crop_0.5,B_ms,0.562500,0
000000544605.png,random_crop_0.5,C_ms_geo,0.562500,0
000000544605.png,random_crop_0.5,D_ecc,1.000000,1
000000544605.png,random_crop_0.5,E_ms_ecc,1.000000,1
000000544605.png,random_crop_0.5,F_ms_ecc_geo,1.000000,1
000000544605.png,jpeg_q30,A_base,1.000000,1
000000544605.png,jpeg_q30,B_ms,0.750000,0
000000544605.png,jpeg_q30,C_ms_geo,0.750000,0
000000544605.png,jpeg_q30,D_ecc,1.000000,1
000000544605.png,jpeg_q30,E_ms_ecc,1.000000,1
000000544605.png,jpeg_q30,F_ms_ecc_geo,1.000000,1
000000544605.png,resize_0.25,A_base,0.968750,0
000000544605.png,resize_0.25,B_ms,0.687500,0
000000544605.png,resize_0.25,C_ms_geo,0.687500,0
000000544605.png,resize_0.25,D_ecc,0.875000,0
000000544605.png,resize_0.25,E_ms_ecc,0.875000,0
000000544605.png,resize_0.25,F_ms_ecc_geo,0.875000,0
000000544605.png,rotate_73,A_base,0.437500,0
000000544605.png,rotate_73,B_ms,0.500000,0
000000544605.png,rotate_73,C_ms_geo,0.843750,0
000000544605.png,rotate_73,D_ecc,1.000000,1
000000544605.png,rotate_73,E_ms_ecc,1.000000,1
000000544605.png,rotate_73,F_ms_ecc_geo,1.000000,1
000000544605.png,flip_h,A_base,0.562500,0
000000544605.png,flip_h,B_ms,0.562500,0
000000544605.png,flip_h,C_ms_geo,0.562500,0
000000544605.png,flip_h,D_ecc,0.750000,0
000000544605.png,flip_h,E_ms_ecc,0.750000,0
000000544605.png,flip_h,F_ms_ecc_geo,0.750000,0
000000544811.png,none,A_base,1.000000,1
000000544811.png,none,B_ms,0.718750,0
000000544811.png,none,C_ms_geo,0.718750,0
000000544811.png,none,D_ecc,1.000000,1
000000544811.png,none,E_ms_ecc,1.000000,1
000000544811.png,none,F_ms_ecc_geo,1.000000,1
000000544811.png,center_crop_0.5,A_base,0.500000,0
000000544811.png,center_crop_0.5,B_ms,0.500000,0
000000544811.png,center_crop_0.5,C_ms_geo,0.500000,0
000000544811.png,center_crop_0.5,D_ecc,1.000000,1
000000544811.png,center_crop_0.5,E_ms_ecc,1.000000,1
000000544811.png,center_crop_0.5,F_ms_ecc_geo,1.000000,1
000000544811.png,random_crop_0.5,A_base,0.406250,0
000000544811.png,random_crop_0.5,B_ms,0.406250,0
000000544811.png,random_crop_0.5,C_ms_geo,0.406250,0
000000544811.png,random_crop_0.5,D_ecc,1.000000,1
000000544811.png,random_crop_0.5,E_ms_ecc,1.000000,1
000000544811.png,random_crop_0.5,F_ms_ecc_geo,1.000000,1
000000544811.png,jpeg_q30,A_base,1.000000,1
000000544811.png,jpeg_q30,B_ms,1.000000,1
000000544811.png,jpeg_q30,C_ms_geo,1.000000,1
000000544811.png,jpeg_q30,D_ecc,1.000000,1
000000544811.png,jpeg_q30,E_ms_ecc,1.000000,1
000000544811.png,jpeg_q30,F_ms_ecc_geo,1.000000,1
000000544811.png,resize_0.25,A_base,0.937500,0
000000544811.png,resize_0.25,B_ms,0.937500,0
000000544811.png,resize_0.25,C_ms_geo,0.937500,0
000000544811.png,resize_0.25,D_ecc,0.875000,0
000000544811.png,resize_0.25,E_ms_ecc,0.875000,0
000000544811.png,resize_0.25,F_ms_ecc_geo,0.875000,0
000000544811.png,rotate_73,A_base,0.437500,0
000000544811.png,rotate_73,B_ms,0.437500,0
000000544811.png,rotate_73,C_ms_geo,0.875000,0
000000544811.png,rotate_73,D_ecc,1.000000,1
000000544811.png,rotate_73,E_ms_ecc,1.000000,1
000000544811.png,rotate_73,F_ms_ecc_geo,1.000000,1
000000544811.png,flip_h,A_base,0.625000,0
000000544811.png,flip_h,B_ms,0.625000,0
000000544811.png,flip_h,C_ms_geo,0.625000,0
000000544811.png,flip_h,D_ecc,0.875000,0
000000544811.png,flip_h,E_ms_ecc,0.875000,0
000000544811.png,flip_h,F_ms_ecc_geo,0.875000,0
000000545007.png,none,A_base,1.000000,1
000000545007.png,none,B_ms,1.000000,1
000000545007.png,none,C_ms_geo,1.000000,1
000000545007.png,none,D_ecc,1.000000,1
000000545007.png,none,E_ms_ecc,1.000000,1
000000545007.png,none,F_ms_ecc_geo,1.000000,1
000000545007.png,center_crop_0.5,A_base,0.531250,0
000000545007.png,center_crop_0.5,B_ms,0.531250,0
000000545007.png,center_crop_0.5,C_ms_geo,0.531250,0
000000545007.png,center_crop_0.5,D_ecc,1.000000,1
000000545007.png,center_crop_0.5,E_ms_ecc,1.000000,1
000000545007.png,center_crop_0.5,F_ms_ecc_geo,1.000000,1
000000545007.png,random_crop_0.5,A_base,0.468750,0
000000545007.png,random_crop_0.5,B_ms,0.468750,0
000000545007.png,random_crop_0.5,C_ms_geo,0.468750,0
000000545007.png,random_crop_0.5,D_ecc,1.000000,1
000000545007.png,random_crop_0.5,E_ms_ecc,0.625000,0
000000545007.png,random_crop_0.5,F_ms_ecc_geo,0.625000,0
000000545007.png,jpeg_q30,A_base,1.000000,1
000000545007.png,jpeg_q30,B_ms,1.000000,1
000000545007.png,jpeg_q30,C_ms_geo,1.000000,1
000000545007.png,jpeg_q30,D_ecc,1.000000,1
000000545007.png,jpeg_q30,E_ms_ecc,1.000000,1
000000545007.png,jpeg_q30,F_ms_ecc_geo,1.000000,1
000000545007.png,resize_0.25,A_base,0.906250,0
000000545007.png,resize_0.25,B_ms,0.906250,0
000000545007.png,resize_0.25,C_ms_geo,0.906250,0
000000545007.png,resize_0.25,D_ecc,0.750000,0
000000545007.png,resize_0.25,E_ms_ecc,0.750000,0
000000545007.png,resize_0.25,F_ms_ecc_geo,0.750000,0
000000545007.png,rotate_73,A_base,0.500000,0
000000545007.png,rotate_73,B_ms,0.500000,0
000000545007.png,rotate_73,C_ms_geo,0.906250,0
000000545007.png,rotate_73,D_ecc,1.000000,1
000000545007.png,rotate_73,E_ms_ecc,1.000000,1
000000545007.png,rotate_73,F_ms_ecc_geo,1.000000,1
000000545007.png,flip_h,A_base,0.687500,0
000000545007.png,flip_h,B_ms,0.687500,0
000000545007.png,flip_h,C_ms_geo,0.687500,0
000000545007.png,flip_h,D_ecc,0.875000,0
000000545007.png,flip_h,E_ms_ecc,0.875000,0
000000545007.png,flip_h,F_ms_ecc_geo,0.875000,0
000000545100.png,none,A_base,1.000000,1
000000545100.png,none,B_ms,0.718750,0
000000545100.png,none,C_ms_geo,0.718750,0
000000545100.png,none,D_ecc,1.000000,1
000000545100.png,none,E_ms_ecc,1.000000,1
000000545100.png,none,F_ms_ecc_geo,1.000000,1
000000545100.png,center_crop_0.5,A_base,0.500000,0
000000545100.png,center_crop_0.5,B_ms,0.500000,0
000000545100.png,center_crop_0.5,C_ms_geo,0.500000,0
000000545100.png,center_crop_0.5,D_ecc,1.000000,1
000000545100.png,center_crop_0.5,E_ms_ecc,1.000000,1
000000545100.png,center_crop_0.5,F_ms_ecc_geo,1.000000,1
000000545100.png,random_crop_0.5,A_base,0.593750,0
000000545100.png,random_crop_0.5,B_ms,0.687500,0
000000545100.png,random_crop_0.5,C_ms_geo,0.687500,0
000000545100.png,random_crop_0.5,D_ecc,1.000000,1
000000545100.png,random_crop_0.5,E_ms_ecc,0.375000,0
000000545100.png,random_crop_0.5,F_ms_ecc_geo,0.375000,0
000000545100.png,jpeg_q30,A_base,1.000000,1
000000545100.png,jpeg_q30,B_ms,0.718750,0
000000545100.png,jpeg_q30,C_ms_geo,0.718750,0
000000545100.png,jpeg_q30,D_ecc,1.000000,1
000000545100.png,jpeg_q30,E_ms_ecc,1.000000,1
000000545100.png,jpeg_q30,F_ms_ecc_geo,1.000000,1
000000545100.png,resize_0.25,A_base,0.968750,0
000000545100.png,resize_0.25,B_ms,0.656250,0
000000545100.png,resize_0.25,C_ms_geo,0.656250,0
000000545100.png,resize_0.25,D_ecc,0.875000,0
000000545100.png,resize_0.25,E_ms_ecc,0.875000,0
000000545100.png,resize_0.25,F_ms_ecc_geo,0.875000,0
000000545100.png,rotate_73,A_base,0.437500,0
000000545100.png,rotate_73,B_ms,0.500000,0
000000545100.png,rotate_73,C_ms_geo,0.875000,0
000000545100.png,rotate_73,D_ecc,1.000000,1
000000545100.png,rotate_73,E_ms_ecc,1.000000,1
000000545100.png,rotate_73,F_ms_ecc_geo,1.000000,1
000000545100.png,flip_h,A_base,0.593750,0
000000545100.png,flip_h,B_ms,0.593750,0
000000545100.png,flip_h,C_ms_geo,0.593750,0
000000545100.png,flip_h,D_ecc,0.875000,0
000000545100.png,flip_h,E_ms_ecc,0.875000,0
000000545100.png,flip_h,F_ms_ecc_geo,0.875000,0
000000545129.png,none,A_base,1.000000,1
000000545129.png,none,B_ms,1.000000,1
000000545129.png,none,C_ms_geo,1.000000,1
000000545129.png,none,D_ecc,1.000000,1
000000545129.png,none,E_ms_ecc,1.000000,1
000000545129.png,none,F_ms_ecc_geo,1.000000,1
000000545129.png,center_crop_0.5,A_base,0.500000,0
000000545129.png,center_crop_0.5,B_ms,0.500000,0
000000545129.png,center_crop_0.5,C_ms_geo,0.500000,0
000000545129.png,center_crop_0.5,D_ecc,1.000000,1
000000545129.png,center_crop_0.5,E_ms_ecc,1.000000,1
000000545129.png,center_crop_0.5,F_ms_ecc_geo,1.000000,1
000000545129.png,random_crop_0.5,A_base,0.406250,0
000000545129.png,random_crop_0.5,B_ms,0.750000,0
000000545129.png,random_crop_0.5,C_ms_geo,0.750000,0
000000545129.png,random_crop_0.5,D_ecc,0.875000,0
000000545129.png,random_crop_0.5,E_ms_ecc,0.875000,0
000000545129.png,random_crop_0.5,F_ms_ecc_geo,0.875000,0
000000545129.png,jpeg_q30,A_base,1.000000,1
000000545129.png,jpeg_q30,B_ms,0.656250,0
000000545129.png,jpeg_q30,C_ms_geo,0.656250,0
000000545129.png,jpeg_q30,D_ecc,1.000000,1
000000545129.png,jpeg_q30,E_ms_ecc,1.000000,1
000000545129.png,jpeg_q30,F_ms_ecc_geo,1.000000,1
000000545129.png,resize_0.25,A_base,0.937500,0
000000545129.png,resize_0.25,B_ms,0.593750,0
000000545129.png,resize_0.25,C_ms_geo,0.593750,0
000000545129.png,resize_0.25,D_ecc,0.875000,0
000000545129.png,resize_0.25,E_ms_ecc,0.875000,0
000000545129.png,resize_0.25,F_ms_ecc_geo,0.875000,0
000000545129.png,rotate_73,A_base,0.437500,0
000000545129.png,rotate_73,B_ms,0.500000,0
000000545129.png,rotate_73,C_ms_geo,0.875000,0
000000545129.png,rotate_73,D_ecc,1.000000,1
000000545129.png,rotate_73,E_ms_ecc,1.000000,1
000000545129.png,rotate_73,F_ms_ecc_geo,1.000000,1
000000545129.png,flip_h,A_base,0.625000,0
000000545129.png,flip_h,B_ms,0.625000,0
000000545129.png,flip_h,C_ms_geo,0.625000,0
000000545129.png,flip_h,D_ecc,0.875000,0
000000545129.png,flip_h,E_ms_ecc,0.875000,0
000000545129.png,flip_h,F_ms_ecc_geo,0.875000,0
000000545219.png,none,A_base,1.000000,1
000000545219.png,none,B_ms,0.812500,0
000000545219.png,none,C_ms_geo,0.812500,0
000000545219.png,none,D_ecc,1.000000,1
000000545219.png,none,E_ms_ecc,1.000000,1
000000545219.png,none,F_ms_ecc_geo,1.000000,1
000000545219.png,center_crop_0.5,A_base,0.500000,0
000000545219.png,center_crop_0.5,B_ms,0.500000,0
000000545219.png,center_crop_0.5,C_ms_geo,0.500000,0
000000545219.png,center_crop_0.5,D_ecc,0.875000,0
000000545219.png,center_crop_0.5,E_ms_ecc,0.875000,0
000000545219.png,center_crop_0.5,F_ms_ecc_geo,0.875000,0
000000545219.png,random_crop_0.5,A_base,0.500000,0
000000545219.png,random_crop_0.5,B_ms,0.843750,0
000000545219.png,random_crop_0.5,C_ms_geo,0.843750,0
000000545219.png,random_crop_0.5,D_ecc,0.750000,0
000000545219.png,random_crop_0.5,E_ms_ecc,1.000000,1
000000545219.png,random_crop_0.5,F_ms_ecc_geo,1.000000,1
000000545219.png,jpeg_q30,A_base,1.000000,1
000000545219.png,jpeg_q30,B_ms,1.000000,1
000000545219.png,jpeg_q30,C_ms_geo,1.000000,1
000000545219.png,jpeg_q30,D_ecc,1.000000,1
000000545219.png,jpeg_q30,E_ms_ecc,1.000000,1
000000545219.png,jpeg_q30,F_ms_ecc_geo,1.000000,1
000000545219.png,resize_0.25,A_base,0.968750,0
000000545219.png,resize_0.25,B_ms,0.968750,0
000000545219.png,resize_0.25,C_ms_geo,0.968750,0
000000545219.png,resize_0.25,D_ecc,0.875000,0
000000545219.png,resize_0.25,E_ms_ecc,0.875000,0
000000545219.png,resize_0.25,F_ms_ecc_geo,0.875000,0
000000545219.png,rotate_73,A_base,0.375000,0
000000545219.png,rotate_73,B_ms,0.500000,0
000000545219.png,rotate_73,C_ms_geo,0.843750,0
000000545219.png,rotate_73,D_ecc,1.000000,1
000000545219.png,rotate_73,E_ms_ecc,1.000000,1
000000545219.png,rotate_73,F_ms_ecc_geo,1.000000,1
000000545219.png,flip_h,A_base,0.656250,0
000000545219.png,flip_h,B_ms,0.656250,0
000000545219.png,flip_h,C_ms_geo,0.656250,0
000000545219.png,flip_h,D_ecc,0.875000,0
000000545219.png,flip_h,E_ms_ecc,0.875000,0
000000545219.png,flip_h,F_ms_ecc_geo,0.875000,0
000000545407.png,none,A_base,1.000000,1
000000545407.png,none,B_ms,0.812500,0
000000545407.png,none,C_ms_geo,0.812500,0
000000545407.png,none,D_ecc,1.000000,1
000000545407.png,none,E_ms_ecc,1.000000,1
000000545407.png,none,F_ms_ecc_geo,1.000000,1
000000545407.png,center_crop_0.5,A_base,0.500000,0
000000545407.png,center_crop_0.5,B_ms,0.500000,0
000000545407.png,center_crop_0.5,C_ms_geo,0.500000,0
000000545407.png,center_crop_0.5,D_ecc,1.000000,1
000000545407.png,center_crop_0.5,E_ms_ecc,1.000000,1
000000545407.png,center_crop_0.5,F_ms_ecc_geo,1.000000,1
000000545407.png,random_crop_0.5,A_base,0.468750,0
000000545407.png,random_crop_0.5,B_ms,0.468750,0
000000545407.png,random_crop_0.5,C_ms_geo,0.468750,0
000000545407.png,random_crop_0.5,D_ecc,1.000000,1
000000545407.png,random_crop_0.5,E_ms_ecc,1.000000,1
000000545407.png,random_crop_0.5,F_ms_ecc_geo,1.000000,1
000000545407.png,jpeg_q30,A_base,1.000000,1
000000545407.png,jpeg_q30,B_ms,0.750000,0
000000545407.png,jpeg_q30,C_ms_geo,0.750000,0
000000545407.png,jpeg_q30,D_ecc,1.000000,1
000000545407.png,jpeg_q30,E_ms_ecc,1.000000,1
000000545407.png,jpeg_q30,F_ms_ecc_geo,1.000000,1
000000545407.png,resize_0.25,A_base,0.937500,0
000000545407.png,resize_0.25,B_ms,0.687500,0
000000545407.png,resize_0.25,C_ms_geo,0.687500,0
000000545407.png,resize_0.25,D_ecc,0.875000,0
000000545407.png,resize_0.25,E_ms_ecc,0.875000,0
000000545407.png,resize_0.25,F_ms_ecc_geo,0.875000,0
000000545407.png,rotate_73,A_base,0.500000,0
000000545407.png,rotate_73,B_ms,0.500000,0
000000545407.png,rotate_73,C_ms_geo,0.843750,0
000000545407.png,rotate_73,D_ecc,1.000000,1
000000545407.png,rotate_73,E_ms_ecc,1.000000,1
000000545407.png,rotate_73,F_ms_ecc_geo,1.000000,1
000000545407.png,flip_h,A_base,0.625000,0
000000545407.png,flip_h,B_ms,0.625000,0
000000545407.png,flip_h,C_ms_geo,0.625000,0
000000545407.png,flip_h,D_ecc,0.875000,0
000000545407.png,flip_h,E_ms_ecc,0.875000,0
000000545407.png,flip_h,F_ms_ecc_geo,0.875000,0
000000545594.png,none,A_base,1.000000,1
000000545594.png,none,B_ms,1.000000,1
000000545594.png,none,C_ms_geo,1.000000,1
000000545594.png,none,D_ecc,1.000000,1
000000545594.png,none,E_ms_ecc,1.000000,1
000000545594.png,none,F_ms_ecc_geo,1.000000,1
000000545594.png,center_crop_0.5,A_base,0.500000,0
000000545594.png,center_crop_0.5,B_ms,0.500000,0
000000545594.png,center_crop_0.5,C_ms_geo,0.500000,0
000000545594.png,center_crop_0.5,D_ecc,1.000000,1
000000545594.png,center_crop_0.5,E_ms_ecc,1.000000,1
000000545594.png,center_crop_0.5,F_ms_ecc_geo,1.000000,1
000000545594.png,random_crop_0.5,A_base,0.531250,0
000000545594.png,random_crop_0.5,B_ms,0.500000,0
