scheme,area_percent,block_count,attack,mean_bit_accuracy,min_bit_accuracy,message_success_rate,mean_psnr_watermarked,num_images
distributed_q10_5block,10,5,black_center_40,0.831250,0.750000,0.000000,17.4015,5
distributed_q10_5block,10,5,crop_bottom_right_50,0.475000,0.000000,0.000000,17.4015,5
distributed_q10_5block,10,5,crop_center_50,0.475000,0.000000,0.000000,17.4015,5
distributed_q10_5block,10,5,crop_top_left_50,0.587500,0.562500,0.000000,17.4015,5
distributed_q10_5block,10,5,jpeg_q20,0.718750,0.625000,0.000000,17.4015,5
distributed_q10_5block,10,5,jpeg_q30,0.875000,0.843750,0.000000,17.4015,5
distributed_q10_5block,10,5,none,0.712500,0.625000,0.000000,17.4015,5
distributed_q10_5block,10,5,remove_center_40,0.787500,0.718750,0.000000,17.4015,5
distributed_q10_5block,10,5,resize_0.25_jpeg_q50,0.725000,0.625000,0.000000,17.4015,5
distributed_q10_9block,10,9,black_center_40,0.662500,0.593750,0.000000,17.4913,5
distributed_q10_9block,10,9,crop_bottom_right_50,0.593750,0.593750,0.000000,17.4913,5
distributed_q10_9block,10,9,crop_center_50,0.356250,0.000000,0.000000,17.4913,5
distributed_q10_9block,10,9,crop_top_left_50,0.593750,0.593750,0.000000,17.4913,5
distributed_q10_9block,10,9,jpeg_q20,0.656250,0.593750,0.000000,17.4913,5
distributed_q10_9block,10,9,jpeg_q30,0.718750,0.687500,0.000000,17.4913,5
distributed_q10_9block,10,9,none,0.600000,0.593750,0.000000,17.4913,5
distributed_q10_9block,10,9,remove_center_40,0.643750,0.593750,0.000000,17.4913,5
distributed_q10_9block,10,9,resize_0.25_jpeg_q50,0.393750,0.000000,0.000000,17.4913,5
distributed_q20_5block,20,5,black_center_40,1.000000,1.000000,1.000000,14.2668,5
distributed_q20_5block,20,5,crop_bottom_right_50,0.593750,0.593750,0.000000,14.2668,5
distributed_q20_5block,20,5,crop_center_50,0.593750,0.593750,0.000000,14.2668,5
distributed_q20_5block,20,5,crop_top_left_50,0.593750,0.593750,0.000000,14.2668,5
distributed_q20_5block,20,5,jpeg_q20,0.925000,0.906250,0.000000,14.2668,5
distributed_q20_5block,20,5,jpeg_q30,1.000000,1.000000,1.000000,14.2668,5
distributed_q20_5block,20,5,none,0.943750,0.906250,0.200000,14.2668,5
distributed_q20_5block,20,5,remove_center_40,0.993750,0.968750,0.800000,14.2668,5
distributed_q20_5block,20,5,resize_0.25_jpeg_q50,0.893750,0.812500,0.000000,14.2668,5
distributed_q20_9block,20,9,black_center_40,0.981250,0.937500,0.600000,14.3416,5
distributed_q20_9block,20,9,crop_bottom_right_50,0.475000,0.000000,0.000000,14.3416,5
distributed_q20_9block,20,9,crop_center_50,0.475000,0.000000,0.000000,14.3416,5
distributed_q20_9block,20,9,crop_top_left_50,0.593750,0.593750,0.000000,14.3416,5
distributed_q20_9block,20,9,jpeg_q20,0.893750,0.781250,0.000000,14.3416,5
distributed_q20_9block,20,9,jpeg_q30,0.956250,0.906250,0.200000,14.3416,5
distributed_q20_9block,20,9,none,0.893750,0.875000,0.000000,14.3416,5
distributed_q20_9block,20,9,remove_center_40,0.975000,0.937500,0.600000,14.3416,5
distributed_q20_9block,20,9,resize_0.25_jpeg_q50,0.843750,0.750000,0.000000,14.3416,5
distributed_q25_5block,25,5,black_center_40,1.000000,1.000000,1.000000,13.2717,5
distributed_q25_5block,25,5,crop_bottom_right_50,0.356250,0.000000,0.000000,13.2717,5
distributed_q25_5block,25,5,crop_center_50,0.587500,0.562500,0.000000,13.2717,5
distributed_q25_5block,25,5,crop_top_left_50,0.593750,0.593750,0.000000,13.2717,5
distributed_q25_5block,25,5,jpeg_q20,0.987500,0.968750,0.600000,13.2717,5
distributed_q25_5block,25,5,jpeg_q30,1.000000,1.000000,1.000000,13.2717,5
distributed_q25_5block,25,5,none,0.993750,0.968750,0.800000,13.2717,5
distributed_q25_5block,25,5,remove_center_40,0.987500,0.937500,0.800000,13.2717,5
distributed_q25_5block,25,5,resize_0.25_jpeg_q50,0.893750,0.843750,0.000000,13.2717,5
distributed_q25_9block,25,9,black_center_40,1.000000,1.000000,1.000000,13.3192,5
distributed_q25_9block,25,9,crop_bottom_right_50,0.475000,0.000000,0.000000,13.3192,5
distributed_q25_9block,25,9,crop_center_50,0.600000,0.593750,0.000000,13.3192,5
distributed_q25_9block,25,9,crop_top_left_50,0.593750,0.593750,0.000000,13.3192,5
distributed_q25_9block,25,9,jpeg_q20,0.943750,0.906250,0.000000,13.3192,5
distributed_q25_9block,25,9,jpeg_q30,0.975000,0.937500,0.600000,13.3192,5
distributed_q25_9block,25,9,none,0.937500,0.906250,0.000000,13.3192,5
distributed_q25_9block,25,9,remove_center_40,1.000000,1.000000,1.000000,13.3192,5
distributed_q25_9block,25,9,resize_0.25_jpeg_q50,0.875000,0.843750,0.000000,13.3192,5
distributed_q30_5block,30,5,black_center_40,0.993750,0.968750,0.800000,12.4326,5
distributed_q30_5block,30,5,crop_bottom_right_50,0.475000,0.000000,0.000000,12.4326,5
distributed_q30_5block,30,5,crop_center_50,0.475000,0.000000,0.000000,12.4326,5
distributed_q30_5block,30,5,crop_top_left_50,0.593750,0.593750,0.000000,12.4326,5
distributed_q30_5block,30,5,jpeg_q20,1.000000,1.000000,1.000000,12.4326,5
distributed_q30_5block,30,5,jpeg_q30,1.000000,1.000000,1.000000,12.4326,5
