scheme,area_percent,block_count,attack,mean_bit_accuracy,min_bit_accuracy,message_success_rate,mean_psnr_watermarked,num_images
distributed_q50_9block,50,9,crop_top_left_50,0.343750,0.000000,0.000000,10.1921,5
distributed_q50_9block,50,9,jpeg_q20,1.000000,1.000000,1.000000,10.1921,5
distributed_q50_9block,50,9,jpeg_q30,1.000000,1.000000,1.000000,10.1921,5
distributed_q50_9block,50,9,none,1.000000,1.000000,1.000000,10.1921,5
distributed_q50_9block,50,9,remove_center_40,1.000000,1.000000,1.000000,10.1921,5
distributed_q50_9block,50,9,resize_0.25_jpeg_q50,0.900000,0.875000,0.000000,10.1921,5
single_center_50pct,50,1,black_center_40,0.975000,0.937500,0.400000,10.1684,5
single_center_50pct,50,1,crop_bottom_right_50,0.593750,0.593750,0.000000,10.1684,5
single_center_50pct,50,1,crop_center_50,0.637500,0.625000,0.000000,10.1684,5
single_center_50pct,50,1,crop_top_left_50,0.593750,0.562500,0.000000,10.1684,5
single_center_50pct,50,1,jpeg_q20,0.987500,0.968750,0.600000,10.1684,5
single_center_50pct,50,1,jpeg_q30,1.000000,1.000000,1.000000,10.1684,5
single_center_50pct,50,1,none,1.000000,1.000000,1.000000,10.1684,5
single_center_50pct,50,1,remove_center_40,0.956250,0.937500,0.000000,10.1684,5
single_center_50pct,50,1,resize_0.25_jpeg_q50,0.893750,0.875000,0.000000,10.1684,5
