scheme,area_percent,block_count,attack,mean_bit_accuracy,min_bit_accuracy,message_success_rate,mean_psnr_watermarked,num_images
distributed_q10_5block,10,5,black_center_40,0.775000,0.687500,0.000000,17.1928,5
distributed_q10_5block,10,5,crop_bottom_right_50,0.343750,0.000000,0.000000,17.1928,5
distributed_q10_5block,10,5,crop_center_50,0.356250,0.000000,0.000000,17.1928,5
distributed_q10_5block,10,5,crop_top_left_50,0.575000,0.562500,0.000000,17.1928,5
distributed_q10_5block,10,5,jpeg_q20,0.693750,0.656250,0.000000,17.1928,5
distributed_q10_5block,10,5,jpeg_q30,0.818750,0.781250,0.000000,17.1928,5
distributed_q10_5block,10,5,none,0.693750,0.625000,0.000000,17.1928,5
distributed_q10_5block,10,5,remove_center_40,0.706250,0.593750,0.000000,17.1928,5
distributed_q10_5block,10,5,resize_0.25_jpeg_q50,0.662500,0.562500,0.000000,17.1928,5
distributed_q10_9block,10,9,black_center_40,0.637500,0.593750,0.000000,17.2614,5
distributed_q10_9block,10,9,crop_bottom_right_50,0.237500,0.000000,0.000000,17.2614,5
distributed_q10_9block,10,9,crop_center_50,0.118750,0.000000,0.000000,17.2614,5
distributed_q10_9block,10,9,crop_top_left_50,0.356250,0.000000,0.000000,17.2614,5
distributed_q10_9block,10,9,jpeg_q20,0.550000,0.000000,0.000000,17.2614,5
distributed_q10_9block,10,9,jpeg_q30,0.725000,0.656250,0.000000,17.2614,5
distributed_q10_9block,10,9,none,0.593750,0.593750,0.000000,17.2614,5
distributed_q10_9block,10,9,remove_center_40,0.637500,0.593750,0.000000,17.2614,5
distributed_q10_9block,10,9,resize_0.25_jpeg_q50,0.487500,0.000000,0.000000,17.2614,5
distributed_q20_5block,20,5,black_center_40,1.000000,1.000000,1.000000,14.1122,5
distributed_q20_5block,20,5,crop_bottom_right_50,0.593750,0.593750,0.000000,14.1122,5
distributed_q20_5block,20,5,crop_center_50,0.462500,0.000000,0.000000,14.1122,5
distributed_q20_5block,20,5,crop_top_left_50,0.356250,0.000000,0.000000,14.1122,5
distributed_q20_5block,20,5,jpeg_q20,0.937500,0.906250,0.000000,14.1122,5
distributed_q20_5block,20,5,jpeg_q30,0.975000,0.937500,0.400000,14.1122,5
distributed_q20_5block,20,5,none,0.943750,0.906250,0.000000,14.1122,5
distributed_q20_5block,20,5,remove_center_40,0.987500,0.937500,0.800000,14.1122,5
distributed_q20_5block,20,5,resize_0.25_jpeg_q50,0.862500,0.750000,0.000000,14.1122,5
distributed_q20_9block,20,9,black_center_40,0.975000,0.906250,0.600000,14.1659,5
distributed_q20_9block,20,9,crop_bottom_right_50,0.237500,0.000000,0.000000,14.1659,5
distributed_q20_9block,20,9,crop_center_50,0.475000,0.000000,0.000000,14.1659,5
distributed_q20_9block,20,9,crop_top_left_50,0.468750,0.000000,0.000000,14.1659,5
distributed_q20_9block,20,9,jpeg_q20,0.887500,0.812500,0.000000,14.1659,5
distributed_q20_9block,20,9,jpeg_q30,0.975000,0.937500,0.400000,14.1659,5
distributed_q20_9block,20,9,none,0.881250,0.843750,0.000000,14.1659,5
distributed_q20_9block,20,9,remove_center_40,0.950000,0.906250,0.200000,14.1659,5
distributed_q20_9block,20,9,resize_0.25_jpeg_q50,0.856250,0.812500,0.000000,14.1659,5
distributed_q25_5block,25,5,black_center_40,1.000000,1.000000,1.000000,13.1462,5
distributed_q25_5block,25,5,crop_bottom_right_50,0.350000,0.000000,0.000000,13.1462,5
distributed_q25_5block,25,5,crop_center_50,0.475000,0.000000,0.000000,13.1462,5
distributed_q25_5block,25,5,crop_top_left_50,0.362500,0.000000,0.000000,13.1462,5
distributed_q25_5block,25,5,jpeg_q20,0.975000,0.937500,0.400000,13.1462,5
distributed_q25_5block,25,5,jpeg_q30,0.993750,0.968750,0.800000,13.1462,5
distributed_q25_5block,25,5,none,0.981250,0.937500,0.600000,13.1462,5
distributed_q25_5block,25,5,remove_center_40,0.993750,0.968750,0.800000,13.1462,5
distributed_q25_5block,25,5,resize_0.25_jpeg_q50,0.887500,0.812500,0.000000,13.1462,5
distributed_q25_9block,25,9,black_center_40,1.000000,1.000000,1.000000,13.1547,5
distributed_q25_9block,25,9,crop_bottom_right_50,0.462500,0.000000,0.000000,13.1547,5
distributed_q25_9block,25,9,crop_center_50,0.475000,0.000000,0.000000,13.1547,5
distributed_q25_9block,25,9,crop_top_left_50,0.356250,0.000000,0.000000,13.1547,5
distributed_q25_9block,25,9,jpeg_q20,0.956250,0.875000,0.400000,13.1547,5
distributed_q25_9block,25,9,jpeg_q30,1.000000,1.000000,1.000000,13.1547,5
distributed_q25_9block,25,9,none,0.943750,0.875000,0.000000,13.1547,5
distributed_q25_9block,25,9,remove_center_40,0.987500,0.937500,0.800000,13.1547,5
distributed_q25_9block,25,9,resize_0.25_jpeg_q50,0.900000,0.875000,0.000000,13.1547,5
distributed_q30_5block,30,5,black_center_40,0.993750,0.968750,0.800000,12.3278,5
distributed_q30_5block,30,5,crop_bottom_right_50,0.475000,0.000000,0.000000,12.3278,5
distributed_q30_5block,30,5,crop_center_50,0.475000,0.000000,0.000000,12.3278,5
distributed_q30_5block,30,5,crop_top_left_50,0.356250,0.000000,0.000000,12.3278,5
distributed_q30_5block,30,5,jpeg_q20,0.981250,0.968750,0.400000,12.3278,5
distributed_q30_5block,30,5,jpeg_q30,0.993750,0.968750,0.800000,12.3278,5
distributed_q30_5block,30,5,none,0.981250,0.968750,0.400000,12.3278,5
distributed_q30_5block,30,5,remove_center_40,0.987500,0.937500,0.800000,12.3278,5
distributed_q30_5block,30,5,resize_0.25_jpeg_q50,0.900000,0.812500,0.000000,12.3278,5
distributed_q30_9block,30,9,black_center_40,1.000000,1.000000,1.000000,12.3654,5
distributed_q30_9block,30,9,crop_bottom_right_50,0.475000,0.000000,0.000000,12.3654,5
distributed_q30_9block,30,9,crop_center_50,0.475000,0.000000,0.000000,12.3654,5
distributed_q30_9block,30,9,crop_top_left_50,0.356250,0.000000,0.000000,12.3654,5
distributed_q30_9block,30,9,jpeg_q20,0.975000,0.906250,0.600000,12.3654,5
distributed_q30_9block,30,9,jpeg_q30,1.000000,1.000000,1.000000,12.3654,5
distributed_q30_9block,30,9,none,0.956250,0.906250,0.400000,12.3654,5
distributed_q30_9block,30,9,remove_center_40,0.987500,0.937500,0.800000,12.3654,5
distributed_q30_9block,30,9,resize_0.25_jpeg_q50,0.900000,0.875000,0.000000,12.3654,5
distributed_q50_5block,50,5,black_center_40,1.000000,1.000000,1.000000,10.1536,5
distributed_q50_5block,50,5,crop_bottom_right_50,0.350000,0.000000,0.000000,10.1536,5
distributed_q50_5block,50,5,crop_center_50,0.593750,0.562500,0.000000,10.1536,5
distributed_q50_5block,50,5,crop_top_left_50,0.475000,0.000000,0.000000,10.1536,5
distributed_q50_5block,50,5,jpeg_q20,0.993750,0.968750,0.800000,10.1536,5
distributed_q50_5block,50,5,jpeg_q30,1.000000,1.000000,1.000000,10.1536,5
distributed_q50_5block,50,5,none,1.000000,1.000000,1.000000,10.1536,5
distributed_q50_5block,50,5,remove_center_40,1.000000,1.000000,1.000000,10.1536,5
distributed_q50_5block,50,5,resize_0.25_jpeg_q50,0.906250,0.906250,0.000000,10.1536,5
distributed_q50_9block,50,9,black_center_40,1.000000,1.000000,1.000000,10.1921,5
distributed_q50_9block,50,9,crop_bottom_right_50,0.350000,0.000000,0.000000,10.1921,5
distributed_q50_9block,50,9,crop_center_50,0.475000,0.000000,0.000000,10.1921,5
