image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000078959.png,none,1.000000,1,rep3,10
000000078959.png,center_crop_0.5,1.000000,1,rep3,10
000000078959.png,center_crop_0.75,1.000000,1,rep3,10
000000078959.png,random_crop_0.5,0.900000,0,rep3,10
000000078959.png,jpeg_q30,1.000000,1,rep3,10
000000078959.png,jpeg_q10,1.000000,1,rep3,10
000000078959.png,jpeg_q5,1.000000,1,rep3,10
000000078959.png,resize_0.5,1.000000,1,rep3,10
000000078959.png,resize_0.25,0.900000,0,rep3,10
000000078959.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000079014.png,none,1.000000,1,rep3,10
000000079014.png,center_crop_0.5,1.000000,1,rep3,10
000000079014.png,center_crop_0.75,1.000000,1,rep3,10
000000079014.png,random_crop_0.5,0.900000,0,rep3,10
000000079014.png,jpeg_q30,1.000000,1,rep3,10
000000079014.png,jpeg_q10,1.000000,1,rep3,10
000000079014.png,jpeg_q5,1.000000,1,rep3,10
000000079014.png,resize_0.5,1.000000,1,rep3,10
000000079014.png,resize_0.25,0.900000,0,rep3,10
000000079014.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000079031.png,none,1.000000,1,rep3,10
000000079031.png,center_crop_0.5,1.000000,1,rep3,10
000000079031.png,center_crop_0.75,1.000000,1,rep3,10
000000079031.png,random_crop_0.5,0.700000,0,rep3,10
000000079031.png,jpeg_q30,1.000000,1,rep3,10
000000079031.png,jpeg_q10,1.000000,1,rep3,10
000000079031.png,jpeg_q5,1.000000,1,rep3,10
000000079031.png,resize_0.5,1.000000,1,rep3,10
000000079031.png,resize_0.25,1.000000,1,rep3,10
000000079031.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000079034.png,none,1.000000,1,rep3,10
000000079034.png,center_crop_0.5,1.000000,1,rep3,10
000000079034.png,center_crop_0.75,1.000000,1,rep3,10
000000079034.png,random_crop_0.5,0.700000,0,rep3,10
000000079034.png,jpeg_q30,1.000000,1,rep3,10
000000079034.png,jpeg_q10,1.000000,1,rep3,10
000000079034.png,jpeg_q5,1.000000,1,rep3,10
000000079034.png,resize_0.5,1.000000,1,rep3,10
000000079034.png,resize_0.25,1.000000,1,rep3,10
000000079034.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000079144.png,none,1.000000,1,rep3,10
000000079144.png,center_crop_0.5,1.000000,1,rep3,10
000000079144.png,center_crop_0.75,1.000000,1,rep3,10
000000079144.png,random_crop_0.5,0.700000,0,rep3,10
000000079144.png,jpeg_q30,1.000000,1,rep3,10
000000079144.png,jpeg_q10,1.000000,1,rep3,10
000000079144.png,jpeg_q5,1.000000,1,rep3,10
000000079144.png,resize_0.5,1.000000,1,rep3,10
000000079144.png,resize_0.25,1.000000,1,rep3,10
000000079144.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000079188.png,none,1.000000,1,rep3,10
000000079188.png,center_crop_0.5,1.000000,1,rep3,10
000000079188.png,center_crop_0.75,1.000000,1,rep3,10
000000079188.png,random_crop_0.5,0.800000,0,rep3,10
000000079188.png,jpeg_q30,1.000000,1,rep3,10
000000079188.png,jpeg_q10,1.000000,1,rep3,10
000000079188.png,jpeg_q5,1.000000,1,rep3,10
000000079188.png,resize_0.5,1.000000,1,rep3,10
000000079188.png,resize_0.25,1.000000,1,rep3,10
