image,attack,bit_accuracy,message_success
000000463690.png,none,1.000000,1
000000463690.png,center_crop_0.5,1.000000,1
000000463690.png,center_crop_0.75,1.000000,1
000000463690.png,random_crop_0.5,0.900000,0
000000463690.png,jpeg_q30,1.000000,1
000000463730.png,none,1.000000,1
000000463730.png,center_crop_0.5,1.000000,1
000000463730.png,center_crop_0.75,1.000000,1
000000463730.png,random_crop_0.5,0.700000,0
000000463730.png,jpeg_q30,1.000000,1
000000463802.png,none,1.000000,1
000000463802.png,center_crop_0.5,1.000000,1
000000463802.png,center_crop_0.75,1.000000,1
000000463802.png,random_crop_0.5,0.700000,0
000000463802.png,jpeg_q30,1.000000,1
000000463842.png,none,1.000000,1
000000463842.png,center_crop_0.5,1.000000,1
000000463842.png,center_crop_0.75,1.000000,1
000000463842.png,random_crop_0.5,0.700000,0
000000463842.png,jpeg_q30,1.000000,1
000000463849.png,none,1.000000,1
000000463849.png,center_crop_0.5,1.000000,1
000000463849.png,center_crop_0.75,1.000000,1
000000463849.png,random_crop_0.5,0.700000,0
000000463849.png,jpeg_q30,1.000000,1
000000463918.png,none,1.000000,1
000000463918.png,center_crop_0.5,1.000000,1
000000463918.png,center_crop_0.75,1.000000,1
000000463918.png,random_crop_0.5,0.800000,0
000000463918.png,jpeg_q30,1.000000,1
000000464089.png,none,1.000000,1
000000464089.png,center_crop_0.5,1.000000,1
000000464089.png,center_crop_0.75,1.000000,1
000000464089.png,random_crop_0.5,0.900000,0
000000464089.png,jpeg_q30,1.000000,1
000000464144.png,none,1.000000,1
000000464144.png,center_crop_0.5,1.000000,1
000000464144.png,center_crop_0.75,1.000000,1
000000464144.png,random_crop_0.5,0.700000,0
000000464144.png,jpeg_q30,1.000000,1
000000464251.png,none,1.000000,1
000000464251.png,center_crop_0.5,1.000000,1
000000464251.png,center_crop_0.75,1.000000,1
000000464251.png,random_crop_0.5,0.900000,0
000000464251.png,jpeg_q30,1.000000,1
000000464358.png,none,1.000000,1
000000464358.png,center_crop_0.5,1.000000,1
000000464358.png,center_crop_0.75,1.000000,1
000000464358.png,random_crop_0.5,0.700000,0
000000464358.png,jpeg_q30,1.000000,1
000000464476.png,none,1.000000,1
000000464476.png,center_crop_0.5,1.000000,1
000000464476.png,center_crop_0.75,1.000000,1
000000464476.png,random_crop_0.5,0.700000,0
000000464476.png,jpeg_q30,1.000000,1
000000464522.png,none,1.000000,1
000000464522.png,center_crop_0.5,1.000000,1
000000464522.png,center_crop_0.75,1.000000,1
000000464522.png,random_crop_0.5,0.900000,0
000000464522.png,jpeg_q30,1.000000,1
000000464689.png,none,1.000000,1
000000464689.png,center_crop_0.5,1.000000,1
000000464689.png,center_crop_0.75,1.000000,1
000000464689.png,random_crop_0.5,0.900000,0
000000464689.png,jpeg_q30,1.000000,1
000000464786.png,none,1.000000,1
000000464786.png,center_crop_0.5,1.000000,1
000000464786.png,center_crop_0.75,1.000000,1
000000464786.png,random_crop_0.5,0.800000,0
000000464786.png,jpeg_q30,1.000000,1
000000464824.png,none,1.000000,1
000000464824.png,center_crop_0.5,1.000000,1
000000464824.png,center_crop_0.75,1.000000,1
000000464824.png,random_crop_0.5,0.900000,0
000000464824.png,jpeg_q30,1.000000,1
000000464872.png,none,1.000000,1
000000464872.png,center_crop_0.5,1.000000,1
000000464872.png,center_crop_0.75,1.000000,1
000000464872.png,random_crop_0.5,0.900000,0
000000464872.png,jpeg_q30,1.000000,1
000000465129.png,none,1.000000,1
000000465129.png,center_crop_0.5,1.000000,1
000000465129.png,center_crop_0.75,1.000000,1
000000465129.png,random_crop_0.5,0.700000,0
000000465129.png,jpeg_q30,1.000000,1
000000465179.png,none,1.000000,1
000000465179.png,center_crop_0.5,1.000000,1
000000465179.png,center_crop_0.75,1.000000,1
000000465179.png,random_crop_0.5,0.700000,0
000000465179.png,jpeg_q30,1.000000,1
000000465180.png,none,1.000000,1
000000465180.png,center_crop_0.5,1.000000,1
000000465180.png,center_crop_0.75,1.000000,1
000000465180.png,random_crop_0.5,0.900000,0
000000465180.png,jpeg_q30,1.000000,1
000000465430.png,none,1.000000,1
000000465430.png,center_crop_0.5,1.000000,1
000000465430.png,center_crop_0.75,1.000000,1
000000465430.png,random_crop_0.5,0.800000,0
000000465430.png,jpeg_q30,1.000000,1
000000465549.png,none,1.000000,1
000000465549.png,center_crop_0.5,1.000000,1
000000465549.png,center_crop_0.75,1.000000,1
000000465549.png,random_crop_0.5,0.700000,0
000000465549.png,jpeg_q30,1.000000,1
000000465585.png,none,1.000000,1
000000465585.png,center_crop_0.5,1.000000,1
000000465585.png,center_crop_0.75,1.000000,1
000000465585.png,random_crop_0.5,0.700000,0
000000465585.png,jpeg_q30,1.000000,1
000000465675.png,none,1.000000,1
000000465675.png,center_crop_0.5,1.000000,1
000000465675.png,center_crop_0.75,1.000000,1
000000465675.png,random_crop_0.5,1.000000,1
000000465675.png,jpeg_q30,1.000000,1
000000465718.png,none,1.000000,1
000000465718.png,center_crop_0.5,1.000000,1
000000465718.png,center_crop_0.75,1.000000,1
000000465718.png,random_crop_0.5,0.700000,0
000000465718.png,jpeg_q30,1.000000,1
000000465806.png,none,1.000000,1
000000465806.png,center_crop_0.5,1.000000,1
000000465806.png,center_crop_0.75,1.000000,1
000000465806.png,random_crop_0.5,0.800000,0
000000465806.png,jpeg_q30,1.000000,1
000000465822.png,none,1.000000,1
000000465822.png,center_crop_0.5,1.000000,1
000000465822.png,center_crop_0.75,1.000000,1
000000465822.png,random_crop_0.5,0.900000,0
000000465822.png,jpeg_q30,1.000000,1
000000465836.png,none,1.000000,1
000000465836.png,center_crop_0.5,1.000000,1
000000465836.png,center_crop_0.75,1.000000,1
000000465836.png,random_crop_0.5,0.900000,0
000000465836.png,jpeg_q30,1.000000,1
000000466085.png,none,1.000000,1
000000466085.png,center_crop_0.5,1.000000,1
000000466085.png,center_crop_0.75,1.000000,1
000000466085.png,random_crop_0.5,0.900000,0
000000466085.png,jpeg_q30,1.000000,1
000000466125.png,none,1.000000,1
000000466125.png,center_crop_0.5,1.000000,1
000000466125.png,center_crop_0.75,1.000000,1
000000466125.png,random_crop_0.5,0.700000,0
000000466125.png,jpeg_q30,1.000000,1
000000466156.png,none,1.000000,1
000000466156.png,center_crop_0.5,1.000000,1
000000466156.png,center_crop_0.75,1.000000,1
000000466156.png,random_crop_0.5,0.700000,0
000000466156.png,jpeg_q30,1.000000,1
000000466256.png,none,1.000000,1
000000466256.png,center_crop_0.5,1.000000,1
000000466256.png,center_crop_0.75,1.000000,1
000000466256.png,random_crop_0.5,0.700000,0
000000466256.png,jpeg_q30,1.000000,1
000000466339.png,none,1.000000,1
000000466339.png,center_crop_0.5,1.000000,1
000000466339.png,center_crop_0.75,1.000000,1
000000466339.png,random_crop_0.5,0.700000,0
000000466339.png,jpeg_q30,1.000000,1
000000466416.png,none,1.000000,1
000000466416.png,center_crop_0.5,1.000000,1
000000466416.png,center_crop_0.75,1.000000,1
000000466416.png,random_crop_0.5,0.700000,0
000000466416.png,jpeg_q30,1.000000,1
000000466567.png,none,1.000000,1
000000466567.png,center_crop_0.5,1.000000,1
000000466567.png,center_crop_0.75,1.000000,1
000000466567.png,random_crop_0.5,0.900000,0
000000466567.png,jpeg_q30,1.000000,1
000000466602.png,none,1.000000,1
000000466602.png,center_crop_0.5,1.000000,1
000000466602.png,center_crop_0.75,1.000000,1
000000466602.png,random_crop_0.5,0.700000,0
000000466602.png,jpeg_q30,1.000000,1
000000466835.png,none,1.000000,1
000000466835.png,center_crop_0.5,1.000000,1
000000466835.png,center_crop_0.75,1.000000,1
000000466835.png,random_crop_0.5,0.700000,0
000000466835.png,jpeg_q30,1.000000,1
000000466986.png,none,1.000000,1
000000466986.png,center_crop_0.5,1.000000,1
000000466986.png,center_crop_0.75,1.000000,1
000000466986.png,random_crop_0.5,0.900000,0
000000466986.png,jpeg_q30,1.000000,1
000000467176.png,none,1.000000,1
000000467176.png,center_crop_0.5,1.000000,1
000000467176.png,center_crop_0.75,1.000000,1
000000467176.png,random_crop_0.5,0.900000,0
000000467176.png,jpeg_q30,1.000000,1
000000467315.png,none,1.000000,1
000000467315.png,center_crop_0.5,1.000000,1
000000467315.png,center_crop_0.75,1.000000,1
000000467315.png,random_crop_0.5,0.700000,0
000000467315.png,jpeg_q30,1.000000,1
000000467511.png,none,1.000000,1
000000467511.png,center_crop_0.5,1.000000,1
000000467511.png,center_crop_0.75,1.000000,1
000000467511.png,random_crop_0.5,0.700000,0
000000467511.png,jpeg_q30,1.000000,1
000000467776.png,none,1.000000,1
000000467776.png,center_crop_0.5,1.000000,1
000000467776.png,center_crop_0.75,1.000000,1
000000467776.png,random_crop_0.5,0.900000,0
000000467776.png,jpeg_q30,1.000000,1
000000467848.png,none,1.000000,1
000000467848.png,center_crop_0.5,1.000000,1
000000467848.png,center_crop_0.75,1.000000,1
000000467848.png,random_crop_0.5,0.900000,0
000000467848.png,jpeg_q30,1.000000,1
000000468124.png,none,1.000000,1
000000468124.png,center_crop_0.5,1.000000,1
000000468124.png,center_crop_0.75,1.000000,1
000000468124.png,random_crop_0.5,0.700000,0
000000468124.png,jpeg_q30,1.000000,1
000000468233.png,none,1.000000,1
000000468233.png,center_crop_0.5,1.000000,1
000000468233.png,center_crop_0.75,1.000000,1
000000468233.png,random_crop_0.5,0.700000,0
000000468233.png,jpeg_q30,1.000000,1
000000468245.png,none,1.000000,1
000000468245.png,center_crop_0.5,1.000000,1
000000468245.png,center_crop_0.75,1.000000,1
000000468245.png,random_crop_0.5,0.900000,0
000000468245.png,jpeg_q30,1.000000,1
000000468332.png,none,1.000000,1
000000468332.png,center_crop_0.5,1.000000,1
000000468332.png,center_crop_0.75,1.000000,1
000000468332.png,random_crop_0.5,0.900000,0
000000468332.png,jpeg_q30,1.000000,1
000000468501.png,none,1.000000,1
000000468501.png,center_crop_0.5,1.000000,1
000000468501.png,center_crop_0.75,1.000000,1
000000468501.png,random_crop_0.5,0.900000,0
000000468501.png,jpeg_q30,1.000000,1
000000468505.png,none,1.000000,1
000000468505.png,center_crop_0.5,1.000000,1
000000468505.png,center_crop_0.75,1.000000,1
000000468505.png,random_crop_0.5,0.800000,0
000000468505.png,jpeg_q30,1.000000,1
000000468577.png,none,1.000000,1
000000468577.png,center_crop_0.5,1.000000,1
000000468577.png,center_crop_0.75,1.000000,1
000000468577.png,random_crop_0.5,0.700000,0
000000468577.png,jpeg_q30,1.000000,1
000000468632.png,none,1.000000,1
000000468632.png,center_crop_0.5,1.000000,1
000000468632.png,center_crop_0.75,1.000000,1
000000468632.png,random_crop_0.5,1.000000,1
000000468632.png,jpeg_q30,1.000000,1
