image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000426241.png,none,single_scale,1.000000,1,9.9042,9.9042,1.0
000000426241.png,none,multi_scale,1.000000,1,9.9042,9.9042,1.00
000000426241.png,center_crop_0.5,single_scale,0.500000,0,9.9042,6.9527,1.0
000000426241.png,center_crop_0.5,multi_scale,1.000000,1,9.9042,6.9527,0.50
000000426241.png,center_crop_0.75,single_scale,0.500000,0,9.9042,8.1414,1.0
000000426241.png,center_crop_0.75,multi_scale,1.000000,1,9.9042,8.1414,0.75
000000426241.png,random_crop_0.5,single_scale,0.500000,0,9.9042,8.6465,1.0
000000426241.png,random_crop_0.5,multi_scale,0.562500,0,9.9042,8.6465,0.50
000000426241.png,jpeg_q30,single_scale,1.000000,1,9.9042,12.9862,1.0
000000426241.png,jpeg_q30,multi_scale,1.000000,1,9.9042,12.9862,1.00
000000426253.png,none,single_scale,1.000000,1,10.8036,10.8036,1.0
000000426253.png,none,multi_scale,1.000000,1,10.8036,10.8036,1.00
000000426253.png,center_crop_0.5,single_scale,0.500000,0,10.8036,9.2377,1.0
000000426253.png,center_crop_0.5,multi_scale,1.000000,1,10.8036,9.2377,0.50
000000426253.png,center_crop_0.75,single_scale,0.531250,0,10.8036,9.2443,1.0
000000426253.png,center_crop_0.75,multi_scale,1.000000,1,10.8036,9.2443,0.75
000000426253.png,random_crop_0.5,single_scale,0.593750,0,10.8036,8.7673,1.0
000000426253.png,random_crop_0.5,multi_scale,0.687500,0,10.8036,8.7673,0.50
000000426253.png,jpeg_q30,single_scale,1.000000,1,10.8036,13.0306,1.0
000000426253.png,jpeg_q30,multi_scale,1.000000,1,10.8036,13.0306,1.00
000000426268.png,none,single_scale,1.000000,1,10.1600,10.1600,1.0
000000426268.png,none,multi_scale,1.000000,1,10.1600,10.1600,1.00
000000426268.png,center_crop_0.5,single_scale,0.500000,0,10.1600,6.4188,1.0
000000426268.png,center_crop_0.5,multi_scale,1.000000,1,10.1600,6.4188,0.50
000000426268.png,center_crop_0.75,single_scale,0.531250,0,10.1600,7.4233,1.0
000000426268.png,center_crop_0.75,multi_scale,1.000000,1,10.1600,7.4233,0.75
000000426268.png,random_crop_0.5,single_scale,0.531250,0,10.1600,6.4357,1.0
000000426268.png,random_crop_0.5,multi_scale,0.718750,0,10.1600,6.4357,0.50
000000426268.png,jpeg_q30,single_scale,1.000000,1,10.1600,13.0049,1.0
000000426268.png,jpeg_q30,multi_scale,1.000000,1,10.1600,13.0049,1.00
000000426297.png,none,single_scale,1.000000,1,10.3814,10.3814,1.0
000000426297.png,none,multi_scale,1.000000,1,10.3814,10.3814,1.00
000000426297.png,center_crop_0.5,single_scale,0.500000,0,10.3814,6.7361,1.0
000000426297.png,center_crop_0.5,multi_scale,1.000000,1,10.3814,6.7361,0.50
000000426297.png,center_crop_0.75,single_scale,0.531250,0,10.3814,7.3786,1.0
000000426297.png,center_crop_0.75,multi_scale,1.000000,1,10.3814,7.3786,0.75
000000426297.png,random_crop_0.5,single_scale,0.593750,0,10.3814,7.3875,1.0
000000426297.png,random_crop_0.5,multi_scale,0.687500,0,10.3814,7.3875,0.50
000000426297.png,jpeg_q30,single_scale,1.000000,1,10.3814,12.8876,1.0
000000426297.png,jpeg_q30,multi_scale,1.000000,1,10.3814,12.8876,1.00
000000426329.png,none,single_scale,1.000000,1,9.7570,9.7570,1.0
000000426329.png,none,multi_scale,1.000000,1,9.7570,9.7570,1.00
000000426329.png,center_crop_0.5,single_scale,0.500000,0,9.7570,6.8024,1.0
000000426329.png,center_crop_0.5,multi_scale,1.000000,1,9.7570,6.8024,0.50
000000426329.png,center_crop_0.75,single_scale,0.531250,0,9.7570,7.7543,1.0
000000426329.png,center_crop_0.75,multi_scale,1.000000,1,9.7570,7.7543,0.75
000000426329.png,random_crop_0.5,single_scale,0.562500,0,9.7570,7.5484,1.0
000000426329.png,random_crop_0.5,multi_scale,0.718750,0,9.7570,7.5484,0.50
000000426329.png,jpeg_q30,single_scale,1.000000,1,9.7570,12.9406,1.0
000000426329.png,jpeg_q30,multi_scale,1.000000,1,9.7570,12.9406,1.00
000000426372.png,none,single_scale,1.000000,1,10.6405,10.6405,1.0
000000426372.png,none,multi_scale,1.000000,1,10.6405,10.6405,1.00
000000426372.png,center_crop_0.5,single_scale,0.500000,0,10.6405,6.0395,1.0
000000426372.png,center_crop_0.5,multi_scale,1.000000,1,10.6405,6.0395,0.50
000000426372.png,center_crop_0.75,single_scale,0.593750,0,10.6405,6.9394,1.0
000000426372.png,center_crop_0.75,multi_scale,1.000000,1,10.6405,6.9394,0.75
000000426372.png,random_crop_0.5,single_scale,0.500000,0,10.6405,6.7182,1.0
000000426372.png,random_crop_0.5,multi_scale,0.500000,0,10.6405,6.7182,1.00
000000426372.png,jpeg_q30,single_scale,1.000000,1,10.6405,12.8744,1.0
000000426372.png,jpeg_q30,multi_scale,1.000000,1,10.6405,12.8744,1.00
000000426376.png,none,single_scale,1.000000,1,10.4978,10.4978,1.0
000000426376.png,none,multi_scale,1.000000,1,10.4978,10.4978,1.00
000000426376.png,center_crop_0.5,single_scale,0.500000,0,10.4978,7.5295,1.0
000000426376.png,center_crop_0.5,multi_scale,1.000000,1,10.4978,7.5295,0.50
000000426376.png,center_crop_0.75,single_scale,0.531250,0,10.4978,8.5672,1.0
000000426376.png,center_crop_0.75,multi_scale,1.000000,1,10.4978,8.5672,0.75
000000426376.png,random_crop_0.5,single_scale,0.468750,0,10.4978,7.7671,1.0
000000426376.png,random_crop_0.5,multi_scale,0.687500,0,10.4978,7.7671,0.50
000000426376.png,jpeg_q30,single_scale,0.968750,0,10.4978,12.9954,1.0
000000426376.png,jpeg_q30,multi_scale,0.968750,0,10.4978,12.9954,1.00
000000426795.png,none,single_scale,1.000000,1,10.4615,10.4615,1.0
000000426795.png,none,multi_scale,1.000000,1,10.4615,10.4615,1.00
000000426795.png,center_crop_0.5,single_scale,0.500000,0,10.4615,7.1916,1.0
000000426795.png,center_crop_0.5,multi_scale,1.000000,1,10.4615,7.1916,0.50
000000426795.png,center_crop_0.75,single_scale,0.500000,0,10.4615,8.4415,1.0
000000426795.png,center_crop_0.75,multi_scale,1.000000,1,10.4615,8.4415,0.75
000000426795.png,random_crop_0.5,single_scale,0.500000,0,10.4615,8.8666,1.0
000000426795.png,random_crop_0.5,multi_scale,0.781250,0,10.4615,8.8666,0.50
000000426795.png,jpeg_q30,single_scale,1.000000,1,10.4615,12.8822,1.0
000000426795.png,jpeg_q30,multi_scale,1.000000,1,10.4615,12.8822,1.00
000000426836.png,none,single_scale,1.000000,1,9.9638,9.9638,1.0
000000426836.png,none,multi_scale,1.000000,1,9.9638,9.9638,1.00
000000426836.png,center_crop_0.5,single_scale,0.500000,0,9.9638,6.7173,1.0
000000426836.png,center_crop_0.5,multi_scale,1.000000,1,9.9638,6.7173,0.50
000000426836.png,center_crop_0.75,single_scale,0.531250,0,9.9638,8.1263,1.0
000000426836.png,center_crop_0.75,multi_scale,1.000000,1,9.9638,8.1263,0.75
000000426836.png,random_crop_0.5,single_scale,0.562500,0,9.9638,8.9718,1.0
000000426836.png,random_crop_0.5,multi_scale,0.687500,0,9.9638,8.9718,0.50
000000426836.png,jpeg_q30,single_scale,1.000000,1,9.9638,12.8773,1.0
000000426836.png,jpeg_q30,multi_scale,1.000000,1,9.9638,12.8773,1.00
000000427034.png,none,single_scale,1.000000,1,9.8051,9.8051,1.0
000000427034.png,none,multi_scale,1.000000,1,9.8051,9.8051,1.00
000000427034.png,center_crop_0.5,single_scale,0.500000,0,9.8051,6.2865,1.0
000000427034.png,center_crop_0.5,multi_scale,1.000000,1,9.8051,6.2865,0.50
000000427034.png,center_crop_0.75,single_scale,0.531250,0,9.8051,7.6922,1.0
000000427034.png,center_crop_0.75,multi_scale,1.000000,1,9.8051,7.6922,0.75
000000427034.png,random_crop_0.5,single_scale,0.468750,0,9.8051,7.3934,1.0
000000427034.png,random_crop_0.5,multi_scale,0.687500,0,9.8051,7.3934,0.50
000000427034.png,jpeg_q30,single_scale,1.000000,1,9.8051,12.7881,1.0
000000427034.png,jpeg_q30,multi_scale,1.000000,1,9.8051,12.7881,1.00
000000427055.png,none,single_scale,1.000000,1,10.0532,10.0532,1.0
000000427055.png,none,multi_scale,1.000000,1,10.0532,10.0532,1.00
000000427055.png,center_crop_0.5,single_scale,0.500000,0,10.0532,7.3458,1.0
000000427055.png,center_crop_0.5,multi_scale,1.000000,1,10.0532,7.3458,0.50
