image,attack,method,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,best_scale
000000312340.png,center_crop_0.75,single_scale,0.531250,0,10.0116,8.2702,1.0
000000312340.png,random_crop_0.5,single_scale,0.500000,0,10.0116,7.8789,1.0
000000312340.png,jpeg_q30,single_scale,1.000000,1,10.0116,12.9722,1.0
000000312406.png,none,single_scale,1.000000,1,10.2491,10.2491,1.0
000000312406.png,center_crop_0.5,single_scale,0.500000,0,10.2491,7.6551,1.0
000000312406.png,center_crop_0.75,single_scale,0.531250,0,10.2491,8.6598,1.0
000000312406.png,random_crop_0.5,single_scale,0.531250,0,10.2491,9.1739,1.0
000000312406.png,jpeg_q30,single_scale,1.000000,1,10.2491,12.8946,1.0
000000312421.png,none,single_scale,1.000000,1,10.5723,10.5723,1.0
000000312421.png,center_crop_0.5,single_scale,0.500000,0,10.5723,5.8343,1.0
000000312421.png,center_crop_0.75,single_scale,0.562500,0,10.5723,6.9701,1.0
000000312421.png,random_crop_0.5,single_scale,0.500000,0,10.5723,5.6831,1.0
000000312421.png,jpeg_q30,single_scale,1.000000,1,10.5723,12.9054,1.0
000000312489.png,none,single_scale,1.000000,1,10.1263,10.1263,1.0
000000312489.png,center_crop_0.5,single_scale,0.656250,0,10.1263,7.3586,1.0
000000312489.png,center_crop_0.75,single_scale,0.500000,0,10.1263,8.9731,1.0
000000312489.png,random_crop_0.5,single_scale,0.593750,0,10.1263,9.3945,1.0
000000312489.png,jpeg_q30,single_scale,1.000000,1,10.1263,12.8496,1.0
000000312549.png,none,single_scale,1.000000,1,10.0383,10.0383,1.0
000000312549.png,center_crop_0.5,single_scale,0.500000,0,10.0383,7.2490,1.0
000000312549.png,center_crop_0.75,single_scale,0.531250,0,10.0383,8.5513,1.0
000000312549.png,random_crop_0.5,single_scale,0.531250,0,10.0383,8.0141,1.0
000000312549.png,jpeg_q30,single_scale,0.968750,0,10.0383,12.8852,1.0
000000312552.png,none,single_scale,1.000000,1,10.3262,10.3262,1.0
000000312552.png,center_crop_0.5,single_scale,0.500000,0,10.3262,8.4301,1.0
000000312552.png,center_crop_0.75,single_scale,0.500000,0,10.3262,9.2133,1.0
000000312552.png,random_crop_0.5,single_scale,0.468750,0,10.3262,8.5068,1.0
000000312552.png,jpeg_q30,single_scale,0.968750,0,10.3262,13.1040,1.0
000000312586.png,none,single_scale,1.000000,1,10.1152,10.1152,1.0
000000312586.png,center_crop_0.5,single_scale,0.500000,0,10.1152,6.8074,1.0
000000312586.png,center_crop_0.75,single_scale,0.593750,0,10.1152,7.6689,1.0
000000312586.png,random_crop_0.5,single_scale,0.562500,0,10.1152,7.1361,1.0
000000312586.png,jpeg_q30,single_scale,1.000000,1,10.1152,13.0376,1.0
000000312720.png,none,single_scale,1.000000,1,9.8013,9.8013,1.0
000000312720.png,center_crop_0.5,single_scale,0.500000,0,9.8013,6.8886,1.0
000000312720.png,center_crop_0.75,single_scale,0.531250,0,9.8013,7.7519,1.0
000000312720.png,random_crop_0.5,single_scale,0.531250,0,9.8013,7.0037,1.0
000000312720.png,jpeg_q30,single_scale,1.000000,1,9.8013,12.9192,1.0
000000313034.png,none,single_scale,1.000000,1,10.1073,10.1073,1.0
000000313034.png,center_crop_0.5,single_scale,0.500000,0,10.1073,6.9227,1.0
000000313034.png,center_crop_0.75,single_scale,0.531250,0,10.1073,7.7697,1.0
000000313034.png,random_crop_0.5,single_scale,0.531250,0,10.1073,6.8361,1.0
000000313034.png,jpeg_q30,single_scale,1.000000,1,10.1073,12.9211,1.0
000000313130.png,none,single_scale,1.000000,1,10.0069,10.0069,1.0
000000313130.png,center_crop_0.5,single_scale,0.500000,0,10.0069,6.6348,1.0
000000313130.png,center_crop_0.75,single_scale,0.531250,0,10.0069,7.7384,1.0
000000313130.png,random_crop_0.5,single_scale,0.531250,0,10.0069,8.3278,1.0
000000313130.png,jpeg_q30,single_scale,1.000000,1,10.0069,12.9504,1.0
000000313182.png,none,single_scale,1.000000,1,10.6862,10.6862,1.0
000000313182.png,center_crop_0.5,single_scale,0.500000,0,10.6862,7.2281,1.0
000000313182.png,center_crop_0.75,single_scale,0.500000,0,10.6862,8.3202,1.0
000000313182.png,random_crop_0.5,single_scale,0.500000,0,10.6862,6.4937,1.0
000000313182.png,jpeg_q30,single_scale,1.000000,1,10.6862,12.7049,1.0
000000313454.png,none,single_scale,1.000000,1,10.3876,10.3876,1.0
000000313454.png,center_crop_0.5,single_scale,0.500000,0,10.3876,6.5701,1.0
000000313454.png,center_crop_0.75,single_scale,0.531250,0,10.3876,7.8458,1.0
000000313454.png,random_crop_0.5,single_scale,0.531250,0,10.3876,7.8886,1.0
000000313454.png,jpeg_q30,single_scale,1.000000,1,10.3876,12.9009,1.0
000000313562.png,none,single_scale,1.000000,1,10.1770,10.1770,1.0
000000313562.png,center_crop_0.5,single_scale,0.500000,0,10.1770,6.9319,1.0
000000313562.png,center_crop_0.75,single_scale,0.500000,0,10.1770,7.7072,1.0
000000313562.png,random_crop_0.5,single_scale,0.500000,0,10.1770,7.4075,1.0
000000313562.png,jpeg_q30,single_scale,1.000000,1,10.1770,12.6891,1.0
